ts_code,ann_date,end_date,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,netprofit_margin,grossprofit_margin,roe,debt_to_assets,op_yoy,ebt_yoy,assets_yoy,tr_yoy,or_yoy,q_gr_yoy,q_gr_qoq,q_sales_yoy,q_sales_qoq,q_op_yoy,q_op_qoq,q_profit_yoy,q_profit_qoq,revenue
600737.SH,2019-08-30,2019-06-30,1.192,0.8272,0.7292,1.3391,6.4127,0.5201,4.7697,15.7359,3.9035,61.352,-39.2065,-37.3852,35.5918,-31.722,-31.722,-35.1808,27.9552,-35.1808,27.9552,-39.7842,-36.9704,-45.4806,-51.2983,6420056945.64
300758.SZ,2019-08-26,2019-06-30,10.3693,9.2007,6.8414,2.1798,3.727,0.6247,16.7537,34.5648,7.3039,12.4224,12.3447,11.5552,65.4728,17.9326,17.9326,21.4329,35.9356,21.4329,35.9356,33.8708,194.6772,33.0882,178.7954,346406748.51
000639.SZ,2019-08-31,2019-06-30,1.5939,1.3204,1.2836,2.8953,6.6879,0.6973,9.5116,33.8705,5.0295,48.2795,-2.4802,0.8659,-0.388,0.5729,0.5729,-0.3525,0.6027,-0.3525,0.6027,-7.2316,36.8783,12.8903,53.2121,2774186788.06
600295.SH,2019-08-30,2019-06-30,0.716,0.5619,0.5178,1.8481,6.674,0.5347,6.7409,26.5301,5.3175,67.4443,9.7051,11.4126,2.3831,-5.357,-5.357,-19.1952,-12.2828,-19.1952,-12.2828,68.4785,26.3741,110.1079,21.6736,9889209611.7
002352.SZ,2019-08-28,2019-06-30,1.1852,1.1593,0.8885,51.7036,6.3422,1.5281,6.0774,19.8157,8.2734,52.2552,31.4247,31.993,13.1575,17.6819,17.6819,18.6209,8.4018,18.6209,8.4018,43.5099,50.4686,49.747,47.0332,50074704033.85
601368.SH,2019-08-23,2019-06-30,0.8751,0.8504,0.8324,9.0392,4.6173,0.4587,23.6238,43.9144,5.0406,67.7791,4.5668,4.2137,10.9486,12.8778,12.8778,11.5111,15.4566,11.5111,15.4566,-11.0317,-9.6519,-13.6235,-14.7898,700568192.17
601939.SH,2019-08-29,2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,43.0762,0.0,7.6479,91.5022,5.3598,5.3798,4.9971,6.0766,6.0766,9.214,-6.7682,9.214,-6.7682,4.8495,-0.5096,5.9873,-0.1822,361471000000.0
600383.SH,2019-08-28,2019-06-30,1.5211,0.7806,0.7034,0.1135,186.8514,0.093,23.0121,39.7488,7.741,77.8584,82.2796,85.4067,11.6726,48.7824,49.2976,38.3421,2.277,38.689,2.2946,85.9569,58.6313,79.0755,79.6979,22289208568.35
002196.SZ,2019-08-30,2019-06-30,1.8415,1.3518,1.2039,1.3013,1.078,0.4298,1.6037,19.1299,0.4731,27.5033,-70.0669,-69.859,1.6419,-0.9439,-0.9439,18.5933,18.4738,18.5933,18.4738,-89.2973,-75.4313,-102.1266,-105.4855,589765793.3
300022.SZ,2019-08-30,2019-06-30,1.0629,0.7093,0.6095,1.7262,2.974,0.6423,-3.259,16.8948,-18.986,80.1379,-223.723,-225.3328,11.5987,-21.0887,-21.0887,-25.9402,70.3239,-25.9402,70.3239,-70.7182,115.5332,-120.7119,95.73,1074570520.19
300259.SZ,2019-08-30,2019-06-30,4.1872,3.5523,1.6117,0.8585,1.1503,0.2396,20.9241,50.1457,4.4875,18.8651,49.5266,51.9063,3.2412,36.7384,36.7384,35.2119,46.8141,35.2119,46.8141,63.023,331.7454,69.9954,225.669,436051896.74
000541.SZ,2019-08-29,2019-06-30,3.1325,2.5256,1.6544,1.8372,2.1087,0.4937,9.9277,23.1064,3.868,20.5572,-30.4378,-30.2819,-1.9652,-18.2874,-18.2874,-15.238,-10.2651,-15.238,-10.2651,-42.8403,-11.5227,-39.076,-6.2624,1687184660.86
000557.SZ,2019-08-07,2019-06-30,5.817,5.5443,5.2627,4.6325,2.7636,0.2591,18.094,29.8545,1.3354,4.5903,22.8676,25.9565,-9.3185,6.8418,6.8418,3.4576,-1.9651,3.4576,-1.9651,19.2041,27.0551,28.9989,30.5169,366211217.95
600908.SH,2019-08-30,2019-06-30,0.6947,0.0,0.0,0.0,0.0,0.0,39.2109,0.0,5.9027,93.1266,8.293,8.5555,4.1935,4.6889,4.6889,4.2909,4.5728,4.2909,4.5728,7.6387,16.86,10.919,13.4535,1655753000.0
601668.SH,2019-08-29,2019-06-30,1.2792,0.7683,0.4446,1.0365,4.4247,0.4988,4.69,10.1279,8.1285,76.5381,15.6042,15.8914,3.8687,16.3845,16.3845,21.67,30.3336,21.67,30.3336,17.2453,68.4149,18.9724,70.4477,685419315000.0
300499.SZ,2019-07-30,2019-06-30,1.6314,1.3252,1.2629,1.2753,1.124,0.397,6.4593,35.1877,3.6433,49.0078,23.2591,25.6137,7.9674,41.9393,41.9393,41.1757,42.058,41.1757,42.058,-19.0358,1169.4265,-9.8636,1771.2019,390989860.38
600196.SH,2019-08-27,2019-06-30,1.03,0.8261,0.7557,1.6169,3.5275,0.7792,12.8389,60.4948,5.3473,53.1584,8.777000000000001,7.7761,4.4482,19.5107,19.5107,21.2215,10.5905,21.2215,10.5905,14.6407,23.8033,7.6320000000000014,13.8628,14172768620.77
600501.SH,2019-08-28,2019-06-30,1.3188,0.9568,0.8743,0.9297,0.7281,0.3209,-6.9696,25.5981,-3.4859,52.4411,-565.7197,-911.273,1.9766,-15.4629,-15.4629,-19.1682,42.0321,-19.1682,42.0321,-672.8217,-370.2874,-597.5718,-363.4876,945347676.82
300566.SZ,2019-08-29,2019-06-30,0.9404,0.7446,0.7175,1.3795,0.9542,0.3954,4.5916,24.5396,2.8709,66.7878,-21.5146,-23.6068,2.6112,21.2529,21.2529,23.5781,6.4004,23.5781,6.4004,-28.9376,-35.3084,-34.9219,-36.3323,433945029.01
603081.SH,2019-08-28,2019-06-30,2.1162,1.6064,1.133,0.9321,0.8490000000000001,0.3099,13.1324,31.6717,6.515,51.7592,15.517,13.0499,20.4667,12.0282,12.0282,3.3102,35.4841,3.3102,35.4841,-2.9221,6.6369,-1.8914,5.0868,894236919.37
600242.SH,2019-08-31,2019-06-30,1.6659,1.626,1.1785,33.9439,2.3631,1.1829,3.7168,10.0494,2.3563,37.4619,52.2958,53.1426,0.3354,44.4846,44.4846,34.2499,9.5842,34.2499,9.5842,55.8224,167.8971,61.7698,186.8381,1654241725.19
603023.SH,2019-08-06,2019-06-30,18.5878,15.7336,15.5037,0.3113,0.7591,0.0869,22.0299,48.6686,2.0809,22.3094,-60.6348,-60.8609,-4.2611,-34.8669,-34.8669,-52.0193,-25.9449,-52.0193,-25.9449,-86.5465,-78.8811,-86.5637,-78.9893,60457888.11
600626.SH,2019-08-31,2019-06-30,1.2841,1.0422,0.8793,6.3582,3.7687,1.3698,4.917,9.961,11.3757,61.9652,269.607,295.2281,3.5616,-9.7949,-9.7949,-11.4322,-4.3814,-11.4322,-4.3814,-203.3156,-113.7122,-271.2512,-120.3257,7280240743.79
000598.SZ,2019-08-16,2019-06-30,0.8571,0.7479,0.7205,2.0475,2.5283,0.4735,28.6538,44.3089,5.6117,49.5129,11.4032,11.7612,8.6998,9.9057,9.9057,12.327,20.4054,12.327,20.4054,10.6214,31.6762,10.6334,30.3441,2113641699.43
002692.SZ,2019-08-30,2019-06-30,1.5759,1.2094,1.1772,2.1626,0.9843,0.5515,3.4603,20.0106,3.8689,59.824,28.8193,32.0619,-1.5008,-8.8906,-8.8906,-7.5163,53.2817,-7.5163,53.2817,49.1189,108.6452,45.005,94.7319,1280674173.65
000585.SZ,2019-08-30,2019-06-30,0.4727,0.4406,0.4314,1.8814,1.7274,0.2394,-8.6546,52.5778,-36.2105,96.5682,81.1096,76.5865,7.0332,215.9153,215.9153,221.4068,111.4667,221.4068,111.4667,117.8037,134.066,112.5556,123.6465,45163758.53
002343.SZ,2019-08-30,2019-06-30,2.6089,1.8149,1.6943,0.8019,0.705,0.3121,9.6988,19.063,5.5969,36.7273,-61.5711,-61.2039,-21.6403,9.1647,9.1647,42.7096,335.4628,42.7096,335.4628,-38.3923,877.8678,-31.4499,1299.8418,826967949.41
300382.SZ,2019-08-20,2019-06-30,1.6611,0.9735,0.8271,0.3904,0.9922,0.2956,15.2133,41.4085,6.0674,46.8888,19.6763,16.205,14.0645,34.6923,34.6923,22.8456,0.2714,22.8456,0.2714,12.2252,90.9657,4.1411,92.8402,380780886.94
002534.SZ,2019-08-23,2019-06-30,1.4584,1.2509,0.7671,1.3986,1.0043,0.2695,12.914,20.6953,6.2079,60.619,30.2311,29.5756,2.6776,1.4714,1.4714,-11.7929,0.1492,-11.7929,0.1492,46.1913,52.157,52.146,19.3103,1685959223.24
603681.SH,2019-08-29,2019-06-30,3.2422,2.505,2.2224,3.0155,3.1105,0.9618,7.5624,17.8685,6.5596,24.6121,13.7142,17.0493,29.7336,19.7501,19.7501,25.8306,39.6915,25.8306,39.6915,17.2348,89.4369,18.6338,75.0935,947814923.21
002452.SZ,2019-08-30,2019-06-30,1.5436,1.1238,1.0041,0.6625,0.7586,0.2787,11.4737,35.7329,5.0121,54.5556,409.1332,431.0328,7.7988,24.5032,24.5032,45.4128,87.3082,45.4128,87.3082,2130.6828,1596.7909,1660.7128,1240.6638,479973339.91
002957.SZ,2019-07-25,2019-06-30,4.4334,3.8047,3.7429,1.4726,1.158,0.3924,12.6941,40.3772,5.2977,21.1805,49.5205,48.8552,-10.5201,17.1651,17.1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828765788.55
600888.SH,2019-08-15,2019-06-30,1.2189,1.0248,0.9257,2.1231,7.4204,0.4348,4.0437,13.8726,2.2816,63.5555,-19.9156,-16.8299,17.2101,-1.8935,-1.8935,-9.7198,-7.4673,-9.7198,-7.4673,-31.1643,-8.4095,-18.1885,5.5522,2253100843.42
000619.SZ,2019-08-21,2019-06-30,1.9937,1.4361,1.1318,2.6173,6.8571,0.77,0.1857,11.8369,0.1161,29.8123,-6.294,-4.4954,0.1262,16.9241,16.9241,10.2341,57.4483,10.2341,57.4483,-6.7601,254.2948,-8.3727,218.9017,1653777771.59
300711.SZ,2019-08-28,2019-06-30,6.1259,4.6113,4.4209,0.2663,0.4039,0.1157,-19.7726,49.6399,-2.3215,14.704,-175.4474,-158.3631,-1.0102,-30.337,-30.337,-49.15,53.2883,-49.15,53.2883,-141.2588,-174.2069,-134.2521,-188.1088,64694541.9
603978.SH,2019-08-28,2019-06-30,1.9002,1.5886,1.5141,3.4675,1.877,0.5766,11.0866,22.6759,4.0164,25.1253,8.5592,8.7309,2.1544,7.1083,7.1083,3.9202,23.0344,3.9202,23.0344,113.5913,177.9067,105.3759,159.1431,521841491.18
600038.SH,2019-08-24,2019-06-30,1.4234,0.3969,0.3438,0.4544,3.9588,0.3488,3.4064,11.2844,3.1044,63.2793,32.6608,32.272,-8.0515,28.754,28.754,40.2324,89.0546,40.2324,89.0546,54.4795,93.5557,52.8406,114.7244,6900416438.64
600745.SH,2019-08-31,2019-06-30,0.7706,0.649,0.4553,5.8584,2.4127,0.9447,1.9398,8.316,5.31,62.9545,257.328,263.9281,74.3319,110.7114,110.7114,76.5111,34.0001,76.5111,34.0001,249.4842,92.6043,212.0477,49.4254,11434137070.85
600890.SH,2019-08-30,2019-06-30,6.2005,6.171,3.8089,3.4738,0.0,0.0017,-5675.7833,-828.7909,-6.0034,8.94,24.9025,29.6961,-5.9884,-24.7793,-24.7793,4.3814,0.0,4.3814,0.0,49.6499,42.7243,55.2654,42.7243,258657.12
300188.SZ,2019-08-29,2019-06-30,3.4329,2.5654,2.2841,0.7269,0.9773,0.3037,-1.7937,50.2961,0.053,18.2765,-118.3637,-123.4016,-8.423,21.0316,21.0316,13.2645,36.5256,13.2645,36.5256,-62.7244,164.6453,-60.3991,156.8362,583375862.89
002185.SZ,2019-08-29,2019-06-30,0.971,0.6743,0.6261,2.6905,3.2724,0.7699,2.6227,13.1883,1.4778,46.0042,-57.3414,-56.8476,16.9339,1.4117,1.4117,14.5389,24.3482,14.5389,24.3482,-38.4229,554.674,-42.0387,353.4773,3839330431.95
603416.SH,2019-08-22,2019-06-30,6.202000000000001,5.025,4.4755,1.0189,5.5207,0.2937,23.5332,38.6246,6.6282,14.7837,-5.2328,-5.9412,8.1152,8.3415,8.3415,3.6628,28.4413,3.6628,28.4413,-10.2205,30.8367,2.3016,31.0699,305678876.22
002204.SZ,2019-08-29,2019-06-30,1.3805,0.9256,0.8234,0.5749,0.5833,0.2239,0.1735,19.98,0.1103,59.07899999999999,151.1333,118.0968,4.0909,30.1642,30.1642,-0.685,25.1915,-0.685,25.1915,12.9246,837.7108,-94.9319,-72.842,2742266427.97
601360.SH,2019-08-27,2019-06-30,4.303,4.2771,4.2172,15.3455,2.5605,0.2867,68.0524,66.2932,15.9293,16.9119,166.7835,165.1204,10.8118,-1.6698,-1.6698,-1.5666,19.2102,-1.5666,19.2102,231.7704,441.9371,218.2227,447.6457,5924501000.0
000635.SZ,2019-08-20,2019-06-30,2.9167,2.4161,1.5427,3.7813,217.6651,0.7307,3.6278,12.712,1.308,15.3897,-58.8023,-59.2827,0.07400000000000001,-4.8581,-4.8581,-24.1392,-7.7398,-24.1392,-7.7398,-53.0691,74.8965,-54.4426,77.7281,955471573.39
600615.SH,2019-08-30,2019-06-30,33.4329,32.8748,32.6284,2.4373,1.3555,0.0438,-15.1129,3.4347,-0.6303,5.2706,-175.0379,-174.3352,-2.5955,-42.8511,-42.8511,-31.6032,18.8192,-31.6032,18.8192,-337.5154,-642.2622,-302.9443,-650.8885,25251828.49
000638.SZ,2019-08-30,2019-06-30,0.9971,0.575,0.4348,0.1044,0.5151,0.0795,-6.8738,45.2524,-3.3579,72.1879,88.3117,88.1948,-1.6827,-9.2685,-9.2685,6.5669,74.0324,6.5669,74.0324,107.0824,123.0989,97.9589,92.1865,41703265.94
000960.SZ,2019-08-31,2019-06-30,0.7391,0.4555,0.4252,4.8608,36.0794,1.9315,2.6552,8.2492,3.7561,58.033,-3.1376,-3.9007,1.7229,9.8047,9.8047,18.533,45.9881,18.533,45.9881,2.1332,34.5117,-1.0274,28.9174,22032537774.18
600811.SH,2019-08-31,2019-06-30,1.5394,0.9302,0.8082,0.5607,3.7637,0.2137,4.9436,1.7809,1.6904,54.794,-45.0248,-45.1108,-4.7328,29.9415,30.3354,48.0371,107.586,48.4084,107.6192,-62.8409,-10.6572,-60.705,-4.0135,5575811113.71
002880.SZ,2019-08-30,2019-06-30,10.6208,4.9921,4.9071,0.4745,5.4902,0.3889,19.5638,34.9516,5.3239,8.3393,4.0434,2.0922,0.4706,20.531,20.531,14.0248,13.4712,14.0248,13.4712,-1.1685,56.2048,-1.954,61.43,360529490.96
002638.SZ,2019-08-29,2019-06-30,4.2783,3.8259,3.2464,1.5778,1.0103,0.1851,1.2216,19.8359,0.179,19.7565,-87.7763,-86.7826,-7.4401,-11.6835,-11.6835,-10.4235,8.6899,-10.4235,8.6899,-81.3041,54.6008,-84.213,62.596,576393680.42
002817.SZ,2019-08-28,2019-06-30,9.9595,8.7469,8.1575,1.6245,2.1034,0.3078,11.2475,35.2654,2.6355,9.3888,-11.965,-12.242,0.0585,6.832000000000002,6.832000000000002,10.7095,1.2932,10.7095,1.2932,-3.7356,8.8749,-3.716,10.3387,156388560.75
002285.SZ,2019-08-30,2019-06-30,1.4786,1.476,0.9068,192.7887,2.1269,0.305,1.9617,13.4828,1.1792,57.2232,-67.1207,-63.4437,-4.1515,-15.4765,-15.4765,-18.7578,36.6887,-18.7578,36.6887,-66.4168,1465.2638,-72.8939,398.9883,3104286070.92
603396.SH,2019-08-22,2019-06-30,1.829,1.1276,1.048,0.4432,1.1919,0.2729,11.2619,37.6283,4.7003,47.1232,-1.6374,-0.4029,2.3079,13.7924,13.7924,-9.1597,-7.8389,-9.1597,-7.8389,-22.1268,-11.130999999999998,-27.8824,-23.0249,406327826.12
603915.SH,2019-08-27,2019-06-30,2.53,2.1128,2.1087,1.69,3.9919,0.4976,12.7658,28.1555,7.4138,30.7405,30.7443,24.5609,38.5218,8.6573,8.6573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944458829.23
600724.SH,2019-08-30,2019-06-30,3.6687,3.5409,2.036,7.9877,11.1016,0.3288,24.1413,36.5872,11.0376,46.3556,15.2418,14.874,-25.9731,-35.0986,-35.0986,-47.963,12.5577,-47.963,12.5577,-16.6734,4.5282,-13.5177,-3.0724,1569588685.37
300422.SZ,2019-08-30,2019-06-30,0.9087,0.8527,0.7883,5.9222,0.8318,0.4796,9.214,29.7062,8.8901,76.4843,37.2017,35.5425,20.4741,32.322,32.322,39.7141,37.0881,39.7141,37.0881,66.6753,-1.9335,55.8836,1.0878,1519635344.29
002835.SZ,2019-08-24,2019-06-30,3.0094,2.3095,2.2231,1.3542,1.9701,0.4643,4.1946,31.1674,1.7341,22.6853,230.0831,258.6554,0.0802,0.6279,0.6279,14.1287,61.1777,14.1287,61.1777,1801.0056,352.0563,1314.8574,347.4578,271128506.04
300015.SZ,2019-08-23,2019-06-30,1.3334,1.224,1.1787,6.6995,4.6535,1.1894,15.3948,47.1447,11.9108,44.42,34.3292,35.9043,17.7386,25.6388,25.6388,23.1767,11.579,23.1767,11.579,32.4597,28.0846,34.3991,33.2373,4748911757.73
603298.SH,2019-08-16,2019-06-30,2.2397,1.756,1.7035,3.5811,6.9425,1.0946,8.4452,20.9343,8.8548,32.1581,14.1981,12.5977,14.1474,6.2773,6.2773,-3.5676,8.2675,-3.5676,8.2675,8.0477,51.5222,8.1194,52.0984,4613930689.89
600333.SH,2019-08-24,2019-06-30,0.3068,0.1394,0.1024,1.3526,8.6381,0.9472,-7.779,27.9489,-3.0339,62.9814,21.8905,25.5013,-1.2675,8.7309,8.7309,-0.2063,-53.3777,-0.2063,-53.3777,-10.0312,-1962.6776,0.2213,-4285.9939,800716705.54
603005.SH,2019-08-26,2019-06-30,8.6221,8.0077,7.9551,1.879,2.9258,0.1895,10.7527,33.078,1.1416,13.3486,-6.0255,-5.8994,-3.8429,-27.9137,-27.9137,-15.7126,35.4823,-15.7126,35.4823,48.2603,454.9546,32.2956,443.2846,200468502.15
002768.SZ,2019-08-19,2019-06-30,1.6947,1.1436,0.7309,1.8587,3.5447,0.7591,8.3323,17.813,8.0252,42.614,32.5597,31.9816,7.5338,43.0772,43.0772,35.3555,25.4346,35.3555,25.4346,24.32,6.8381,25.6734,8.1015,2029175986.68
603979.SH,2019-08-29,2019-06-30,2.4682,1.9787,1.8687,1.4238,0.7023,0.3339,10.8386,26.1104,4.0561,36.3676,3.7361,-0.1627,5.2735,4.2694,4.2694,1.0659,21.9102,1.0659,21.9102,7.6682,22.9605,0.3403,11.4272,1526922029.32
000820.SZ,2019-08-30,2019-06-30,1.1811,1.0324,0.3155,0.0214,0.0212,0.0041,-1150.1882,34.0215,-58.6032,94.4053,-2.3653,-4.6226,-0.0308,380.2424,380.2424,1298.9705,173.2615,1298.9705,173.2615,-191.1536,-29.0297,-209.4152,-32.2152,7522592.74
002740.SZ,2019-08-23,2019-06-30,2.1115,0.892,0.7877,0.434,0.8076,0.298,5.2356,23.2274,1.3362,37.0811,48.3147,44.3961,80.3415,-13.3749,-13.3749,-6.3652,55.291,-6.3652,55.291,17.3255,-19.7618,2.4823,-25.2327,868465406.12
600289.SH,2019-08-30,2019-06-30,3.893,3.4694,3.4,0.5122,0.6724,0.1606,-34.6521,69.1836,-95.5417,134.4766,17.8375,71.2999,-4.8283,-31.4933,-31.4933,-49.7429,-27.1549,-49.7429,-27.1549,-111.3232,-124.809,72.667,-68.7056,333476634.33
600006.SH,2019-08-28,2019-06-30,1.3557,1.2022,1.1834,3.3267,1.0668,0.4399,3.4373,12.2428,3.4254,61.1007,-23.0597,-23.7191,-1.4424,16.7937,16.7937,9.3995,16.9292,9.3995,16.9292,-22.172,10.7824,-23.6474,9.8286,6761382314.43
603030.SH,2019-08-31,2019-06-30,1.2289,1.1313,1.1033,4.5195,0.6964,0.4351,3.6449,12.5584,5.0297,76.387,32.3109,42.5683,20.3199,27.6708,27.6708,40.4379,108.861,40.4379,108.861,47.8339,15.3606,49.1788,13.9246,3427076829.28
002428.SZ,2019-08-28,2019-06-30,1.5111,0.6706,0.5707,0.6251,2.4071,0.3798,-3.9479,13.4968,-0.5549,28.4656,-214.1225,-207.6191,11.737,14.7067,14.7067,27.4613,22.9238,27.4613,22.9238,-277.6867,-883.3801,-297.6864,-1238.3763,229643024.72
000722.SZ,2019-08-03,2019-06-30,12.3284,11.6431,8.2017,1.0905,4.6748,0.1432,50.3753,56.327,3.0013,6.9899,73.6011,73.3711,1.9559,27.2258,27.2258,18.3686,13.5709,18.3686,13.5709,77.298,82.1603,83.598,94.0956,163992303.66
002879.SZ,2019-08-17,2019-06-30,6.4931,5.8705,5.825,1.1907,0.7883,0.235,20.7595,53.2496,4.9215,15.4857,0.8826,1.537,-1.8846,14.6489,14.6489,15.6162,38.9128,15.6162,38.9128,0.6557,91.0113,0.1402,88.50399999999998,357186972.71
603727.SH,2019-07-27,2019-06-30,6.2346,4.6867,2.3882,1.46,2.1590000000000003,0.312,2.8127,8.6343,0.5914,12.712,114.9296,115.9651,-4.1293,789.4737,789.4737,984.2813,97.2023,984.2813,97.2023,129.154,212.0185,142.5139,173.858,498236011.23
300692.SZ,2019-07-26,2019-06-30,1.0132,0.9159,0.7547,2.3826,2.07,0.4177,14.8552,31.5791,3.9304,59.5099,16.9067,14.2167,27.7218,52.5018,52.5018,39.7541,45.714,39.7541,45.714,20.0805,67.9482,32.0987,95.554,216530770.02
601865.SH,2019-08-27,2019-06-30,1.2822,1.1248,1.0374,3.4433,2.0369,0.5905,12.8485,28.1543,6.7336,49.1096,24.9414,25.3636,15.7487,39.1288,39.1288,40.9077,18.3859,40.9077,18.3859,34.8928,34.0213,33.0493,39.3627,2034635569.48
300540.SZ,2019-08-15,2019-06-30,1.951,1.7966,1.4169999999999998,2.5142,0.4553,0.2113,5.3748,16.7727,1.8084,44.9181,-54.9328,36.9553,1.2091,72.6523,72.6523,67.3851,99.1365,67.3851,99.1365,-99.172,-97.097,-31.0718,164.4168,194974896.54
600093.SH,2019-08-30,2019-06-30,2.1155,2.1153,0.1871,513.2409,20.3163,0.4269,8.54,0.0996,6.309,50.8567,0.069,0.0513,9.9521,-30.252,-36.5036,-16.2252,49.0115,-24.1028,45.3046,14.0912,33.5225,24.961,29.7384,5584302843.14
600687.SH,2019-08-26,2019-06-30,1.8496,0.7618,0.6812,0.0829,0.1571,0.0542,-40.841,15.7471,-4.6296,57.6425,-218.0593,-218.4142,-1.7884,-89.9546,-89.9546,-94.5714,-56.3683,-94.5714,-56.3683,-759.6549,-51.9463,-3453.5072,-44.1041,543782936.23
300703.SZ,2019-08-16,2019-06-30,1.8049,1.5406,0.9372,3.1663,2.4449,0.6143,11.1947,36.5209,7.5724,38.1655,51.4003,49.0156,12.0562,17.3666,17.3666,16.4434,55.7158,16.4434,55.7158,30.2515,440.6958,42.3063,359.1818,434795136.43
603339.SH,2019-08-28,2019-06-30,2.6112,1.4585,1.3371,0.7495,11.8447,0.4236,10.4613,22.5065,3.9238,26.9784,-23.3312,-23.2757,12.8578,18.7047,18.7047,0.4695,-12.3884,0.4695,-12.3884,-45.7724,-10.2616,-42.2655,-10.7531,625566956.07
000825.SZ,2019-08-31,2019-06-30,0.7637,0.4711,0.4599,3.8582,24.1174,1.6111,3.2991,12.0628,3.7911,54.5231,-62.892,-62.7285,-3.9725,-5.6127,-5.6127,-5.5362,3.24,-5.5362,3.24,-45.3489,163.8026,-40.4294,144.3216,34706429773.48
600218.SH,2019-08-28,2019-06-30,1.4842,1.1904,1.1733,3.0181,2.9592,0.7398,2.2049,10.5416,2.3079,49.9635,21.9861,26.5753,13.1774,4.8161,4.8161,0.3253,-13.5093,0.3253,-13.5093,29.2912,-38.962,21.0312,-49.0083,1957046496.73
000903.SZ,2019-08-28,2019-06-30,1.1158,0.8481,0.7414,2.0747,2.1001,0.4864,4.2568,13.6531,2.655,53.4294,-16.7166,-16.6973,-3.432,6.7984,6.7984,4.4144,-23.3549,4.4144,-23.3549,-78.914,-92.068,-75.398,-90.622,3406245663.34
300089.SZ,2019-08-30,2019-06-30,0.5471,0.4942,0.3617,0.5913,0.4247,0.1164,-20.7551,42.7305,-1.3524,44.8184,-155.9443,-149.4897,-8.1964,-62.4394,-62.4394,-112.0388,-119.1704,-112.0388,-119.1704,-180.7061,-746.3314,-176.1693,-1147.8354,150640204.43
600321.SH,2019-08-31,2019-06-30,1.9197,1.3481,0.9394,2.3947,2.2516,0.8569,0.6709,11.3539,0.1707,20.5834,-78.6275,-73.8616,-1.7608,-19.5213,-19.5213,-36.7805,-21.4758,-36.7805,-21.4758,-91.8047,-48.6863,-76.3954,-40.0491,701854203.7
603500.SH,2019-08-22,2019-06-30,9.0917,8.3222,8.2396,1.6559,0.8374,0.2544,28.7371,45.4873,6.1367,8.6406,72.4783,72.4904,2.4691,35.6097,35.6097,40.5871,30.4504,40.5871,30.4504,58.9341,34.4944,62.0328,37.672,181744298.8
000665.SZ,2019-08-30,2019-06-30,0.6749,0.6737,0.3978,216.2862,2.8043,0.6066,10.6988,39.0066,1.9793,36.2896,-27.5059,-22.8711,0.5884,-3.2353,-3.2353,-0.8343,11.1446,-0.8343,11.1446,-22.3392,4.4887,-19.2974,5.6978,1257388239.84
600753.SH,2019-08-23,2019-06-30,2.4349,2.4349,2.344,23.5379,3.3862,2.088,1.4152,3.0864,4.3743,39.8107,58.3272,58.3089,54.0246,-46.4455,-46.4455,-25.2092,108.6646,-25.2092,108.6646,439.1785,343.9595,1730.6964,373.9123,599814091.05
000415.SZ,2019-08-31,2019-06-30,0.9269,0.9264,0.6902,937.0371,5.7638,0.4729,13.8304,38.2386,4.9366,79.3747,90.62,90.5636,-7.4559,-4.7515,-4.7515,-11.4797,39.6006,-11.4797,39.6006,14.9296,-48.2955,16.4442,-44.2267,18926160000.0
002335.SZ,2019-08-30,2019-06-30,1.3408,1.133,1.0242,2.4103,1.0046,0.5264,5.9917,29.7491,2.7922,55.4014,13.3878,11.2315,0.0006,17.7691,17.7691,7.8839,43.2719,7.8839,43.2719,0.28300000000000003,39.2264,11.0724,50.3986,1626127755.16
603726.SH,2019-08-27,2019-06-30,1.5634,1.1164,1.0926,2.2217,2.3595,0.9069,7.4743,24.2601,7.1378,43.0911,-11.1968,-11.0998,8.5903,0.7047,0.7047,-6.0582,19.6639,-6.0582,19.6639,-10.5371,25.4775,-6.9822,31.8494,837021375.9
002527.SZ,2019-08-29,2019-06-30,1.8134,1.3542,1.1363,1.2416,1.7161,0.3793,2.6995,20.4505,1.1669,49.2321,-8.7627,-8.0079,-2.5407,-9.1723,-9.1723,-12.8837,29.26,-12.8837,29.26,-9.5108,692.2834,0.778,1152.5822,1652728645.12
002032.SZ,2019-08-30,2019-06-30,2.3001,1.7929,1.5558,3.4157,5.442,1.2023,8.5084,30.7763,14.147,35.1948,18.8393,16.5784,-13.7966,11.1471,11.1471,10.0917,-20.3079,10.0917,-20.3079,30.0732,-36.2266,12.4107,-37.3903,9835583688.78
600101.SH,2019-08-23,2019-06-30,1.3025,1.2238,1.2182,15.8983,52.333,1.0709,6.3762,11.6656,2.2227,29.0176,7.151,10.9744,2.2162,4.4827,4.4827,0.3194,-16.3515,0.3194,-16.3515,1.4111,-28.4662,-3.1543,-31.5741,798821540.08
002241.SZ,2019-08-21,2019-06-30,1.0422,0.7149,0.6786,2.7851,1.9825,0.9451,3.855,15.5666,3.4209,50.1654,25.2483,26.6427,3.9752,61.111,61.111,79.6618,37.9425,79.6618,37.9425,31.5644,63.2815,27.0642,57.3459,13575797933.18
