ts_code,ann_date,end_date,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,netprofit_margin,grossprofit_margin,roe,debt_to_assets,op_yoy,ebt_yoy,assets_yoy,tr_yoy,or_yoy,q_gr_yoy,q_gr_qoq,q_sales_yoy,q_sales_qoq,q_op_yoy,q_op_qoq,q_profit_yoy,q_profit_qoq,revenue
000510.SZ,2019-08-22,2019-06-30,0.9383,0.6056,0.47,8.0586,94.5176,2.5296,4.2692,13.7816,4.7713,30.0417,-32.7694,-34.4095,-0.0347,13.9552,13.9552,-1.7474,-2.9862,-1.7474,-2.9862,-59.1107,-27.1989,-61.2345,-29.2579,1132714983.14
000802.SZ,2019-08-24,2019-06-30,2.7219,2.0339,0.6791,0.016,0.0911,0.0147,-96.0375,76.1492,-1.1034,24.0603,-189.8426,-192.7004,-0.9618,-79.5367,-79.5367,-80.1264,-2.9759,-80.1264,-2.9759,-163.58,-9.3162,-190.206,9.6296,62107548.5
002289.SZ,2019-08-27,2019-06-30,0.9494,0.6209,0.5916,1.7561,1.4458,0.4401,-44.4371,-3.4486,-14.0315,46.7978,-29.7401,-29.4791,-13.7272,-43.1844,-43.1844,-49.2484,-3.5336,-49.2484,-3.5336,8.0396,10.0475,9.6902,7.0407,93457299.98
002725.SZ,2019-08-30,2019-06-30,2.337,1.3382,1.2746,1.6017,2.5215,0.7859999999999999,8.624,21.8893,3.2961,16.4745,131.4716,130.5302,-4.229,-17.2856,-17.2856,-34.1133,-25.9484,-34.1133,-25.9484,-6.8628,-62.0099,0.2589,-61.1573,366355354.04
002446.SZ,2019-08-15,2019-06-30,2.3569,1.9258,1.8212,0.8537,0.9043,0.2419,13.1393,35.1994,3.0037,31.6943,0.5806,0.9718,-1.272,2.1712,2.1712,-4.8806,-19.5843,-4.8806,-19.5843,-22.2136,-54.8143,-19.0619,-56.9589,729860260.26
600395.SH,2019-08-28,2019-06-30,1.2283,1.2053,1.164,20.9305,6.9514,0.6397,18.9141,36.9547,9.3509,49.4661,23.4396,24.6076,6.2294,11.2698,11.2698,11.9406,-0.1183,11.9406,-0.1183,39.6217,21.815,29.1057,10.3411,3285658466.15
300624.SZ,2019-08-24,2019-06-30,4.5526,4.4054,1.4733,1.9806,13.9886,0.7385,15.6148,92.9832,8.6081,22.1243,13.5308,13.8664,18.6095,35.2179,35.2179,36.6798,-2.6796,36.6798,-2.6796,16.4199,19.5154,18.616,20.2282,339117861.05
603657.SH,2019-08-20,2019-06-30,6.5525,6.1179,5.4958,3.717,1.53,0.3189,18.6654,32.9496,5.5204,12.5031,15.9604,1.1261,-3.3868,11.1625,11.1625,2.8586,29.238000000000003,2.8586,29.238000000000003,5.815,98.6006,-10.414,103.6218,244246624.55
002558.SZ,2019-08-31,2019-06-30,5.7169,5.7169,5.5737,0.5848,2.3694,0.2016,40.2922,83.3599,5.6513,13.4533,-24.8215,-24.8965,-4.2601,-34.6948,-34.6948,-32.7093,-8.0189,-32.7093,-8.0189,-28.3423,-32.5265,-34.3698,-18.3121,1305767870.09
000659.SZ,2019-08-30,2019-06-30,0.3856,0.2925,0.2025,3.6394,3.5141,1.2177,-2.0477,20.5258,-2.4019,76.1292,-58.8116,-107.3772,0.1733,-4.4481,-4.4481,-5.8949,27.5754,-5.8949,27.5754,-31.503,318.1079,-74.0164,122.3315,829576749.54
600667.SH,2019-08-24,2019-06-30,1.169,0.9338,0.7755,3.1928,2.5571,0.7382,4.0294,12.089,4.4396,63.7445,36.0216,31.8168,10.5698,8.941,8.941,10.2047,19.8492,10.2047,19.8492,53.0171,91.4532,49.1412,88.0371,8370854584.69
002271.SZ,2019-08-09,2019-06-30,1.4729,1.2447,1.168,2.3841,1.5167,0.584,11.6884,36.5828,11.2322,56.0097,53.5943,54.3155,-0.5131,40.8851,40.8851,40.8187,94.4391,40.8187,94.4391,60.0863,553.8989,54.2042,549.6080000000002,7907888694.55
300208.SZ,2019-08-08,2019-06-30,1.2666,0.4798,0.4081,0.1782,0.6892,0.1316,-4.8909,14.0842,-1.0573,61.3575,-115.0159,-111.0027,7.7337,-37.2425,-37.2425,-34.6248,30.6481,-34.6248,30.6481,-125.9151,-578.4662,-131.1381,-1106.4085,535728565.21
600973.SH,2019-08-31,2019-06-30,1.0665,0.9071,0.8491,7.1547,3.2711,1.1683,0.8105,7.0747,2.8152,75.0327,47.6252,45.8487,14.7466,-3.7345,-3.7345,-11.835,8.9417,-11.835,8.9417,51.9365,42.4064,54.2256,45.7886,14706463796.92
002756.SZ,2019-08-27,2019-06-30,3.5654,3.0455,2.9768,6.0693,12.6224,1.1038,10.6563,13.3789,7.8835,21.2367,19.8618,20.9042,-2.949,2.2239,2.2239,1.5308,9.4654,1.5308,9.4654,28.6081,66.359,24.482,61.4752,2481767438.92
002405.SZ,2019-08-26,2019-06-30,2.3273,2.2752,1.6875,3.5659,2.1137,0.3081,5.6506,74.0349,1.1815,17.7798,-62.0396,-61.91,-1.3947,9.4279,9.4279,4.5201,7.6356,4.5201,7.6356,-95.729,-93.2388,-70.1433,-41.7645,1083711968.68
600660.SH,2019-08-29,2019-06-30,1.165,0.9573,0.8548,1.9296,3.0082,0.5920000000000001,14.6381,37.5285,7.512,49.5953,-22.2387,-19.4481,14.425,2.0048,2.0048,0.3097,8.5206,0.3097,8.5206,-30.9148,51.8107,-31.107,48.5551,10287362662.0
300212.SZ,2019-08-30,2019-06-30,1.682,0.7354,0.6808,0.1938,0.5413,0.1638,13.3846,39.1999,5.8717,68.0587,36.7176,36.9016,4.8997,8.6779,8.6779,-1.1239,9.6808,-1.1239,9.6808,27.8449,36.5502,25.4606,29.9561,1374470883.17
002803.SZ,2019-08-28,2019-06-30,1.5955,1.3587,1.2487,3.6145,3.6709,1.1154,11.2389,42.9121,15.3414,45.2327,78.6695,81.3913,46.8245,45.4195,45.4195,34.7644,7.7146,34.7644,7.7146,28.596,4.4717,24.1189,5.0364,1394760940.7
603906.SH,2019-08-23,2019-06-30,2.358,1.829,1.7441,1.9646,4.0928,0.6403,8.9569,33.29,4.7588,32.861999999999995,71.9001,63.3472,3.7689,21.0932,21.0932,15.6097,-11.1116,15.6097,-11.1116,104.8105,-28.5665,86.1823,-30.2446,825163908.85
603968.SH,2019-08-24,2019-06-30,2.5914,2.3351,1.2546,7.0484,4.9451,0.8351,9.2082,19.8631,6.8228,29.2242,5.9478,6.0814,4.3285,4.3291,4.3291,3.6547,-1.0049,3.6547,-1.0049,1.6998,-9.4566,0.6673,-9.9068,1073485002.27
600511.SH,2019-08-22,2019-06-30,1.8835,1.5573,1.5246,5.6815,2.0798,1.0748,4.1395,8.4996,7.978,49.3561,19.8945,19.7039,2.7097,11.9918,11.9918,13.8159,9.198,13.8159,9.198,22.4556,72.4572,23.2678,68.5389,21022078606.53
002150.SZ,2019-08-22,2019-06-30,4.3138,3.6117,3.2967,2.8719,3.5922,0.6032,11.1423,26.6572,5.5773,17.4851,38.1636,37.9497,0.1232,19.3959,19.3959,14.0497,6.9505,14.0497,6.9505,24.0133,84.9291,22.6317,81.4598,706435722.57
000678.SZ,2019-08-30,2019-06-30,0.9195,0.5067,0.4843,1.2928,2.2663,0.6471,0.2842,10.8735,0.0436,54.7549,240.2111,382.3226,0.4474,-12.5518,-12.5518,-12.4723,13.1829,-12.4723,13.1829,472.6487,221.2587,451.4380000000001,216.1233,721277338.02
300218.SZ,2019-08-27,2019-06-30,1.0789,0.6897,0.6838,1.9696,4.6915,0.8723,2.2577,19.9526,1.8142,45.1664,283.637,281.1058,-5.5434,2.4468,2.4468,2.1951,13.1284,2.1951,13.1284,433.2453,88.0378,514.7297,401.8548,807123654.02
600990.SH,2019-08-24,2019-06-30,1.0471,0.6581,0.5967,0.5832,0.5629,0.2141,-4.5753,16.2876,-2.02,67.0051,-33.5458,-36.3331,-4.9175,-14.9815,-14.9815,-20.6665,133.6661,-20.6665,133.6661,-96.9558,100.842,-50.1979,119.9949,998265196.45
603997.SH,2019-08-20,2019-06-30,3.2213,2.504,2.4264,1.8128,2.0237,0.5914,11.5422,32.6293,6.2703,21.4752,-24.7605,-24.3835,-7.8425,-5.6753,-5.6753,-11.2246,-4.2794,-11.2246,-4.2794,-25.1591,-9.9119,-25.2482,-7.9661,999658388.15
300584.SZ,2019-08-03,2019-06-30,1.5538,1.1431,1.0854,1.1501,5.2532,1.5925,11.5811,82.0873,8.8637,24.2351,30.3292,30.2857,1.4166,33.5108,33.5108,37.9106,16.4467,37.9106,16.4467,35.1913,40.6281,28.6603,37.0539,455836772.52
600561.SH,2019-08-24,2019-06-30,0.4053,0.3751,0.3187,9.01,3.5847,0.8255,2.3815,6.155,1.0148,70.7157,-24.2833,-17.8094,-0.8888,-10.2464,-10.2464,-6.6313,-3.2368,-6.6313,-3.2368,-37.4392,20.1302,-61.4551,-17.4037,1199627233.89
002779.SZ,2019-08-29,2019-06-30,2.3911,1.6916,0.9988,1.2827,2.0734,0.4417,3.7801,18.8781,1.248,23.8368,90.4342,33.6529,3.1708,-2.252,-2.252,13.9785,33.7762,13.9785,33.7762,1711.1759,385.0086,412.7185,665.6679,211570358.52
300723.SZ,2019-08-16,2019-06-30,6.0667,5.5539,3.6164,2.2001,3.1825,0.695,13.8726,76.7808,8.1808,15.1817,41.3102,35.3213,-11.5372,0.7108,0.7108,10.1712,29.9649,10.1712,29.9649,47.2755,12.7607,36.4489,18.1887,773038256.02
600526.SH,2019-08-20,2019-06-30,1.11,0.5896,0.4672,0.4793,1.3096,0.2506,1.5877,15.2266,1.2688,73.1378,1.7137,28.1235,-7.7308,-23.2273,-23.2273,-36.0861,-10.8219,-36.0861,-10.8219,-97.8514,-98.9357,4.8724,-82.4752,1438182385.94
603557.SH,2019-08-16,2019-06-30,2.0916,1.8398,1.6672,2.5074,1.3094,0.4377,14.8215,35.8216,6.6924,36.7808,3.2558,-3.0843,11.2297,16.999000000000002,16.999000000000002,15.3912,26.9979,15.3912,26.9979,-20.8378,-10.1329,-22.8239,29.4154,718742792.72
600640.SH,2019-08-31,2019-06-30,3.2354,3.2241,2.4506,87.5683,2.8789,0.3732,2.7162,16.422,1.0386,24.7191,-62.349,-61.3246,-1.982,21.1819,21.1819,38.1659,15.6665,38.1659,15.6665,-81.2606,-54.303,-76.7093,-30.2367,1905949329.59
300299.SZ,2019-08-29,2019-06-30,1.046,1.046,0.9018,1673.7025,0.8207,0.2764,8.4948,57.6101,1.6177,43.2559,-19.6498,-20.0597,0.9608,-10.0109,-10.0109,-0.3984,5.8569,-0.3984,5.8569,20.766,-45.0095,321.6768,-36.831,235263709.34
300545.SZ,2019-08-15,2019-06-30,1.5857,1.0616,1.0328,0.7309,1.317,0.4022,12.4993,32.1398,7.0361,46.6986,18.4708,15.7876,1.5274,17.3095,17.3095,-7.9462,-11.2939,-7.9462,-11.2939,7.9513,64.6555,4.7223,66.0865,343749318.67
002937.SZ,2019-08-26,2019-06-30,3.9294,3.6238,3.5977,5.5514,1.8324,0.6154,13.9029,28.7966,8.3342,19.1253,44.5657,46.0499,-1.4539,5.9033,5.9033,-4.7865,-2.2432,-4.7865,-2.2432,-10.8407,-21.7101,-7.5036,-17.6302,505294766.92
600928.SH,2019-08-28,2019-06-30,0.3961,0.0,0.0,0.0,0.0,0.0,39.2899,0.0,6.2667,91.2005,9.8422,8.5364,5.6005,26.78,26.78,24.1962,-0.1711,24.1962,-0.1711,4.3195,-13.3152,6.4506,-9.823,3392132000.0
300099.SZ,2019-08-29,2019-06-30,7.5461,6.2979,5.7847,0.3429,0.3144,0.0972,-13.6493,51.8874,-0.4618,6.7809,-154.7285,-151.6281,-4.4837,-17.3093,-17.3093,-49.56399999999999,-13.623,-49.56399999999999,-13.623,-133.575,-52.4793,-140.5663,-53.9681,94582335.07
002847.SZ,2019-08-12,2019-06-30,0.8429,0.5606,0.3989,2.1821,6.7874,1.4218,10.3099,41.4461,9.5228,41.743,44.1725,43.5647,11.2938,31.2777,31.2777,19.223,-13.1563,19.223,-13.1563,163.8214,56.6093,204.8049,32.2768,640742444.9
002021.SZ,2019-08-28,2019-06-30,1.5279,0.9282,0.635,1.069,2.3574,0.5423,-6.9225,16.9035,-4.3185,43.0659,-192.2623,-198.1825,-12.692,-28.9373,-28.9373,-45.0266,-39.2052,-45.0266,-39.2052,-158.9111,-748.7023,-164.0451,-719.2909,426894299.22
600406.SH,2019-08-31,2019-06-30,1.7149,1.4368,1.2283,1.2921,0.6163,0.2698,11.7202,27.5151,4.3583,44.881,-12.4919,-11.8366,0.5889,3.5698,3.5698,6.9929,91.4768,6.9929,91.4768,-10.32,997.5898,-9.8894,1221.9397,10934163713.05
603378.SH,2019-08-23,2019-06-30,1.5925,1.4424,1.3943,3.9419,1.2866,0.5387,3.7307,33.4615,2.7166,52.7005,115.6137,82.5155,7.6439,45.8515,45.8515,45.4233,166.4047,45.4233,166.4047,38.5003,705.7866,27.1692,522.9917,949179871.15
300779.SZ,2019-07-26,2019-06-30,2.1209,1.9754,1.9362,3.3681,1.5253,0.4715,17.5515,38.3505,6.1142,32.5887,-14.7173,12.6738,48.8719,11.8776,11.8776,20.4179,-12.2653,20.4179,-12.2653,-46.0299,-61.4822,6.6492,-23.0613,171404762.23
600109.SH,2019-08-30,2019-06-30,2.3,2.3,0.0,0.0,0.0,0.0,32.4616,0.0,3.1394,61.2023,31.971,23.9992,11.2994,14.3053,14.3053,-0.8952,-22.5016,-0.8952,-22.5016,0.1406,-45.6583,-5.9222,-45.3281,1913484093.61
002672.SZ,2019-08-30,2019-06-30,0.6969,0.6388,0.5244,3.7355,2.3398,0.531,17.2214,36.6932,6.1479,53.2411,-4.7228,-5.2462,7.1917,1.6692,1.6692,-2.2913,9.4889,-2.2913,9.4889,-1.6229,26.4456,-3.4426,31.1662,1689879261.29
603501.SH,2019-08-30,2019-06-30,0.6826,0.4465,0.3609,1.3814,1.8518,0.5868,0.8909,17.4735,1.5259,70.3931,-103.91,-103.1484,23.2755,-18.2504,-18.2504,-23.1427,14.2653,-23.1427,14.2653,-145.8498,-215.5378,-129.0602,-169.0302,1549504679.59
300120.SZ,2019-07-26,2019-06-30,1.6215,1.2428,1.1383,2.6143,1.6119,0.7149,4.3248,19.7403,2.2921,31.2964,-23.7517,-23.8216,2.3327,1.2563,1.2563,10.2868,27.4469,10.2868,27.4469,-22.6431,42.5461,-25.7596,39.9054,976211078.69
600674.SH,2019-08-20,2019-06-30,0.5555,0.5394,0.5198,1.5161,1.1959,0.1272,367.6561,52.2458,4.6614,24.5736,-1.6663,-1.0283,4.2588,-5.6513,-5.6513,-18.7763,-55.9278,-18.7763,-55.9278,22.6422,-46.3878,24.2806,-45.7752,318941096.28
002875.SZ,2019-08-21,2019-06-30,3.3527,1.9996,1.826,0.7193,8.4426,0.6455,8.596,54.6986,6.3847,24.5475,6.5752,7.0413,-3.1992,15.219,15.219,12.3508,-17.0432,12.3508,-17.0432,-43.7722,-80.7709,-51.4617,-80.0356,654929042.03
002487.SZ,2019-08-26,2019-06-30,2.144,1.5887,1.391,1.0723,1.1505,0.3771,7.7517,19.6516,3.2738,39.9564,190.5841,178.00099999999995,6.9092,76.1723,76.1723,98.0066,162.696,98.0066,162.696,281.4298,263.5441,287.9774,324.4527,782714840.18
300005.SZ,2019-08-27,2019-06-30,7.5172,6.697,6.3934,1.4668,1.2418,0.2916,11.8722,37.1912,3.4517,11.6184,273.7686,266.6757,-1.3518,-21.1607,-21.1607,-15.2215,15.4988,-15.2215,15.4988,852.7537,12.880999999999998,1111.4155,0.7979,691111664.43
603020.SH,2019-08-31,2019-06-30,7.9407,6.2362,5.8128,2.5026,2.783,0.6761,6.8538,20.2183,3.5927,10.2268,22.4605,30.9366,2.498,-1.078,-1.078,-0.3658,-1.4145,-0.3658,-1.4145,24.3683,22.5508,43.792,35.7165,1222683010.86
000407.SZ,2019-08-16,2019-06-30,0.7254,0.5876,0.5256,6.0497,7.9433,1.3583,4.3006,12.7066,3.6694,55.6794,13.497,13.5862,1.1749,39.2829,39.2829,27.8313,-12.0253,27.8313,-12.0253,33.397,35.559,25.6087,37.959,2968819358.23
002454.SZ,2019-08-29,2019-06-30,2.1098,1.7956,1.7106,2.0802,1.4209,0.4605,7.5467,26.9039,3.8657,35.6043,62.5215,62.1913,-3.358,-3.4586,-3.4586,-4.1981,-2.0212,-4.1981,-2.0212,-3.3383,-57.1035,-5.5469,-60.7519,1781441852.05
300679.SZ,2019-08-30,2019-06-30,5.7718,5.2638,2.8908,2.6044,2.3178,0.2874,10.4943,29.4426,2.9094,14.0357,-19.2988,-20.4134,6.3746,49.3804,49.3804,59.7792,39.3202,59.7792,39.3202,-0.6825,31.3423,-4.5705,40.7392,899379316.69
603768.SH,2019-08-30,2019-06-30,1.1465,0.9308,0.526,2.8555,3.9474,0.6759,5.275,21.1088,3.0515,48.0012,-4.5172,-5.5995,13.4129,-0.5904,-0.5904,-5.2397,-14.5421,-5.2397,-14.5421,30.5768,-42.2343,32.3745,-46.3813,989537756.08
300342.SZ,2019-08-12,2019-06-30,2.0435,1.5983,1.5187,1.1047,1.2184,0.3605,18.0896,34.5288,5.807,30.9198,1.2371,1.3231,2.745,7.9456,7.9456,-2.201,-8.7505,-2.201,-8.7505,-4.7252,-30.2128,1.0377,-24.3686,428300856.29
002116.SZ,2019-08-22,2019-06-30,1.3673,1.1733,0.7064,4.2901,2.9332,0.5941,4.1435,11.2324,6.898,67.7484,0.4841,1.6235,2.7304,15.5531,15.5531,28.0856,45.8418,28.0856,45.8418,-9.4349,4.5289,-8.7685,4.9984,2379233731.09
600532.SH,2019-08-29,2019-06-30,1.1032,0.9922,0.5308,23.8809,4.4384,1.7875,-10.3868,3.8157,-14.5805,52.7899,175.0251,-495.9439,15.3778,161.7938,161.7938,93.9839,72.7319,93.9839,72.7319,234.4386,1134.1447,-851.7760000000002,-6711.2055,2406286608.41
002627.SZ,2019-08-26,2019-06-30,1.87,1.7003,1.4639,4.2533,35.4201,0.5476,6.2355,15.1652,3.0273,40.9464,41.6432,39.2469,-2.6693,-3.0118,-3.0118,0.2384,2.518,0.2384,2.518,23.1029,70.8194,24.3902,90.3808,1076778416.44
002020.SZ,2019-08-24,2019-06-30,2.0411,1.808,1.7901,1.847,4.1682,0.5869,17.5556,63.2743,9.1281,32.0439,50.776,57.7301,5.7781,31.9214,31.9214,26.1286,8.0362,26.1286,8.0362,50.188,35.2863,58.6267,48.0634,1858537759.35
600301.SH,2019-08-02,2019-06-30,5.2404,2.8003,2.4287,1.7389,9.1987,0.6381,1.3724,2.6029,1.1472,25.8735,118.3929,118.062,4.6887,283.7262,283.7262,414.9034,158.3969,414.9034,158.3969,116.4806,126.8418,116.0414,126.8418,254864952.13
002017.SZ,2019-08-21,2019-06-30,2.8714,2.0985,2.0129,0.9157,3.2079,0.3749,3.5669,25.7413,1.6786,32.0771,-10.0682,-10.0069,23.1054,1.0381,1.0381,-1.5301,17.6795,-1.5301,17.6795,-13.1153,37.6826,-9.7051,30.8246,551728524.23
000550.SZ,2019-08-29,2019-06-30,1.1543,0.9852,0.8621,4.9743,5.2326,0.9252,0.429,14.8907,0.5662,56.0233,-174.8824,-96.3738,1.1645,-3.9583,-3.9583,-7.5688,10.8998,-7.5688,10.8998,-152.4764,51.5092,-79.6161,33.967,13721953502.0
002160.SZ,2019-08-28,2019-06-30,1.1425,0.8034,0.6866,1.7359,2.1172,0.6037,0.3455,14.635,0.2707,55.4665,-58.8764,-59.4205,2.1871,12.4403,12.4403,12.2949,8.0412,12.2949,8.0412,75.6997,273.9944,160.3767,240.2023,2170071715.39
000096.SZ,2019-08-23,2019-06-30,11.5031,10.9398,10.8291,14.7769,133.5593,0.5254,4.7291,10.6198,1.4259,5.7387,-46.6716,-46.7652,1.1241,-2.6838,-2.6838,-4.9823,8.3553,-4.9823,8.3553,-54.5044,109.9073,-60.8578,137.9998,797401158.23
300472.SZ,2019-08-20,2019-06-30,1.9459,1.5073,1.4225,0.885,0.5995,0.3333,10.3408,36.5094,1.9547,23.5443,31.7706,28.1399,-3.5042,-0.8265,-0.8265,-35.7888,-47.4224,-35.7888,-47.4224,-41.0014,-77.3545,-50.1259,-79.7435,227979712.32
000971.SZ,2019-08-30,2019-06-30,2.107,1.9984,1.9351,3.8538,0.8597,0.293,1.6803,27.8979,0.3911,40.8354,-129.3317,-130.2298,-1.5162,0.6018,0.6018,21.1608,31.0743,21.1608,31.0743,-581.6158,-218.0905,-457.8682,-184.0223,424991661.18
603387.SH,2019-08-21,2019-06-30,6.1705,5.476,5.1852,0.9204,4.0824,0.3415,36.06800000000001,71.5452,11.0593,12.7967,20.3874,20.4274,8.3065,42.4043,42.4043,41.1543,13.4659,41.1543,13.4659,11.5152,-15.8596,11.8243,-17.1868,440946955.57
002851.SZ,2019-08-15,2019-06-30,1.6591,1.1472,1.0837,1.4428,2.3549,0.6044,9.8474,24.8408,9.4488,49.7978,51.8241,53.3489,14.0211,61.0615,61.0615,37.1082,14.6121,37.1082,14.6121,45.1002,51.269,62.8277,79.5432,1660048725.33
600593.SH,2019-08-24,2019-06-30,0.3548,0.3513,0.2369,26.5973,40.2335,0.4357,3.8922,53.4464,1.4880000000000002,54.9682,-0.9271,-18.5384,3.0305,-6.7379,-6.7379,-12.1208,95.3649,-12.1208,95.3649,-6.3321,321.8695,-9.3125,250.5263,130766263.44
601601.SH,2019-08-26,2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,7.4987,0.0,10.3703,88.6743,5.8369,5.6374,10.424,7.6661,7.6661,8.6934,-34.4866,8.6934,-34.4866,-10.2961,-13.5476,136.6688,95.1598,220386000000.0
002647.SZ,2019-08-28,2019-06-30,0.9485,0.9484,0.7264,10371.0164,1.8007,0.24,5.5859,25.5188,3.1464,63.8773,98.8594,100.0365,-42.7987,-6.1253,-6.1253,-29.3108,-11.8045,-29.3108,-11.8045,140.5805,67.1688,289.9201,122.5854,594137848.91
000985.SZ,2019-08-31,2019-06-30,2.4719,1.8929,1.8691,15.2758,605.3337,4.0216,2.4674,9.1203,4.9460000000000015,22.7885,723.3401,729.3929,3.8183,16.2259,16.2259,17.3438,4.6452,17.3438,4.6452,570.8797,157.9584,534.0665,145.5718,1083799375.49
002438.SZ,2019-08-13,2019-06-30,1.6631,1.1422,0.7643,0.7201,1.3636,0.3645,11.7106,33.0604,4.9647,42.5984,143.3348,117.167,0.0981,54.3279,54.3279,41.9804,-10.7502,41.9804,-10.7502,157.6145,-18.0496,131.2862,-18.528,783734667.37
300200.SZ,2019-08-24,2019-06-30,4.5591,4.1169,2.1668,3.7289,2.6269,0.6075,18.6064,40.4607,5.8325,10.4989,121.4856,114.7914,-1.7588,-4.2045,-4.2045,-10.3009,-10.9221,-10.3009,-10.9221,157.2835,10.9388,203.6802,14.8362,481431139.44
300083.SZ,2019-08-30,2019-06-30,1.088,0.6253,0.5384,1.1796,1.8286,0.5803,0.3806,13.3805,0.495,68.0237,-44.7678,-43.9325,2.3359,-2.5094,-2.5094,-9.8936,14.4764,-9.8936,14.4764,-62.8292,-28.9133,-77.1964,-43.4095,2941022985.96
600363.SH,2019-08-20,2019-06-30,1.2403,0.9706,0.8748,2.5098,1.7627,0.649,5.3088,11.6189,3.8844,48.9929,-10.3497,-11.2625,8.041,23.4106,23.4106,28.8898,23.9196,28.8898,23.9196,1.5912,160.6295,-6.6868,140.755,2073208293.68
600495.SH,2019-08-28,2019-06-30,3.4687,2.4437,1.2979,0.6993,1.5997,0.2253,1.8973,14.7374,0.3031,18.4345,-51.9218,-50.4178,-1.1497,-9.0234,-9.0234,-54.9634,-35.3246,-54.9634,-35.3246,-80.018,14.204,-91.6171,-47.5659,502013977.82
002330.SZ,2019-08-20,2019-06-30,1.4056,0.872,0.5077,4.3580000000000005,5.8034,1.6683,0.2132,10.2463,0.1718,25.9288,-39.7628,-58.2389,0.6339,14.4756,14.4756,14.3305,-28.2359,14.3305,-28.2359,-38.6946,-213.1324,-48.9338,-184.2246,1114387056.06
300128.SZ,2019-08-24,2019-06-30,0.9481,0.7813,0.6141,2.9234,1.5705,0.5833,2.1408,14.3273,1.5647,51.8264,650.6829,1191.5778,-11.4063,-44.4453,-44.4453,-51.5834,-8.7764,-51.5834,-8.7764,256.263,266.3377,911.5165,489.08,832956985.73
600156.SH,2019-08-08,2019-06-30,1.839,1.3492,1.2181,3.0618,5.0837,0.8099,-3.4611,4.1984,-2.2194,33.675,-13.0763,-11.1521,7.7825,4.4509,4.4509,-36.9673,-53.1599,-36.9673,-53.1599,-102.9661,50.2533,-97.0471,48.3154,533091369.8
002729.SZ,2019-08-30,2019-06-30,3.8919,3.2871,3.2301,1.4642,1.8805,0.3859,11.5982,40.2351,2.4228,11.8197,-16.0066,-15.994000000000002,3.0722,2.0732,2.0732,-10.5418,-1.4016,-10.5418,-1.4016,-31.5449,15.045,-30.4475,15.5727,91183217.66
000673.SZ,2019-07-31,2019-06-30,1.2346,1.0527,0.5484,0.6976,0.5021,0.13,-23.7738,14.6556,-9.9872,70.5771,-153.9601,-154.0963,-2.8758,-57.097,-57.097,-57.403,21.7275,-57.403,21.7275,-3799.0768,-81.6553,-3297.0978,-139.7834,225640940.95
002719.SZ,2019-08-26,2019-06-30,1.9529,1.7831,1.508,4.0007,2.1062,0.49,2.5395,34.8939,0.8539,26.8034,-39.46,-39.9448,-6.8389,-2.5372,-2.5372,-3.6038,8.718,-3.6038,8.718,-12.4958,-2.7962,17.4475,39.5394,289744931.52
300437.SZ,2019-08-29,2019-06-30,1.3081,1.0108,0.9525,0.8666,0.8278,0.3182,12.5892,31.195,4.8029,60.6635,-23.5853,-23.156,20.6694,-0.8047,-0.8047,-12.578,0.8904,-12.578,0.8904,-22.8233,16.0045,-25.1072,17.3612,760186746.0
002010.SZ,2019-08-27,2019-06-30,1.2935,1.0672,0.7655,3.9161,4.9161,0.7593,6.6777,14.6598,5.0417,52.1866,83.4979,76.9451,-4.1798,-14.8496,-14.878,-24.5434,-4.5627,-23.069000000000006,-0.7544,94.9532,171.12599999999995,140.2287,208.5207,9440574241.47
600812.SH,2019-08-10,2019-06-30,0.7191,0.5339,0.5017,1.564,4.0793,0.7107,1.4763,40.6992,1.4551,69.7267,34.7275,33.9257,2.1864,12.9981,12.9981,18.168,0.0157,18.168,0.0157,45.3239,55.1658,48.6683,66.4613,5332197956.13
601069.SH,2019-08-29,2019-06-30,1.0126,0.3462,0.2371,2.3903,56.3391,1.5325,0.0101,9.3534,0.0082,39.7408,108.7854,114.1354,3.8222,230.8481,230.8481,348.298,364.8909,348.298,364.8909,239.6711,207.1925,347.3108,200.754,1355801817.8
300550.SZ,2019-08-30,2019-06-30,2.1525,2.1354,2.0827,25.1545,0.5736,0.255,10.3877,47.3551,3.7427,36.2316,59.0573,58.9762,-0.6461,28.3717,28.3717,26.295,89.0736,26.295,89.0736,37.4979,140.0109,28.7444,153.0469,186089976.88
600351.SH,2019-08-27,2019-06-30,1.2763,0.9835,0.9341,1.0891,2.4789,0.691,10.1401,63.2084,5.5792,39.1098,13.2397,12.1383,-2.103,9.0623,9.0623,11.6958,-8.5142,11.6958,-8.5142,0.0327,15.1848,-5.0861,9.2856,1573044548.53
603308.SH,2019-08-31,2019-06-30,0.9441,0.6067,0.5722,0.4918,1.3559,0.2667,6.8563,35.7298,2.4018,56.2362,16.275,15.475,0.3412,15.3152,15.3152,7.3874,-10.6277,7.3874,-10.6277,36.7911,-9.3933,33.9495,-9.7502,951601375.99
002600.SZ,2019-08-26,2019-06-30,1.2344,0.9857,0.9057,3.027,1.6285,0.797,11.6094,23.0483,10.6879,48.1625,361.7746,354.9585,-3.54,-2.2514,-2.2514,-10.6037,6.71,-10.6037,6.71,155.6853,-21.51,150.6591,-14.3518,9596253579.73
