,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
19,000063.SZ,20190722,31.21,31.76,30.41,31.28,31.22,0.060000000000002274,0.1922,637326.55,1989862.507
20,000063.SZ,20190719,31.27,31.75,31.01,31.22,31.36,-0.14000000000000057,-0.4464,643885.29,2018919.551
21,000063.SZ,20190718,32.2,32.22,31.36,31.36,32.51,-1.1499999999999986,-3.5374,785884.84,2484332.336
22,000063.SZ,20190717,32.91,32.99,32.44,32.51,32.93,-0.4200000000000017,-1.2754,527001.21,1720294.847
23,000063.SZ,20190716,32.78,33.28,32.67,32.93,32.87,0.060000000000002274,0.1825,613542.79,2024922.472
24,000063.SZ,20190715,32.02,33.28,31.73,32.87,32.2,0.6699999999999946,2.0807,773611.43,2525272.38
25,000063.SZ,20190712,32.19,32.36,31.78,32.2,32.06,0.14000000000000057,0.4367,469765.89,1511139.643
26,000063.SZ,20190711,32.6,32.7,32.04,32.06,32.44,-0.37999999999999545,-1.1714,508563.99,1645323.946
27,000063.SZ,20190710,32.38,32.5,31.78,32.44,32.18,0.259999999999998,0.808,513064.15,1651256.7
28,000063.SZ,20190709,32.4,32.69,31.38,32.18,32.26,-0.0799999999999983,-0.248,690491.62,2213784.172
29,000063.SZ,20190708,33.22,33.22,32.13,32.26,33.28,-1.0200000000000031,-3.0649,744052.42,2428028.108
30,000063.SZ,20190705,33.29,33.55,33.14,33.28,33.24,0.03999999999999915,0.1203,503998.6,1680176.373
31,000063.SZ,20190704,33.2,33.72,32.91,33.24,33.2,0.03999999999999915,0.1205,641363.91,2136329.11
32,000063.SZ,20190703,33.83,34.08,33.03,33.2,34.08,-0.8799999999999955,-2.5822,882543.26,2954994.05
33,000063.SZ,20190702,33.9,34.32,33.6,34.08,33.9,0.17999999999999972,0.531,1042217.71,3538612.156
34,000063.SZ,20190701,34.52,34.52,33.52,33.9,32.53,1.3699999999999974,4.2115,1499823.19,5099453.729
35,000063.SZ,20190628,32.73,32.76,32.13,32.53,32.81,-0.28000000000000114,-0.8534,913521.73,2959773.407
36,000063.SZ,20190627,31.9,33.49,31.87,32.81,31.48,1.3300000000000018,4.2249,1887996.6,6156590.619
37,000063.SZ,20190626,31.3,31.9,31.05,31.48,31.58,-0.09999999999999787,-0.3167,738982.29,2335853.168
38,000063.SZ,20190625,31.23,31.83,30.5,31.58,31.3,0.2799999999999976,0.8946,1163128.59,3622046.234
39,000063.SZ,20190624,31.67,31.79,30.93,31.3,31.93,-0.629999999999999,-1.9731,1053413.11,3293134.324
40,000063.SZ,20190621,32.0,32.32,31.62,31.93,31.97,-0.03999999999999915,-0.1251,1362642.28,4352108.457
41,000063.SZ,20190620,30.8,32.16,30.5,31.97,30.97,1.0,3.2289,1768050.05,5579422.59
42,000063.SZ,20190619,31.5,31.8,30.9,30.97,30.0,0.9699999999999989,3.2333,1561323.12,4893026.524
43,000063.SZ,20190618,29.95,30.23,29.53,30.0,29.92,0.0799999999999983,0.2674,520406.28,1558917.111
44,000063.SZ,20190617,30.28,30.36,29.61,29.92,30.28,-0.35999999999999943,-1.1889,609678.91,1826833.806
45,000063.SZ,20190614,31.22,31.48,30.08,30.28,31.22,-0.9399999999999977,-3.0109,1008294.53,3084025.633
46,000063.SZ,20190613,31.35,31.88,31.0,31.22,31.47,-0.25,-0.7944,789016.94,2471342.864
47,000063.SZ,20190612,31.01,32.1,31.0,31.47,31.62,-0.15000000000000213,-0.4744,1231723.31,3895676.285
48,000063.SZ,20190611,31.01,31.96,30.35,31.62,31.02,0.6000000000000014,1.9342,1720584.41,5375654.035
49,000063.SZ,20190610,29.78,31.28,29.78,31.02,29.78,1.2399999999999984,4.1639,1383037.81,4260738.804
50,000063.SZ,20190606,31.56,31.56,29.29,29.78,32.09,-2.3100000000000023,-7.1985,1861741.11,5652712.531
51,000063.SZ,20190605,31.15,32.3,30.66,32.09,30.5,1.5900000000000034,5.2131,1862005.49,5870511.013
52,000063.SZ,20190604,30.7,31.51,30.05,30.5,30.29,0.21000000000000085,0.6933,1701285.88,5254708.701
