trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2016-08-17,21.3523,22.0123,21.197,21.6241,21.3523,0.27179999999999893,1.2729,202036.3,449232.575
2016-08-18,21.6338,21.7697,21.2456,21.527,21.6241,-0.09709999999999752,-0.449,140173.9,309189.098
2016-08-19,21.5658,21.6338,21.0709,21.1,21.527,-0.4269999999999996,-1.9836,115765.65,253024.033
2016-08-22,21.3038,21.3232,20.1876,20.2653,21.1,-0.8347000000000016,-3.9559,165122.4,355433.8
2016-08-23,20.2653,20.3332,19.9838,20.2071,20.2653,-0.05819999999999936,-0.2872,104542.86,217244.493
2016-08-24,20.2362,20.2653,20.0906,20.1682,20.2071,-0.03890000000000171,-0.1925,69612.52,144700.764
2016-08-25,20.0615,20.0615,19.3724,19.6344,20.1682,-0.5337999999999994,-2.6467,126078.05,253958.808
2016-08-26,19.6538,19.9935,19.6344,19.7121,19.6344,0.0777000000000001,0.3957,82018.24,167227.494
2016-08-29,19.6053,19.8868,19.5374,19.7606,19.7121,0.048500000000000654,0.246,59817.58,121745.244
2016-08-30,19.7703,19.9256,19.683,19.78,19.7606,0.019400000000000972,0.0982,50222.7,102403.194
2016-08-31,19.7994,19.9159,19.7121,19.8382,19.78,0.05819999999999936,0.2942,55570.73,113428.619
2016-09-01,19.8771,20.3526,19.8091,20.0227,19.8382,0.1844999999999999,0.93,103550.4,214988.568
2016-09-02,19.8868,20.1391,19.5859,19.7994,20.0227,-0.22330000000000183,-1.1152,70182.27,143721.074
2016-09-05,19.8091,20.0129,19.5083,19.5956,19.7994,-0.20379999999999754,-1.0293,62296.0,126215.197
2016-09-06,19.5665,19.7024,19.1977,19.683,19.5956,0.08739999999999881,0.446,82232.16,164602.293
2016-09-07,19.7315,19.78,19.4209,19.5083,19.683,-0.1747000000000014,-0.8876,77295.93,156303.643
2016-09-08,19.518,19.5762,19.3918,19.45,19.5083,-0.05829999999999913,-0.2988,44369.94,88946.658
2016-09-09,19.45,20.1779,19.45,19.8965,19.45,0.44650000000000034,2.2956,138565.55,283954.485
2016-09-12,19.5859,19.5859,19.2171,19.2462,19.8965,-0.6502999999999979,-3.2684,87223.05,174075.944
2016-09-13,19.2656,19.5083,19.2656,19.4306,19.2462,0.18439999999999657,0.9581,42034.16,83974.105
2016-09-14,19.2656,19.3141,18.5959,18.6153,19.4306,-0.815299999999997,-4.196,117781.12,228936.457
2016-09-19,18.6348,18.7997,18.6348,18.7706,18.6153,0.15530000000000044,0.8343,43202.33,83445.43
2016-09-20,18.8192,18.8483,18.5959,18.6639,18.7706,-0.10670000000000002,-0.5684,39277.94,75555.379
2016-09-21,18.6542,18.8095,18.5668,18.5862,18.6639,-0.0777000000000001,-0.4163,47364.63,91034.467
