trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2016-08-17,296.3175,297.6288,293.3505,294.9393,296.241,-1.3016999999999825,-0.4394,43754.06,1347397.784
2016-08-18,294.7383,296.3654,292.0393,293.2835,294.9393,-1.6557999999999993,-0.5614,31005.99,951674.783
2016-08-19,292.6806,294.2598,291.7235,293.3314,293.2835,0.04789999999997008,0.0163,19140.91,585467.699
2016-08-22,292.9964,296.2984,292.872,294.1353,293.3314,0.8038999999999987,0.2741,20812.7,640455.2
2016-08-23,294.1449,295.7816,292.6806,293.7142,294.1353,-0.42109999999996717,-0.1432,19914.26,612752.8
2016-08-24,293.8482,294.2981,290.7951,292.1829,293.7142,-1.5312999999999874,-0.5214,22779.42,695005.299
2016-08-25,292.1063,292.2786,287.1964,290.0103,292.1829,-2.1726000000000454,-0.7436,25362.58,766099.099
2016-08-26,290.1347,291.4842,287.5122,288.5172,290.0103,-1.49309999999997,-0.5148,21436.45,648346.749
2016-08-29,294.7862,295.5519,292.1063,294.3363,288.5172,5.819099999999992,2.0169,38055.57,1169052.449
2016-08-30,293.8291,295.2647,291.599,292.738,294.3363,-1.5982999999999947,-0.543,21170.52,649198.656
2016-08-31,293.5419,297.4278,292.4317,296.8822,292.738,4.144200000000012,1.4157,40401.44,1250762.22
2016-09-01,296.4132,298.6146,295.0254,295.4657,296.8822,-1.416499999999985,-0.4771,17185.97,532785.268
2016-09-02,294.7862,296.174,291.8,292.6614,295.4657,-2.804300000000012,-0.9491,18572.24,570909.575
2016-09-05,293.0634,295.7433,292.6901,295.2647,292.6614,2.60329999999999,0.8895,19138.7,589626.257
2016-09-06,295.2647,297.0449,295.1212,296.6429,295.2647,1.3781999999999925,0.4668,20625.83,638681.582
2016-09-07,296.3941,296.3941,292.3934,293.4462,296.6429,-3.196700000000021,-1.0776,29645.15,908976.239
2016-09-08,292.1159,293.3505,291.3502,292.6997,293.4462,-0.7464999999999691,-0.2544,16705.78,509979.664
2016-09-09,293.4941,293.6951,290.9578,291.5608,292.6997,-1.138900000000035,-0.3891,16222.51,494663.72
2016-09-12,289.0436,290.9578,284.9951,285.2726,291.5608,-6.288199999999961,-2.1567,38238.81,1148690.134
2016-09-13,287.0815,288.0578,286.4594,287.5409,285.2726,2.2683000000000106,0.7951,16255.88,488095.08
2016-09-14,287.2251,289.235,285.2248,286.7178,287.5409,-0.8231000000000108,-0.2863,18527.65,556106.069
2016-09-19,287.1772,288.632,287.0145,287.2538,286.7178,0.5360000000000014,0.1869,12852.1,385804.38
2016-09-20,287.8759,287.8951,281.3868,282.3056,287.2538,-4.948199999999986,-1.7226,34892.6,1031649.944
2016-09-21,282.4013,282.7172,276.7066,281.4347,282.3056,-0.870900000000006,-0.3085,39037.23,1139374.18
2016-09-22,281.6739,287.1102,281.3964,284.239,281.4347,2.804299999999955,0.9964,29606.17,879666.027
2016-09-23,284.2772,286.1244,282.7267,284.9089,284.239,0.669900000000041,0.2357,12671.9,376554.085
2016-09-26,284.2581,284.2677,276.1706,276.3429,284.9089,-8.566000000000031,-3.0066,37176.08,1080278.313
2016-09-27,276.4865,279.4535,276.3716,278.6782,276.3429,2.335300000000018,0.8451,17915.82,520513.707
2016-09-28,279.2716,279.2716,275.2231,276.0366,278.6782,-2.6415999999999826,-0.9479,22360.01,648736.325
2016-09-29,275.5006,280.4297,275.5006,278.4964,276.0366,2.459799999999973,0.8911,23705.69,688873.467
2016-09-30,277.5584,286.7753,277.5584,285.1291,278.4964,6.6327,2.3816,29603.5,880477.802
2016-10-10,285.7033,290.8238,285.7033,289.9624,285.1291,4.833300000000008,1.6951,21103.62,637178.86
2016-10-11,290.9578,295.7433,290.0007,295.6667,289.9624,5.704299999999989,1.9673,41736.75,1279755.341
2016-10-12,295.2647,295.2647,291.8192,292.6997,295.6667,-2.9669999999999845,-1.0035,19286.02,590793.82
2016-10-13,293.6377,293.7716,290.4888,290.8525,292.6997,-1.8471999999999866,-0.6311,16143.98,491591.611
2016-10-14,290.4505,292.872,290.1921,292.4891,290.8525,1.6365999999999872,0.5627,12690.92,386317.907
2016-10-17,292.3456,292.3934,288.565,289.4743,292.4891,-3.0147999999999797,-1.0307,18957.03,574503.34
