trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2016-08-17,7.0937,7.1893,6.9934,7.0603,7.0842,-0.023900000000000254,-0.3374,298308.39,441907.7305
2016-08-18,7.0746,7.2132,7.0316,7.089,7.0603,0.028700000000000614,0.4065,324500.19,482378.4618
2016-08-19,7.1081,7.1702,7.0412,7.0985,7.089,0.009499999999999176,0.134,225164.8,334890.4094
2016-08-22,7.132,7.3423,6.9934,7.022,7.0985,-0.07649999999999935,-1.0777,458979.99,693730.4211
2016-08-23,7.0364,7.132,6.9169,7.0794,7.022,0.05739999999999945,0.8174,336808.89,493944.2115
2016-08-24,7.089,7.7438,7.0412,7.5048,7.0794,0.42540000000000067,6.009,863489.23,1333255.6958
2016-08-25,7.4427,7.6196,7.3614,7.5957,7.5048,0.09089999999999954,1.2112,651820.33,1023342.5174
2016-08-26,7.6004,7.6196,7.3566,7.3566,7.5957,-0.23909999999999965,-3.1478,502244.73,787346.7529
2016-08-29,7.3566,7.5718,7.2371,7.2993,7.3566,-0.05730000000000057,-0.7789,474727.27,735987.2653
2016-08-30,7.2563,7.4284,7.2467,7.414,7.2993,0.11470000000000002,1.5714,361008.2,555528.0696
2016-08-31,7.3901,7.6196,7.3519,7.4092,7.414,-0.004799999999999471,-0.0647,392943.96,615680.9943
2016-09-01,7.4331,7.9255,7.3805,7.6482,7.4092,0.23899999999999988,3.2257,670412.6,1079209.8003
2016-09-02,7.6004,8.1932,7.5383,8.0306,7.6482,0.38239999999999963,4.9999,960502.18,1588885.8019
2016-09-05,8.002,8.1645,7.8681,8.1119,8.0306,0.0813000000000006,1.0124,692017.34,1159883.8576
2016-09-06,8.0306,8.0498,7.8155,7.9828,8.1119,-0.12910000000000021,-1.5915,647469.75,1074412.5562
2016-09-07,7.9398,8.045,7.696,7.7343,7.9828,-0.24849999999999994,-3.1129,576536.32,951668.328
2016-09-08,7.7534,7.9589,7.7343,7.8299,7.7343,0.09560000000000013,1.2361,377351.84,619498.1438
2016-09-09,7.8968,7.8968,7.5526,7.5526,7.8299,-0.2773000000000003,-3.5416,522718.4,837880.7939
2017-08-09,6.9526,7.3649,6.8615,6.9238,7.5519,-0.6280999999999999,-8.3171,1315497.92,1948889.801
2017-08-10,7.1348,7.6143,7.0485,7.6143,6.9238,0.6905000000000001,9.9728,1140397.91,1762147.95
2017-08-11,7.6478,8.041,7.5376,7.7677,7.6143,0.15339999999999954,2.0146,963543.13,1571684.886
2017-08-14,7.9116,8.5445,7.7198,8.5445,7.7677,0.7767999999999997,10.0004,995832.28,1729499.123
2017-08-15,8.8514,9.1582,8.7315,8.976,8.5445,0.43150000000000155,5.05,1321167.86,2458434.709
2017-08-16,8.8705,9.3213,8.7986,9.1103,8.976,0.13429999999999964,1.4962,1118560.34,2103754.506
2017-08-17,9.0192,9.2973,8.9329,9.0384,9.1103,-0.07190000000000119,-0.7892,988779.66,1874179.642
2017-08-18,8.9664,9.2925,8.813,9.1582,9.0384,0.11980000000000146,1.3255,856368.8,1614210.119
