ts_code,start_date,pledge_price,forcast_close_line,is_reach_close_line,close_date
000158.SZ,2017-03-14,9.0459,6.332129999999999,True,2018-07-11
000158.SZ,2017-03-09,9.1143,6.3800099999999995,True,2018-07-11
000158.SZ,2016-11-21,9.7453,6.8217099999999995,True,2018-06-19
000159.SZ,2019-05-08,8.814,6.1697999999999995,True,2019-08-06
000159.SZ,2017-12-08,5.2205,3.65435,True,2018-06-19
000333.SZ,2018-03-14,57.093999999999994,39.965799999999994,True,2018-09-05
000333.SZ,2017-12-25,53.9036,37.732519999999994,True,2018-10-29
000401.SZ,2017-07-10,16.0139,11.209729999999999,True,2018-02-09
000401.SZ,2017-07-10,16.0139,11.209729999999999,True,2018-02-09
000403.SZ,2017-12-28,29.2,20.439999999999998,True,2018-10-18
000407.SZ,2016-04-25,6.3513,4.44591,True,2018-06-20
000407.SZ,2019-03-21,4.87,3.409,True,2019-08-06
000407.SZ,2018-06-15,4.89,3.4229999999999996,True,2019-08-06
000407.SZ,2018-01-30,7.68,5.3759999999999994,True,2018-04-20
000407.SZ,2018-01-16,7.62,5.334,True,2018-04-20
000407.SZ,2018-01-23,7.71,5.396999999999999,True,2018-04-20
000407.SZ,2017-09-05,8.12,5.683999999999999,True,2018-02-09
000407.SZ,2017-07-10,8.93,6.2509999999999994,True,2018-02-07
000407.SZ,2017-06-12,10.07,7.0489999999999995,True,2018-02-02
000407.SZ,2016-04-25,6.3513,4.44591,True,2018-06-20
000408.SZ,2016-08-01,14.4373,10.10611,True,2019-04-29
000408.SZ,2019-05-07,9.6,6.72,True,2019-06-06
000408.SZ,2018-03-20,16.21,11.347,True,2018-08-20
000408.SZ,2018-03-23,14.5,10.149999999999999,True,2019-04-29
000408.SZ,2018-02-06,15.02,10.514,True,2019-04-29
000408.SZ,2018-01-08,19.06,13.341999999999999,True,2018-06-19
000408.SZ,2017-12-27,17.76,12.432,True,2018-06-20
000408.SZ,2016-07-27,15.450999999999999,10.815699999999998,True,2018-08-22
000408.SZ,2016-08-12,15.5494,10.88458,True,2018-08-21
000408.SZ,2017-11-10,17.3701,12.15907,True,2018-06-21
000408.SZ,2016-08-01,14.4373,10.10611,True,2019-04-29
000408.SZ,2016-08-15,16.1202,11.284139999999999,True,2018-08-20
000408.SZ,2017-08-25,14.3685,10.057949999999998,True,2019-04-29
000408.SZ,2017-08-15,13.158,9.2106,True,2019-05-13
000408.SZ,2016-08-26,16.4647,11.52529,True,2018-08-17
000408.SZ,2017-08-01,13.65,9.555,True,2019-04-29
000408.SZ,2016-12-22,15.0377,10.52639,True,2019-01-31
000408.SZ,2016-12-23,14.7523,10.326609999999999,True,2019-04-29
000408.SZ,2016-09-27,14.9589,10.471229999999998,True,2019-04-29
000408.SZ,2016-08-30,16.819000000000003,11.7733,True,2018-08-15
000410.SZ,2018-01-04,10.23,7.161,True,2018-06-21
000413.SZ,2016-06-08,7.9146,5.54022,True,2018-08-06
000413.SZ,2018-01-09,9.1272,6.38904,True,2018-06-19
000413.SZ,2018-01-09,9.1272,6.38904,True,2018-06-19
000413.SZ,2016-11-21,13.1685,9.21795,True,2017-11-23
000413.SZ,2016-12-09,12.5783,8.80481,True,2018-01-18
000413.SZ,2016-12-09,12.5783,8.80481,True,2018-01-18
000413.SZ,2018-01-12,9.1954,6.436779999999999,True,2018-06-19
000413.SZ,2018-01-09,9.1272,6.38904,True,2018-06-19
000413.SZ,2016-11-21,13.1685,9.21795,True,2017-11-23
000413.SZ,2016-10-31,12.8298,8.98086,True,2018-01-15
000413.SZ,2016-06-08,7.9146,5.54022,True,2018-08-06
000415.SZ,2018-07-17,5.1941,3.6358699999999997,True,2018-08-06
