ts_code,start_date,pledge_price,forcast_close_line,close_date,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,netprofit_margin,grossprofit_margin,roe,debt_to_assets,op_yoy,ebt_yoy,assets_yoy,tr_yoy,or_yoy,q_gr_yoy,q_gr_qoq,q_sales_yoy,q_sales_qoq,q_op_yoy,q_op_qoq,q_profit_yoy,q_profit_qoq,revenue
000820.SZ,2017/2/24,30.47,21.329,2018/1/22,1.9417,1.615,0.7157,2.5426,0.6466,0.5812,14.5485,46.4455,19.6403,66.705,-47.935,-46.4743,121.7948,26.6378,26.6378,-47.6228,-42.0319,-47.6228,-42.0319,-175.1934,-242.2468,-179.5659,-249.6606,2025745.32
000820.SZ,2016/12/13,26.35,18.445,2018/1/24,1.9417,1.615,0.7157,2.5426,0.6466,0.5812,14.5485,46.4455,19.6403,66.705,-47.935,-46.4743,121.7948,26.6378,26.6378,-47.6228,-42.0319,-47.6228,-42.0319,-175.1934,-242.2468,-179.5659,-249.6606,2025745.32
000820.SZ,2016/12/28,29.24,20.468,2018/1/22,1.9417,1.615,0.7157,2.5426,0.6466,0.5812,14.5485,46.4455,19.6403,66.705,-47.935,-46.4743,121.7948,26.6378,26.6378,-47.6228,-42.0319,-47.6228,-42.0319,-175.1934,-242.2468,-179.5659,-249.6606,2025745.32
000820.SZ,2016/4/27,16.3,11.41,2018/5/28,1.7181,1.4725,0.6592,-0.0001,0.002,0.0006,-5276.7534,103.8975,-8.7516,64.961,-133.4689,-133.3827,6.3213,-99.6763,-99.6763,-100.1377,-122.6746,-100.1377,-122.6746,-110.2285,75.3001,-111.8299,76.1419,4343104.54
000821.SZ,2016/6/16,13.9261,9.74827,2018/6/19,1.6532,1.205,1.0771,1.6951,1.5375,0.5571,19.0119,21.5316,9.1722,37.1348,199.8652,184.1977,60.4432,71.5433,71.5433,51.0169,21.2723,51.0169,21.2723,210.1991,304.7602,203.3055,343.9798,2248884206
000821.SZ,2018/6/1,10.3064,7.21448,2019/1/31,1.5566,1.0508,0.9094,2.5091,2.9365,0.9566,6.9053,22.9015,6.1203,43.3792,-27.978,2.1329,72.0187,46.3617,46.3617,16.0108,2.7469,16.0108,2.7469,-396.3326,-403.3784,-338.9172,-347.5381,548411176.6
000821.SZ,2016/1/18,12.6827,8.87789,2018/6/27,1.6532,1.205,1.0771,1.6951,1.5375,0.5571,19.0119,21.5316,9.1722,37.1348,199.8652,184.1977,60.4432,71.5433,71.5433,51.0169,21.2723,51.0169,21.2723,210.1991,304.7602,203.3055,343.9798,2248884206
000821.SZ,2016/1/20,14.0653,9.84571,2018/6/19,1.6532,1.205,1.0771,1.6951,1.5375,0.5571,19.0119,21.5316,9.1722,37.1348,199.8652,184.1977,60.4432,71.5433,71.5433,51.0169,21.2723,51.0169,21.2723,210.1991,304.7602,203.3055,343.9798,2248884206
000821.SZ,2016/11/2,15.4407,10.80849,2018/2/1,1.8684,1.4249,1.2978,2.883,3.047,0.9667,10.4126,29.2597,8.4688,36.3028,68.6099,54.4445,2.677,19.8978,19.8978,18.0214,22.3426,18.0214,22.3426,16.6678,64.1163,7.5829,42.601,1179648010
000821.SZ,2017/7/20,11.2832,7.89824,2018/10/11,1.6513,1.156,1.0242,2.1308,2.2348,0.7648,15.8772,22.9383,11.1191,39.3116,146.4621,137.6724,67.9541,59.6174,59.6174,38.1362,-18.4296,38.1362,-18.4296,60.3048,-71.1871,37.6347,-74.457,548411176.6
000821.SZ,2018/6/5,9.9177,6.94239,2019/8/6,1.5879,1.0128,0.8724,0.7813,1.1808,0.3662,11.1897,26.631,4.5761,43.2163,-40.5562,-39.7588,0.5564,-4.154,-4.154,-9.9443,6.1675,-9.9443,6.1675,-84.1707,-72.8488,-83.8044,-69.3971,1130645837
000821.SZ,2016/11/28,15.6199,10.93393,2018/2/1,1.8684,1.4249,1.2978,2.883,3.047,0.9667,10.4126,29.2597,8.4688,36.3028,68.6099,54.4445,2.677,19.8978,19.8978,18.0214,22.3426,18.0214,22.3426,16.6678,64.1163,7.5829,42.601,1179648010
000821.SZ,2018/3/21,12.5989,8.81923,2018/7/11,1.6532,1.205,1.0771,1.6951,1.5375,0.5571,19.0119,21.5316,9.1722,37.1348,199.8652,184.1977,60.4432,71.5433,71.5433,51.0169,21.2723,51.0169,21.2723,210.1991,304.7602,203.3055,343.9798,2248884206
000821.SZ,2018/2/9,9.8678,6.90746,2019/8/9,1.5879,1.0128,0.8724,0.7813,1.1808,0.3662,11.1897,26.631,4.5761,43.2163,-40.5562,-39.7588,0.5564,-4.154,-4.154,-9.9443,6.1675,-9.9443,6.1675,-84.1707,-72.8488,-83.8044,-69.3971,1130645837
000821.SZ,2018/2/6,10.2665,7.18655,2019/1/31,1.5566,1.0508,0.9094,2.5091,2.9365,0.9566,6.9053,22.9015,6.1203,43.3792,-27.978,2.1329,72.0187,46.3617,46.3617,16.0108,2.7469,16.0108,2.7469,-396.3326,-403.3784,-338.9172,-347.5381,548411176.6
000821.SZ,2017/7/26,11.8314,8.28198,2018/10/11,1.6513,1.156,1.0242,2.1308,2.2348,0.7648,15.8772,22.9383,11.1191,39.3116,146.4621,137.6724,67.9541,59.6174,59.6174,38.1362,-18.4296,38.1362,-18.4296,60.3048,-71.1871,37.6347,-74.457,548411176.6
000826.SZ,2017/1/16,22.3485,15.64395,2018/8/6,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000826.SZ,2018/2/12,19.223,13.4561,2018/9/3,0.6688,0.6194,0.5299,8.4182,1.6807,0.7722,10.4334,31.042,5.6538,60.8016,9.0353,4.7018,19.3346,29.9491,29.9491,17.1964,-4.2169,17.1964,-4.2169,-25.17,-16.324,-26.1197,-21.9028,10993780615
000826.SZ,2018/3/13,20.8179,14.57253,2018/8/15,0.6688,0.6194,0.5299,8.4182,1.6807,0.7722,10.4334,31.042,5.6538,60.8016,9.0353,4.7018,19.3346,29.9491,29.9491,17.1964,-4.2169,17.1964,-4.2169,-25.17,-16.324,-26.1197,-21.9028,10993780615
000826.SZ,2018/1/18,21.5767,15.10369,2018/8/8,0.6688,0.6194,0.5299,8.4182,1.6807,0.7722,10.4334,31.042,5.6538,60.8016,9.0353,4.7018,19.3346,29.9491,29.9491,17.1964,-4.2169,17.1964,-4.2169,-25.17,-16.324,-26.1197,-21.9028,10993780615
000826.SZ,2017/12/27,23.277,16.2939,2018/6/21,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000826.SZ,2017/11/17,24.4082,17.08574,2018/6/21,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000826.SZ,2017/11/23,24.3449,17.04143,2018/6/21,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000826.SZ,2017/9/15,24.1833,16.92831,2018/6/21,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000826.SZ,2017/8/3,23.0732,16.15124,2018/8/3,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000826.SZ,2016/8/1,20.7422,14.51954,2018/8/15,0.6688,0.6194,0.5299,8.4182,1.6807,0.7722,10.4334,31.042,5.6538,60.8016,9.0353,4.7018,19.3346,29.9491,29.9491,17.1964,-4.2169,17.1964,-4.2169,-25.17,-16.324,-26.1197,-21.9028,10993780615
000826.SZ,2017/7/5,24.8719,17.41033,2018/6/21,0.7546,0.7121,0.6172,6.1555,1.1483,0.4981,11.6279,33.0863,4.0809,58.6586,33.9921,24.37,10.9494,38.4653,38.4653,52.506,43.9629,52.506,43.9629,13.6474,-5.085,13.5811,7.4042,8477897916
000829.SZ,2018/1/10,9.2082,6.44574,2018/10/8,0.9873,0.6877,0.5723,7.8783,26.0454,2.9193,0.008,3.6822,0.3029,81.5972,-143.8275,-136.9084,4.2619,13.5451,13.5451,15.9791,14.8506,15.9791,14.8506,-90.1894,112.7122,-98.3634,-52.7058,10204115047
000829.SZ,2016/7/18,14.2663,9.98641,2017/5/4,0.9586,0.6287,0.5189,5.1603,27.0043,1.916,0.1184,4.2426,0.2609,80.4066,131.0972,143.6469,15.1312,4.3081,4.3081,24.8796,0.7758,24.8796,0.7758,133.005,555.1932,110.2462,-39.9384,39627726644
000835.SZ,2017/11/27,8.08,5.656,2018/6/20,0.7456,0.6949,0.5701,1.3272,0.487,0.1434,10.7141,50.1784,1.229,67.3496,-85.3438,-76.6965,-3.7529,-43.4741,-43.4741,-56.8226,-48.7586,-56.8226,-48.7586,216.2939,214.3751,227.0625,236.278,77034744.96
000835.SZ,2017/3/30,10.1,7.07,2018/3/23,0.9131,0.8729,0.7978,5.1522,3.734,0.6473,43.8761,61.4376,30.4989,68.7053,320.4692,274.8141,12.1446,-10.9339,-10.9339,38.6618,147.0557,38.6618,147.0557,221.275,110190.6552,642.3204,1611.8217,38899094.57
000835.SZ,2018/8/1,4.85,3.395,2018/10/18,0.5057,0.4628,0.3699,1.7815,0.6577,0.2009,-25.003,47.701,-4.1677,67.8135,-199.8104,-129.6777,-7.5212,-51.2219,-51.2219,-66.1963,-8.6753,-66.1963,-8.6753,-102863.9219,-200.8939,-339.4217,-154.9469,74949098.46
000835.SZ,2018/6/20,5.45,3.815,2018/10/12,0.5057,0.4628,0.3699,1.7815,0.6577,0.2009,-25.003,47.701,-4.1677,67.8135,-199.8104,-129.6777,-7.5212,-51.2219,-51.2219,-66.1963,-8.6753,-66.1963,-8.6753,-102863.9219,-200.8939,-339.4217,-154.9469,74949098.46
000835.SZ,2018/6/21,4.91,3.437,2018/10/18,0.5057,0.4628,0.3699,1.7815,0.6577,0.2009,-25.003,47.701,-4.1677,67.8135,-199.8104,-129.6777,-7.5212,-51.2219,-51.2219,-66.1963,-8.6753,-66.1963,-8.6753,-102863.9219,-200.8939,-339.4217,-154.9469,74949098.46
000835.SZ,2018/3/19,7.53,5.271,2018/6/21,0.7456,0.6949,0.5701,1.3272,0.487,0.1434,10.7141,50.1784,1.229,67.3496,-85.3438,-76.6965,-3.7529,-43.4741,-43.4741,-56.8226,-48.7586,-56.8226,-48.7586,216.2939,214.3751,227.0625,236.278,77034744.96
000835.SZ,2018/3/16,7.64,5.348,2018/6/21,0.7456,0.6949,0.5701,1.3272,0.487,0.1434,10.7141,50.1784,1.229,67.3496,-85.3438,-76.6965,-3.7529,-43.4741,-43.4741,-56.8226,-48.7586,-56.8226,-48.7586,216.2939,214.3751,227.0625,236.278,77034744.96
000835.SZ,2018/1/10,8.14,5.698,2018/6/20,0.7456,0.6949,0.5701,1.3272,0.487,0.1434,10.7141,50.1784,1.229,67.3496,-85.3438,-76.6965,-3.7529,-43.4741,-43.4741,-56.8226,-48.7586,-56.8226,-48.7586,216.2939,214.3751,227.0625,236.278,77034744.96
000835.SZ,2017/1/9,12.68,8.876,2017/11/14,0.9131,0.8729,0.7978,5.1522,3.734,0.6473,43.8761,61.4376,30.4989,68.7053,320.4692,274.8141,12.1446,-10.9339,-10.9339,38.6618,147.0557,38.6618,147.0557,221.275,110190.6552,642.3204,1611.8217,38899094.57
000835.SZ,2016/1/7,17.79,12.453,2016/1/28,0.4549,0.365,0.333,0.7161,0.249,0.1501,-32.7125,13.1152,-4.8786,69.5859,-188.3051,-169.0332,-2.0792,-14.9901,-14.9901,-14.9901,-25.5354,-14.9901,-25.5354,-188.3051,13.9488,-146.6831,-299.2193,176735681.7
000835.SZ,2016/9/13,13.25,9.275,2017/4/25,0.4957,0.4691,0.385,3.9483,2.0965,0.7972,-24.8854,45.4385,-23.047,74.1976,-40.6632,-360.0578,-6.8721,-8.5952,-8.5952,21.4422,77.6534,21.4422,77.6534,23.4129,-576.7986,29.7204,936.7612,57914941.44
000836.SZ,2016/12/19,7.4604,5.22228,2017/11/27,3.1989,2.6252,2.1747,6.4928,9.2002,1.2156,6.6722,11.7906,4.8848,22.4831,85.9686,76.1846,1.9616,10.5693,10.5693,6.2961,20.1286,6.2961,20.1286,123.0256,76.9104,30.981,5.7382,1023949630
000836.SZ,2017/4/13,7.4306,5.20142,2017/11/27,3.1989,2.6252,2.1747,6.4928,9.2002,1.2156,6.6722,11.7906,4.8848,22.4831,85.9686,76.1846,1.9616,10.5693,10.5693,6.2961,20.1286,6.2961,20.1286,123.0256,76.9104,30.981,5.7382,1023949630
000836.SZ,2016/8/23,6.2385,4.36695,2017/12/18,3.1989,2.6252,2.1747,6.4928,9.2002,1.2156,6.6722,11.7906,4.8848,22.4831,85.9686,76.1846,1.9616,10.5693,10.5693,6.2961,20.1286,6.2961,20.1286,123.0256,76.9104,30.981,5.7382,1023949630
000838.SZ,2017/10/31,6.0002,4.20014,2018/6/8,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2018/2/2,5.2798,3.69586,2018/6/19,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2018/2/9,4.6087,3.22609,2018/10/11,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2018/2/6,4.885,3.4195,2018/9/6,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2016/9/1,10.1982,7.13874,2017/4/19,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2017/12/28,5.7239,4.00673,2018/6/15,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2017/11/7,6.0594,4.24158,2018/5/30,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2016/8/18,10.8971,7.62797,2017/3/30,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2017/10/23,6.1779,4.32453,2018/5/30,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2017/11/1,6.0397,4.22779,2018/5/30,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2018/2/7,4.7567,3.32969,2018/10/9,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2017/11/17,6.1779,4.32453,2018/5/30,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2017/10/24,6.1877,4.33139,2018/5/30,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2017/12/13,5.8818,4.11726,2018/6/13,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2016/5/12,10.9562,7.66934,2017/3/30,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2017/4/28,6.2173,4.35211,2018/5/30,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2016/9/29,9.8635,6.90445,2017/4/21,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2017/1/16,7.7668,5.43676,2018/2/5,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2016/12/13,8.8594,6.20158,2017/10/19,1.7978,0.4418,0.3333,0.0943,41.8647,0.0993,17.7535,26.5398,5.1933,78.4682,-31.0434,32.3206,48.8277,-45.5668,-45.5668,11.4839,-27.1982,11.4839,-27.1982,377.7736,186.088,830.5456,887.3052,514831122.2
000838.SZ,2016/10/18,9.4697,6.62879,2017/4/24,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2016/5/26,10.3852,7.26964,2017/4/17,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2016/4/20,14.2735,9.99145,2016/8/1,2.5306,0.4674,0.3829,0.1976,199.1961,0.2067,9.9963,23.96,6.2893,64.9492,44.1531,44.2258,-9.0491,93.501,93.501,55.9943,277.3418,55.9943,277.3418,0.3756,352.4516,6.6681,406.5286,84245241.74
000838.SZ,2018/2/1,5.6055,3.92385,2018/6/19,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2017/3/30,7.2549,5.07843,2018/2/6,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2017/4/19,6.7897,4.75279,2018/2/9,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2017/10/13,6.5726,4.60082,2018/5/28,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2017/3/23,7.8258,5.47806,2018/2/5,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2017/4/17,7.1943,5.03601,2018/2/6,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2018/5/29,4.4978,3.14846,2018/10/11,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2018/5/25,4.6073,3.22511,2018/10/11,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2018/5/3,4.6471,3.25297,2018/10/11,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2018/2/12,4.7469,3.32283,2018/10/10,1.526,0.2579,0.2049,0.0829,8.9132,0.0912,1.9296,23.2414,1.3147,83.0719,-91.6488,-91.9989,29.5911,32.4389,32.4389,43.383,62.924,43.383,62.924,-102.0119,-160.5766,-97.0908,-27.16,103127840.5
000838.SZ,2016/12/12,8.9776,6.28432,2017/10/19,1.7978,0.4418,0.3333,0.0943,41.8647,0.0993,17.7535,26.5398,5.1933,78.4682,-31.0434,32.3206,48.8277,-45.5668,-45.5668,11.4839,-27.1982,11.4839,-27.1982,377.7736,186.088,830.5456,887.3052,514831122.2
000838.SZ,2017/11/16,5.7338,4.01366,2018/6/13,1.4523,0.2014,0.1521,0.0508,4.8946,0.0583,2.6431,24.8724,0.9323,81.3472,-47.9908,-51.2314,17.431,26.1157,26.1157,-35.93,-32.4443,-35.93,-32.4443,-76.8203,-63.1071,-59.866,-59.5964,3047865857
000838.SZ,2016/10/11,9.6076,6.72532,2017/4/24,2.3593,0.614,0.4982,0.0125,8.7966,0.0163,7.5697,40.7841,0.3932,70.7016,-51.4364,-50.1622,3.1924,-58.6145,-58.6145,-58.6145,-84.1893,-58.6145,-84.1893,-51.4364,-63.946,-60.1795,-67.7844,1803479374
000838.SZ,2017/4/5,7.501,5.2507,2018/2/6,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2017/1/17,7.7569,5.42983,2018/2/5,1.5599,0.2181,0.1858,0.2511,30.5427,0.277,11.7698,23.9052,11.4702,78.1799,34.4579,36.5167,55.3412,5.0925,5.0925,117.5901,391.5607,117.5901,391.5607,267.7615,137.0265,411.3416,-0.1227,514831122.2
000838.SZ,2016/2/17,17.6627,12.36389,2016/5/10,2.5306,0.4674,0.3829,0.1976,199.1961,0.2067,9.9963,23.96,6.2893,64.9492,44.1531,44.2258,-9.0491,93.501,93.501,55.9943,277.3418,55.9943,277.3418,0.3756,352.4516,6.6681,406.5286,84245241.74
000838.SZ,2016/1/22,15.2049,10.64343,2016/6/24,2.5306,0.4674,0.3829,0.1976,199.1961,0.2067,9.9963,23.96,6.2893,64.9492,44.1531,44.2258,-9.0491,93.501,93.501,55.9943,277.3418,55.9943,277.3418,0.3756,352.4516,6.6681,406.5286,84245241.74
000838.SZ,2016/1/12,12.7414,8.91898,2017/1/11,2.2952,0.4472,0.2878,0.337,168.2011,0.3486,6.0316,23.5393,7.0266,68.5002,231.1732,139.8489,1.5917,156.9466,156.9466,554.0916,151.8548,554.0916,151.8548,194.1934,279.8553,361.5204,247.5028,644081863
000839.SZ,2018/9/7,4.21,2.947,2018/10/16,0.703,0.3696,0.3265,1.1929,3.068,0.588,-0.5309,14.928,0.0788,58.3916,-97.1538,-97.131,10.3492,-7.1195,-7.1195,17.9957,20.7279,17.9957,20.7279,12.2637,119.4088,-15.5494,109.3642,3974368077
000839.SZ,2018/2/1,7.7629,5.43403,2018/6/19,0.712,0.4296,0.3782,0.8963,2.0887,0.3964,-1.1489,14.3646,-0.0056,57.0063,-100.1068,-100.0193,2.4803,-16.9936,-16.9936,-24.9647,-13.808,-24.9647,-13.808,-119.0062,-200.6889,-128.6729,-250.3671,3974368077
000839.SZ,2018/6/5,6.1905,4.33335,2018/9/3,0.703,0.3696,0.3265,1.1929,3.068,0.588,-0.5309,14.928,0.0788,58.3916,-97.1538,-97.131,10.3492,-7.1195,-7.1195,17.9957,20.7279,17.9957,20.7279,12.2637,119.4088,-15.5494,109.3642,3974368077
000839.SZ,2018/5/22,6.5762,4.60334,2018/6/21,0.712,0.4296,0.3782,0.8963,2.0887,0.3964,-1.1489,14.3646,-0.0056,57.0063,-100.1068,-100.0193,2.4803,-16.9936,-16.9936,-24.9647,-13.808,-24.9647,-13.808,-119.0062,-200.6889,-128.6729,-250.3671,3974368077
000839.SZ,2017/1/10,9.1306,6.39142,2018/5/25,0.712,0.4296,0.3782,0.8963,2.0887,0.3964,-1.1489,14.3646,-0.0056,57.0063,-100.1068,-100.0193,2.4803,-16.9936,-16.9936,-24.9647,-13.808,-24.9647,-13.808,-119.0062,-200.6889,-128.6729,-250.3671,3974368077
000839.SZ,2018/4/4,6.9322,4.85254,2018/6/21,0.712,0.4296,0.3782,0.8963,2.0887,0.3964,-1.1489,14.3646,-0.0056,57.0063,-100.1068,-100.0193,2.4803,-16.9936,-16.9936,-24.9647,-13.808,-24.9647,-13.808,-119.0062,-200.6889,-128.6729,-250.3671,3974368077
