,ts_code,start_date,is_release,release_date
41246,002663.SZ,2016-12-22,1.0,20180622
41247,002663.SZ,2017-07-24,1.0,20180613
41248,002663.SZ,2017-05-08,1.0,20180508
41250,002663.SZ,2016-12-22,0.0,
41251,002663.SZ,2016-12-22,1.0,20171128
41254,002663.SZ,2017-07-24,0.0,
41256,002663.SZ,2017-05-08,0.0,
41258,002663.SZ,2016-04-21,1.0,20161202
41260,002663.SZ,2016-03-02,1.0,20161114
41261,002663.SZ,2016-03-17,1.0,20160920
41268,002664.SZ,2017-04-26,0.0,
41269,002664.SZ,2016-05-18,1.0,20170215
41271,002665.SZ,2017-11-13,0.0,
41272,002665.SZ,2018-09-14,0.0,
41273,002665.SZ,2017-10-10,0.0,
41274,002665.SZ,2017-04-27,1.0,20180727
41275,002665.SZ,2017-09-14,1.0,20180613
41276,002665.SZ,2017-09-22,1.0,20180607
41277,002665.SZ,2017-09-19,0.0,
41278,002665.SZ,2018-06-27,0.0,
41279,002665.SZ,2018-07-03,0.0,
41282,002665.SZ,2017-04-27,0.0,
41283,002665.SZ,2018-07-17,0.0,
41284,002665.SZ,2017-09-19,1.0,20180607
41285,002665.SZ,2018-06-12,0.0,
41286,002665.SZ,2018-06-15,0.0,
41287,002665.SZ,2018-06-05,0.0,
41288,002665.SZ,2018-06-11,0.0,
41290,002665.SZ,2018-06-21,0.0,
41291,002665.SZ,2017-04-11,0.0,
41292,002665.SZ,2017-09-22,0.0,
41293,002665.SZ,2017-09-14,0.0,
41294,002665.SZ,2017-04-11,1.0,20180710
41295,002665.SZ,2018-04-27,0.0,
41296,002665.SZ,2018-05-22,0.0,
41300,002665.SZ,2018-05-30,0.0,
41303,002665.SZ,2018-05-29,0.0,
41304,002665.SZ,2018-05-31,0.0,
41308,002665.SZ,2017-04-13,1.0,20180512
41309,002665.SZ,2018-01-30,0.0,
41310,002665.SZ,2018-01-23,0.0,
41311,002665.SZ,2017-11-22,1.0,20180427
41312,002665.SZ,2017-04-27,1.0,20180428
41313,002665.SZ,2018-04-16,0.0,
41314,002665.SZ,2018-01-22,0.0,
41315,002665.SZ,2017-04-13,1.0,20180428
41316,002665.SZ,2017-11-22,0.0,
41317,002665.SZ,2017-01-03,1.0,20180103
41318,002665.SZ,2017-01-09,1.0,20180109
41320,002665.SZ,2017-12-28,0.0,
41321,002665.SZ,2016-11-24,0.0,
41322,002665.SZ,2016-12-19,0.0,
41323,002665.SZ,2016-12-27,1.0,20171219
41324,002665.SZ,2017-01-03,1.0,20171225
41325,002665.SZ,2016-12-22,1.0,20171221
41326,002665.SZ,2016-11-24,1.0,20171124
41327,002665.SZ,2016-11-30,0.0,
41328,002665.SZ,2017-12-26,0.0,
41329,002665.SZ,2016-11-16,0.0,
41330,002665.SZ,2016-11-14,0.0,
41331,002665.SZ,2016-11-21,0.0,
41332,002665.SZ,2016-12-16,1.0,20171121
41334,002665.SZ,2016-11-14,1.0,20171114
41335,002665.SZ,2016-11-16,1.0,20171116
41336,002665.SZ,2016-11-21,1.0,20171121
41337,002665.SZ,2016-11-29,1.0,20171108
41338,002665.SZ,2016-11-14,1.0,20171108
41345,002665.SZ,2017-09-13,0.0,
41351,002665.SZ,2017-09-20,0.0,
41353,002665.SZ,2017-09-26,0.0,
41354,002665.SZ,2017-09-27,0.0,
41355,002665.SZ,2017-09-15,0.0,
41356,002665.SZ,2016-09-28,1.0,20170925
41357,002665.SZ,2016-09-28,1.0,20170928
41358,002665.SZ,2016-08-18,1.0,20170817
41359,002665.SZ,2016-11-24,1.0,20170714
41360,002665.SZ,2016-11-30,1.0,20170714
41361,002665.SZ,2016-07-05,1.0,20170704
41362,002665.SZ,2016-11-24,1.0,20170630
41363,002665.SZ,2016-05-03,0.0,
41364,002665.SZ,2016-11-30,1.0,20170630
41365,002665.SZ,2016-12-16,1.0,20170630
41366,002665.SZ,2016-05-03,1.0,20170630
41367,002665.SZ,2016-07-04,1.0,20170505
41369,002665.SZ,2016-05-24,1.0,20170418
41370,002665.SZ,2016-05-23,1.0,20170418
41372,002665.SZ,2017-01-11,0.0,
41376,002665.SZ,2016-01-07,1.0,20170111
41377,002665.SZ,2016-12-26,0.0,
41379,002665.SZ,2016-01-11,1.0,20170111
41380,002665.SZ,2016-03-29,1.0,20161216
41381,002665.SZ,2016-03-15,1.0,20161216
41383,002665.SZ,2016-04-14,1.0,20161216
41389,002665.SZ,2016-01-07,1.0,20160913
41413,002666.SZ,2018-06-13,0.0,
41414,002666.SZ,2017-06-15,1.0,20180614
41416,002666.SZ,2017-06-15,0.0,
41417,002668.SZ,2018-09-21,1.0,20181012
41418,002668.SZ,2018-10-16,0.0,
41419,002668.SZ,2018-09-21,0.0,
41420,002668.SZ,2018-08-10,0.0,
41422,002668.SZ,2018-06-19,0.0,
41423,002668.SZ,2018-05-25,0.0,
41424,002668.SZ,2016-11-16,0.0,
41425,002668.SZ,2018-05-17,0.0,
41426,002668.SZ,2016-11-16,1.0,20180516
41427,002668.SZ,2016-11-16,1.0,20180323
41429,002668.SZ,2017-08-02,1.0,20180319
41430,002668.SZ,2017-11-21,0.0,
41431,002668.SZ,2017-11-22,0.0,
41432,002668.SZ,2016-11-16,1.0,20171123
41435,002668.SZ,2017-05-26,1.0,20170824
41436,002668.SZ,2017-01-24,1.0,20170724
41437,002668.SZ,2016-03-29,0.0,
41438,002668.SZ,2017-06-30,0.0,
41439,002668.SZ,2016-03-29,1.0,20170627
41440,002668.SZ,2017-05-11,0.0,
41441,002668.SZ,2016-02-26,1.0,20170302
41442,002668.SZ,2017-02-28,0.0,
41445,002668.SZ,2016-10-31,0.0,
41449,002669.SZ,2019-01-29,0.0,
41450,002669.SZ,2019-01-29,1.0,20190829
41452,002669.SZ,2018-12-24,1.0,20190109
41453,002669.SZ,2018-12-25,1.0,20190109
41456,002669.SZ,2018-12-21,1.0,20190109
41458,002669.SZ,2018-12-24,0.0,
41459,002669.SZ,2018-12-25,0.0,
41462,002669.SZ,2018-11-08,1.0,20181220
41463,002669.SZ,2018-02-28,1.0,20181221
41465,002669.SZ,2018-12-21,0.0,
41466,002669.SZ,2018-11-07,1.0,20181220
41467,002669.SZ,2018-11-28,1.0,20181220
41468,002669.SZ,2018-08-17,1.0,20181221
41470,002669.SZ,2018-08-20,1.0,20181221
41471,002669.SZ,2018-08-21,1.0,20181221
41473,002669.SZ,2018-04-27,1.0,20181221
41474,002669.SZ,2018-05-15,1.0,20181221
41475,002669.SZ,2018-10-11,1.0,20181221
41476,002669.SZ,2018-10-12,1.0,20181221
41478,002669.SZ,2018-08-15,1.0,20181221
41479,002669.SZ,2018-08-13,1.0,20181221
41480,002669.SZ,2018-08-14,1.0,20181221
41482,002669.SZ,2018-11-08,0.0,
41483,002669.SZ,2018-11-08,1.0,20181219
41484,002669.SZ,2018-07-18,1.0,20181219
41485,002669.SZ,2017-12-19,1.0,20181219
41486,002669.SZ,2018-01-03,1.0,20181219
41487,002669.SZ,2018-11-28,0.0,
41488,002669.SZ,2018-10-12,1.0,20181127
41489,002669.SZ,2017-11-27,1.0,20181127
41490,002669.SZ,2017-12-08,1.0,20181107
41491,002669.SZ,2018-11-07,0.0,
41493,002669.SZ,2017-11-07,1.0,20181107
41494,002669.SZ,2018-08-20,1.0,20181107
41497,002669.SZ,2018-10-09,1.0,20181107
41498,002669.SZ,2018-08-31,1.0,20181107
41500,002669.SZ,2018-10-11,1.0,20181106
41501,002669.SZ,2017-09-26,1.0,20181106
41502,002669.SZ,2018-08-20,1.0,20181106
41503,002669.SZ,2018-08-21,1.0,20181016
41504,002669.SZ,2017-12-19,1.0,20181016
41505,002669.SZ,2018-08-21,0.0,
41506,002669.SZ,2017-12-19,0.0,
41507,002669.SZ,2018-10-11,0.0,
41509,002669.SZ,2018-10-12,0.0,
41511,002669.SZ,2018-10-09,1.0,20181011
41512,002669.SZ,2018-10-09,0.0,
41514,002669.SZ,2017-09-26,0.0,
41515,002669.SZ,2018-08-20,0.0,
41516,002669.SZ,2018-08-31,0.0,
41522,002669.SZ,2018-08-17,0.0,
41524,002669.SZ,2018-08-15,0.0,
41525,002669.SZ,2018-08-13,0.0,
41526,002669.SZ,2018-08-14,0.0,
41528,002669.SZ,2017-07-25,1.0,20180724
41529,002669.SZ,2018-07-18,0.0,
41530,002669.SZ,2018-05-15,0.0,
41531,002669.SZ,2017-12-07,1.0,20180510
41532,002669.SZ,2017-06-07,1.0,20180510
41533,002669.SZ,2018-04-27,0.0,
41534,002669.SZ,2017-12-06,1.0,20180302
41535,002669.SZ,2018-02-28,0.0,
41537,002669.SZ,2017-03-02,1.0,20180302
41538,002669.SZ,2017-11-27,1.0,20180302
41539,002669.SZ,2017-03-02,1.0,20180125
41540,002669.SZ,2018-01-03,0.0,
41542,002669.SZ,2017-12-08,0.0,
41543,002669.SZ,2017-12-07,0.0,
41544,002669.SZ,2017-11-27,0.0,
41545,002669.SZ,2016-11-24,1.0,20171124
41546,002669.SZ,2017-11-07,0.0,
41548,002669.SZ,2016-11-29,1.0,20171018
41549,002669.SZ,2016-10-27,1.0,20170927
41551,002669.SZ,2017-07-25,0.0,
41552,002669.SZ,2016-10-20,1.0,20170615
41553,002669.SZ,2016-10-19,1.0,20170615
41554,002669.SZ,2017-06-07,0.0,
41555,002669.SZ,2016-02-26,1.0,20170330
41560,002670.SZ,2018-07-18,1.0,20190823
41561,002670.SZ,2018-11-23,1.0,20181228
41562,002670.SZ,2018-11-23,0.0,
41563,002670.SZ,2018-02-23,1.0,20180810
41564,002670.SZ,2018-01-26,1.0,20180813
41565,002670.SZ,2018-07-18,0.0,
41566,002670.SZ,2017-05-12,1.0,20171110
41567,002670.SZ,2017-11-10,0.0,
41568,002670.SZ,2017-07-10,0.0,
41569,002670.SZ,2017-05-12,0.0,
41570,002670.SZ,2016-07-04,1.0,20170118
41571,002670.SZ,2017-01-18,0.0,
41574,002671.SZ,2018-08-30,0.0,
41575,002671.SZ,2018-08-30,1.0,20190109
41576,002671.SZ,2017-07-11,1.0,20180829
41577,002671.SZ,2016-07-13,1.0,20180829
41578,002671.SZ,2017-12-13,1.0,20180829
41579,002671.SZ,2018-02-05,1.0,20180829
41580,002671.SZ,2016-07-25,1.0,20180829
41582,002671.SZ,2018-02-06,1.0,20180829
41583,002671.SZ,2018-02-09,1.0,20180829
41585,002671.SZ,2018-02-12,1.0,20180829
41586,002671.SZ,2016-04-21,1.0,20180829
41587,002671.SZ,2016-05-27,1.0,20180829
41588,002671.SZ,2017-08-02,1.0,20180829
41589,002671.SZ,2017-12-08,1.0,20180829
41591,002671.SZ,2017-08-21,1.0,20180829
41592,002671.SZ,2017-08-15,1.0,20180829
41593,002671.SZ,2017-12-11,1.0,20180829
41595,002671.SZ,2017-12-12,1.0,20180829
41596,002671.SZ,2016-04-21,0.0,
41597,002671.SZ,2018-02-05,0.0,
41598,002671.SZ,2018-02-06,0.0,
41599,002671.SZ,2018-02-09,0.0,
41600,002671.SZ,2018-02-12,0.0,
41601,002671.SZ,2017-12-13,0.0,
41602,002671.SZ,2017-07-11,1.0,20171228
41603,002671.SZ,2017-07-07,1.0,20171228
41604,002671.SZ,2017-12-13,1.0,20180104
41605,002671.SZ,2017-12-08,0.0,
41606,002671.SZ,2017-12-11,0.0,
41607,002671.SZ,2017-12-12,0.0,
41609,002671.SZ,2016-08-16,0.0,
41610,002671.SZ,2016-02-02,1.0,20160810
41611,002671.SZ,2016-07-25,0.0,
41613,002671.SZ,2016-01-25,1.0,20160711
41614,002671.SZ,2016-07-13,0.0,
41616,002671.SZ,2016-05-27,0.0,
41619,002672.SZ,2019-04-02,0.0,
41620,002672.SZ,2017-11-01,0.0,
41621,002672.SZ,2017-01-11,0.0,
41622,002672.SZ,2016-07-14,1.0,20170119
41625,002672.SZ,2016-05-23,0.0,
41627,002674.SZ,2017-07-18,1.0,20190816
41628,002674.SZ,2018-02-02,1.0,20190816
41629,002674.SZ,2018-06-19,1.0,20190816
41630,002674.SZ,2018-07-12,1.0,20190816
41631,002674.SZ,2018-07-09,1.0,20190816
41632,002674.SZ,2018-10-12,1.0,20190816
41633,002674.SZ,2016-08-16,1.0,20190816
41637,002674.SZ,2016-09-05,1.0,20190708
41638,002674.SZ,2016-09-05,0.0,
41639,002674.SZ,2017-11-17,1.0,20190416
41640,002674.SZ,2017-11-17,0.0,
41641,002674.SZ,2017-12-05,1.0,20190412
41642,002674.SZ,2018-06-25,1.0,20190411
41643,002674.SZ,2017-12-05,1.0,20190411
41644,002674.SZ,2018-02-22,1.0,20190411
41645,002674.SZ,2016-08-16,1.0,20190404
41646,002674.SZ,2016-08-16,0.0,
41647,002674.SZ,2017-12-05,0.0,
41648,002674.SZ,2017-12-05,1.0,20190111
41649,002674.SZ,2018-07-09,1.0,20190104
41650,002674.SZ,2018-01-10,1.0,20190104
41651,002674.SZ,2018-10-15,1.0,20190104
41652,002674.SZ,2016-08-16,1.0,20181228
41654,002674.SZ,2018-02-07,1.0,20181119
41656,002674.SZ,2018-10-15,0.0,
41657,002674.SZ,2018-06-20,0.0,
41658,002674.SZ,2018-07-09,0.0,
41659,002674.SZ,2017-12-15,1.0,20181119
41660,002674.SZ,2017-12-19,1.0,20181119
41661,002674.SZ,2018-11-16,0.0,
41662,002674.SZ,2018-02-20,0.0,
41663,002674.SZ,2018-10-22,0.0,
41664,002674.SZ,2018-10-12,0.0,
41668,002674.SZ,2018-10-16,0.0,
41669,002674.SZ,2017-10-23,1.0,20180905
41670,002674.SZ,2017-10-23,1.0,20180816
41672,002674.SZ,2018-07-10,1.0,20180807
41674,002674.SZ,2018-07-17,0.0,
41675,002674.SZ,2018-07-12,0.0,
41677,002674.SZ,2018-07-10,0.0,
41682,002674.SZ,2018-06-25,0.0,
41683,002674.SZ,2018-06-19,0.0,
41686,002674.SZ,2017-06-26,1.0,20180615
41687,002674.SZ,2018-02-14,1.0,20180607
41688,002674.SZ,2017-07-31,1.0,20180606
41689,002674.SZ,2018-02-14,1.0,20180605
41690,002674.SZ,2017-07-28,1.0,20180605
41691,002674.SZ,2018-02-14,0.0,
41692,002674.SZ,2018-02-22,0.0,
41693,002674.SZ,2018-02-07,0.0,
41695,002674.SZ,2018-02-02,0.0,
41696,002674.SZ,2017-12-04,1.0,20180112
41698,002674.SZ,2018-01-10,0.0,
41699,002674.SZ,2017-07-20,1.0,20180112
41700,002674.SZ,2018-01-02,1.0,20180112
41701,002674.SZ,2017-05-10,1.0,20180112
41703,002674.SZ,2017-05-25,1.0,20180112
41705,002674.SZ,2017-12-15,0.0,
41706,002674.SZ,2017-12-19,0.0,
41707,002674.SZ,2017-07-17,1.0,20171208
41710,002674.SZ,2017-12-01,0.0,
41711,002674.SZ,2017-05-10,1.0,20171114
41712,002674.SZ,2017-05-25,1.0,20171114
41713,002674.SZ,2017-07-20,1.0,20171114
41716,002674.SZ,2017-07-28,1.0,20171026
41717,002674.SZ,2017-10-23,0.0,
41718,002674.SZ,2017-08-07,0.0,
41719,002674.SZ,2017-03-20,1.0,20170801
41720,002674.SZ,2017-05-24,1.0,20170801
41721,002674.SZ,2017-05-23,1.0,20170801
41722,002674.SZ,2017-07-28,0.0,
41723,002674.SZ,2017-07-31,0.0,
41724,002674.SZ,2017-07-18,0.0,
41725,002674.SZ,2017-05-26,1.0,20170718
41726,002674.SZ,2017-05-31,1.0,20170718
41727,002674.SZ,2016-07-26,1.0,20170718
41728,002674.SZ,2017-06-26,0.0,
41729,002674.SZ,2017-05-17,0.0,
41730,002674.SZ,2016-04-28,1.0,20170427
41731,002674.SZ,2017-04-18,0.0,
41738,002675.SZ,2016-09-14,1.0,20190830
41739,002675.SZ,2018-10-16,1.0,20190830
41741,002675.SZ,2016-09-14,0.0,
41742,002675.SZ,2018-10-16,0.0,
41743,002675.SZ,2018-10-16,1.0,20190827
41746,002675.SZ,2016-09-14,1.0,20190827
41747,002675.SZ,2018-06-01,0.0,
41748,002675.SZ,2018-10-22,0.0,
41749,002675.SZ,2018-06-01,1.0,20190604
41750,002675.SZ,2017-04-21,1.0,20190417
41751,002675.SZ,2018-04-02,0.0,
41752,002675.SZ,2018-04-04,0.0,
41753,002675.SZ,2017-04-17,1.0,20190417
41754,002675.SZ,2017-04-17,0.0,
41755,002675.SZ,2017-04-21,0.0,
41756,002675.SZ,2018-08-22,1.0,20190329
41758,002675.SZ,2018-05-08,1.0,20190322
41759,002675.SZ,2016-10-13,1.0,20190308
41760,002675.SZ,2018-10-12,1.0,20190308
41761,002675.SZ,2018-05-08,0.0,
41762,002675.SZ,2018-05-09,1.0,20181219
41763,002675.SZ,2018-05-08,1.0,20181219
41764,002675.SZ,2017-08-10,0.0,
41765,002675.SZ,2017-08-10,1.0,20181108
41768,002675.SZ,2018-10-12,0.0,
41770,002675.SZ,2018-08-22,0.0,
41772,002675.SZ,2017-10-13,1.0,20180824
41773,002675.SZ,2016-06-17,1.0,20180625
41774,002675.SZ,2018-02-05,1.0,20180625
41775,002675.SZ,2018-02-07,1.0,20180625
41776,002675.SZ,2018-02-05,1.0,20180607
41777,002675.SZ,2016-06-13,1.0,20180607
41778,002675.SZ,2018-02-07,1.0,20180607
41780,002675.SZ,2016-05-31,1.0,20180517
41781,002675.SZ,2018-02-06,1.0,20180517
41782,002675.SZ,2018-02-07,1.0,20180517
41783,002675.SZ,2018-05-09,0.0,
41785,002675.SZ,2017-04-17,1.0,20180402
41786,002675.SZ,2017-04-21,1.0,20180404
41791,002675.SZ,2017-04-19,1.0,20180223
41792,002675.SZ,2018-02-05,0.0,
41793,002675.SZ,2017-05-10,1.0,20180207
41795,002675.SZ,2018-02-06,0.0,
41796,002675.SZ,2018-02-07,0.0,
41799,002675.SZ,2018-01-16,1.0,20180207
41800,002675.SZ,2017-10-13,0.0,
41802,002675.SZ,2016-05-17,1.0,20170421
41803,002675.SZ,2016-05-17,1.0,20170420
41804,002675.SZ,2016-10-13,0.0,
41806,002675.SZ,2016-06-17,0.0,
41808,002675.SZ,2016-06-13,0.0,
41811,002675.SZ,2016-05-31,0.0,
41812,002675.SZ,2016-05-11,0.0,
41813,002675.SZ,2016-02-25,1.0,20160517
41814,002675.SZ,2016-01-04,1.0,20160517
41819,002676.SZ,2016-09-29,0.0,
41820,002676.SZ,2016-08-05,0.0,
41827,002677.SZ,2016-11-11,0.0,
41828,002677.SZ,2018-11-08,0.0,
41831,002677.SZ,2018-10-16,1.0,20181101
41832,002677.SZ,2017-11-02,1.0,20181101
41833,002677.SZ,2018-10-25,0.0,
41835,002677.SZ,2018-10-16,0.0,
41836,002677.SZ,2017-03-20,1.0,20180321
41838,002677.SZ,2017-11-02,0.0,
41841,002679.SZ,2018-11-19,0.0,
41842,002679.SZ,2018-11-26,0.0,
41849,002681.SZ,2018-09-27,1.0,20190815
41850,002681.SZ,2018-10-19,1.0,20190815
41851,002681.SZ,2018-09-27,0.0,
41852,002681.SZ,2018-04-03,1.0,20190729
41853,002681.SZ,2018-08-06,1.0,20190729
41854,002681.SZ,2018-09-18,1.0,20190729
41855,002681.SZ,2019-07-17,1.0,20190724
41856,002681.SZ,2018-04-03,0.0,
41857,002681.SZ,2019-07-25,0.0,
41858,002681.SZ,2018-04-13,1.0,20190715
41859,002681.SZ,2018-09-11,1.0,20190715
41860,002681.SZ,2018-10-12,1.0,20190715
41861,002681.SZ,2019-07-17,0.0,
41862,002681.SZ,2018-06-27,1.0,20190705
41863,002681.SZ,2018-10-15,0.0,
41864,002681.SZ,2018-01-18,0.0,
41867,002681.SZ,2016-12-13,0.0,
41869,002681.SZ,2018-02-05,0.0,
41870,002681.SZ,2018-09-07,0.0,
41872,002681.SZ,2018-07-09,0.0,
41873,002681.SZ,2016-10-25,0.0,
41874,002681.SZ,2017-12-29,0.0,
41875,002681.SZ,2018-10-08,0.0,
41876,002681.SZ,2018-07-23,0.0,
41878,002681.SZ,2018-11-16,0.0,
41879,002681.SZ,2016-10-25,1.0,20181115
41880,002681.SZ,2018-10-19,0.0,
41881,002681.SZ,2018-10-01,0.0,
41882,002681.SZ,2018-10-12,0.0,
41887,002681.SZ,2018-05-02,1.0,20180927
41888,002681.SZ,2018-09-27,1.0,20181008
41889,002681.SZ,2018-01-17,1.0,20180927
41890,002681.SZ,2018-09-11,1.0,20180927
41891,002681.SZ,2018-02-09,1.0,20180927
41892,002681.SZ,2018-08-06,1.0,20180927
41894,002681.SZ,2018-07-09,1.0,20180927
41895,002681.SZ,2017-09-21,0.0,
41896,002681.SZ,2018-05-02,1.0,20180925
41897,002681.SZ,2018-09-26,0.0,
41898,002681.SZ,2017-09-21,1.0,20180925
41899,002681.SZ,2017-09-21,1.0,20180921
41900,002681.SZ,2018-09-18,0.0,
41901,002681.SZ,2017-09-21,1.0,20180919
41902,002681.SZ,2016-03-17,1.0,20180914
41903,002681.SZ,2018-03-15,1.0,20180914
41904,002681.SZ,2018-09-11,0.0,
41905,002681.SZ,2018-07-23,1.0,20180914
41906,002681.SZ,2017-09-21,1.0,20180914
41907,002681.SZ,2018-07-09,1.0,20180914
41908,002681.SZ,2018-09-07,1.0,20180914
41910,002681.SZ,2017-09-21,1.0,20180813
41911,002681.SZ,2018-08-02,0.0,
41912,002681.SZ,2018-08-06,0.0,
41914,002681.SZ,2018-06-27,0.0,
41917,002681.SZ,2017-03-17,1.0,20180519
41918,002681.SZ,2018-05-08,0.0,
41919,002681.SZ,2018-05-10,0.0,
41920,002681.SZ,2018-05-02,0.0,
41921,002681.SZ,2018-04-13,0.0,
41922,002681.SZ,2017-03-15,1.0,20180413
41924,002681.SZ,2018-03-15,0.0,
41925,002681.SZ,2016-03-17,0.0,
41929,002681.SZ,2018-02-09,0.0,
41931,002681.SZ,2018-01-17,0.0,
41934,002681.SZ,2016-12-19,1.0,20171219
41935,002681.SZ,2016-12-06,1.0,20171206
41938,002681.SZ,2016-07-29,1.0,20170728
41939,002681.SZ,2016-03-15,1.0,20170314
41940,002681.SZ,2017-03-17,0.0,
41942,002681.SZ,2016-01-27,1.0,20170125
41958,002682.SZ,2017-03-31,1.0,20190725
41959,002682.SZ,2017-03-31,0.0,
41963,002682.SZ,2017-03-31,1.0,20180518
41968,002683.SZ,2016-09-19,1.0,20190719
41972,002683.SZ,2018-07-18,1.0,20190716
41973,002683.SZ,2018-07-18,0.0,
41974,002683.SZ,2016-08-29,1.0,20190628
41977,002683.SZ,2017-03-22,0.0,
41978,002683.SZ,2016-09-19,0.0,
41979,002683.SZ,2016-08-29,0.0,
41981,002684.SZ,2018-02-27,0.0,
41984,002684.SZ,2017-11-27,0.0,
41985,002684.SZ,2017-11-28,0.0,
41986,002684.SZ,2018-01-09,0.0,
41987,002684.SZ,2017-11-24,0.0,
41997,002684.SZ,2018-02-07,0.0,
41999,002684.SZ,2018-02-12,0.0,
42000,002684.SZ,2017-11-21,0.0,
42001,002684.SZ,2016-11-09,0.0,
42002,002684.SZ,2017-10-30,0.0,
42003,002684.SZ,2016-10-28,1.0,20171030
42004,002684.SZ,2016-10-28,1.0,20171025
42005,002684.SZ,2017-10-25,0.0,
42006,002684.SZ,2017-09-19,0.0,
42007,002684.SZ,2017-09-07,0.0,
42008,002684.SZ,2016-12-23,0.0,
42009,002684.SZ,2016-09-20,1.0,20170905
42010,002684.SZ,2017-06-01,0.0,
42011,002684.SZ,2016-05-17,1.0,20170517
42012,002684.SZ,2017-01-05,0.0,
42013,002684.SZ,2016-04-28,1.0,20170103
42014,002684.SZ,2016-12-15,0.0,
42015,002684.SZ,2016-04-28,1.0,20161213
42016,002684.SZ,2016-12-16,0.0,
42018,002684.SZ,2016-06-23,1.0,20161214
42020,002684.SZ,2016-01-22,1.0,20161108
42030,002684.SZ,2016-06-01,0.0,
42032,002684.SZ,2016-05-19,0.0,
42058,002685.SZ,2019-01-21,0.0,
42059,002685.SZ,2018-12-20,0.0,
42060,002685.SZ,2018-02-06,1.0,20181218
42061,002685.SZ,2017-12-21,1.0,20181218
42062,002685.SZ,2018-11-02,0.0,
42063,002685.SZ,2018-10-12,0.0,
42065,002685.SZ,2016-09-13,1.0,20180913
42066,002685.SZ,2018-09-14,0.0,
42067,002685.SZ,2016-09-13,1.0,20180801
42068,002685.SZ,2018-06-21,0.0,
42069,002685.SZ,2018-02-06,0.0,
42070,002685.SZ,2016-12-29,1.0,20171225
42071,002685.SZ,2017-12-21,0.0,
42073,002685.SZ,2017-12-01,0.0,
42074,002685.SZ,2016-02-19,1.0,20160923
42075,002685.SZ,2016-09-13,0.0,
42076,002686.SZ,2018-12-20,0.0,
42077,002686.SZ,2018-11-05,1.0,20181219
42078,002686.SZ,2018-09-04,1.0,20181107
42079,002686.SZ,2018-11-05,0.0,
42080,002686.SZ,2017-11-08,1.0,20181107
42081,002686.SZ,2018-06-12,1.0,20181107
42082,002686.SZ,2018-06-20,1.0,20181107
42083,002686.SZ,2018-06-25,1.0,20181107
42084,002686.SZ,2018-09-04,0.0,
42085,002686.SZ,2018-06-20,0.0,
42086,002686.SZ,2018-06-25,0.0,
42087,002686.SZ,2018-06-12,0.0,
42088,002686.SZ,2017-12-26,0.0,
42089,002686.SZ,2017-11-08,0.0,
42091,002687.SZ,2019-01-17,1.0,20190822
42092,002687.SZ,2019-01-17,0.0,
42093,002687.SZ,2019-01-17,1.0,20190724
42096,002687.SZ,2018-10-11,1.0,20181203
42097,002687.SZ,2017-11-04,1.0,20181203
42098,002687.SZ,2018-10-11,0.0,
42099,002687.SZ,2017-09-18,1.0,20180810
42100,002687.SZ,2017-03-09,1.0,20180703
42101,002687.SZ,2017-12-05,1.0,20180703
42102,002687.SZ,2018-03-07,1.0,20180703
42103,002687.SZ,2016-07-05,1.0,20180703
42104,002687.SZ,2017-03-30,1.0,20180322
42106,002687.SZ,2017-04-25,1.0,20180322
42107,002687.SZ,2018-02-07,1.0,20180322
42108,002687.SZ,2017-12-05,0.0,
42109,002687.SZ,2017-03-09,0.0,
42110,002687.SZ,2018-03-07,0.0,
42111,002687.SZ,2017-05-25,1.0,20180118
42112,002687.SZ,2017-12-06,1.0,20180118
42113,002687.SZ,2017-04-25,1.0,20180119
42114,002687.SZ,2017-01-18,1.0,20180118
42115,002687.SZ,2017-01-19,1.0,20180118
42116,002687.SZ,2017-01-19,1.0,20180119
42117,002687.SZ,2017-05-08,1.0,20180110
42118,002687.SZ,2017-11-04,0.0,
42119,002687.SZ,2016-11-23,1.0,20171123
42120,002687.SZ,2017-04-19,1.0,20171123
42121,002687.SZ,2017-05-25,1.0,20171123
42122,002687.SZ,2017-04-27,1.0,20171123
42123,002687.SZ,2017-07-18,1.0,20170919
42124,002687.SZ,2016-09-19,1.0,20170919
42125,002687.SZ,2017-05-12,1.0,20170919
42126,002687.SZ,2017-09-18,0.0,
42127,002687.SZ,2017-05-25,1.0,20170705
42128,002687.SZ,2016-07-05,1.0,20170705
42129,002687.SZ,2016-11-11,1.0,20170509
42130,002687.SZ,2016-08-11,1.0,20170209
42131,002687.SZ,2016-05-27,1.0,20161125
42132,002687.SZ,2016-05-13,1.0,20161114
42133,002687.SZ,2016-08-11,1.0,20161110
42137,002687.SZ,2016-07-05,0.0,
42143,002688.SZ,2017-04-14,1.0,20190613
42144,002688.SZ,2017-04-14,0.0,
42145,002688.SZ,2018-04-20,1.0,20190510
42146,002688.SZ,2019-04-17,1.0,20190510
42147,002688.SZ,2018-05-09,1.0,20190510
42148,002688.SZ,2019-04-30,0.0,
42149,002688.SZ,2019-04-17,0.0,
42150,002688.SZ,2018-04-20,0.0,
42151,002688.SZ,2019-01-18,0.0,
42152,002688.SZ,2018-01-11,1.0,20190111
42153,002688.SZ,2018-10-15,1.0,20190111
42154,002688.SZ,2018-01-10,1.0,20190110
42155,002688.SZ,2019-01-07,0.0,
42156,002688.SZ,2018-10-15,1.0,20190110
