,ts_code,start_date,is_release,release_date
11189,002002.SZ,2017-05-15,1.0,20180514
11190,002002.SZ,2017-04-20,1.0,20180419
11191,002002.SZ,2018-04-13,0.0,
11192,002002.SZ,2018-03-27,0.0,
11193,002002.SZ,2017-03-17,1.0,20180319
11195,002002.SZ,2017-02-24,1.0,20180123
11196,002002.SZ,2018-01-08,0.0,
11197,002002.SZ,2016-05-27,1.0,20171229
11198,002002.SZ,2016-05-25,1.0,20171220
11200,002002.SZ,2017-12-18,0.0,
11201,002002.SZ,2017-12-07,0.0,
11202,002002.SZ,2016-11-04,1.0,20171128
11203,002002.SZ,2017-11-28,0.0,
11204,002002.SZ,2017-11-23,0.0,
11205,002002.SZ,2016-11-21,1.0,20171121
11206,002002.SZ,2016-11-11,1.0,20171110
11207,002002.SZ,2016-11-04,1.0,20171031
11208,002002.SZ,2017-10-31,0.0,
11209,002002.SZ,2016-11-04,1.0,20171020
11210,002002.SZ,2017-10-17,0.0,
11211,002002.SZ,2016-10-24,1.0,20170926
11212,002002.SZ,2017-09-19,0.0,
11213,002002.SZ,2017-09-11,0.0,
11215,002002.SZ,2017-08-18,0.0,
11216,002002.SZ,2016-08-25,1.0,20170818
11217,002002.SZ,2016-06-21,1.0,20170621
11219,002002.SZ,2017-06-14,0.0,
11220,002002.SZ,2016-06-16,1.0,20170615
11222,002002.SZ,2016-06-16,1.0,20170613
11223,002002.SZ,2017-05-26,0.0,
11224,002002.SZ,2017-05-25,0.0,
11227,002002.SZ,2017-05-15,0.0,
11228,002002.SZ,2016-04-22,1.0,20170330
11229,002002.SZ,2017-03-21,0.0,
11230,002002.SZ,2016-01-28,1.0,20170322
11231,002002.SZ,2016-04-05,1.0,20170321
11232,002002.SZ,2017-03-17,0.0,
11233,002002.SZ,2016-12-09,0.0,
11234,002002.SZ,2016-12-08,0.0,
11235,002002.SZ,2016-04-15,1.0,20161205
11236,002002.SZ,2016-04-08,1.0,20161110
11237,002002.SZ,2016-01-28,1.0,20161014
11238,002002.SZ,2016-01-13,1.0,20161014
11239,002002.SZ,2016-01-14,1.0,20161014
11240,002002.SZ,2016-01-27,1.0,20161014
11242,002002.SZ,2016-03-30,1.0,20160913
11244,002002.SZ,2016-03-24,1.0,20160826
11245,002002.SZ,2016-03-28,1.0,20160823
11246,002002.SZ,2016-04-22,1.0,20160616
11250,002002.SZ,2016-04-22,0.0,
11251,002002.SZ,2016-01-18,1.0,20160418
11259,002002.SZ,2016-01-27,1.0,20160323
11282,002003.SZ,2019-05-20,0.0,
11283,002003.SZ,2017-11-30,1.0,20190325
11284,002003.SZ,2019-03-26,0.0,
11285,002003.SZ,2016-04-25,0.0,
11286,002003.SZ,2018-12-24,0.0,
11287,002003.SZ,2016-04-25,1.0,20181224
11289,002003.SZ,2016-10-21,1.0,20171130
11290,002003.SZ,2017-11-30,0.0,
11291,002003.SZ,2017-11-13,0.0,
11292,002003.SZ,2017-02-17,0.0,
11293,002003.SZ,2016-05-20,0.0,
11313,002004.SZ,2018-12-14,0.0,
11314,002004.SZ,2017-12-08,1.0,20181214
11315,002004.SZ,2017-09-13,1.0,20180906
11316,002004.SZ,2017-11-02,1.0,20181127
11317,002004.SZ,2017-11-27,1.0,20181203
11318,002004.SZ,2017-12-08,0.0,
11319,002004.SZ,2017-12-14,0.0,
11320,002004.SZ,2018-06-20,0.0,
11321,002004.SZ,2018-10-15,0.0,
11323,002004.SZ,2017-09-13,0.0,
11324,002004.SZ,2017-11-02,0.0,
11325,002004.SZ,2017-11-27,0.0,
11326,002004.SZ,2017-08-23,0.0,
11327,002004.SZ,2016-12-05,1.0,20171206
11328,002004.SZ,2016-12-01,1.0,
11329,002004.SZ,2017-06-29,0.0,
11330,002004.SZ,2017-08-01,0.0,
11332,002004.SZ,2017-05-22,0.0,
11333,002004.SZ,2017-03-10,0.0,
11338,002004.SZ,2016-03-10,0.0,
11339,002004.SZ,2016-08-04,0.0,
11340,002004.SZ,2016-06-23,1.0,20160801
11341,002004.SZ,2016-06-23,0.0,
11342,002004.SZ,2016-06-15,0.0,
11362,002005.SZ,2018-03-30,0.0,
11365,002005.SZ,2018-01-19,0.0,
11366,002005.SZ,2018-01-17,0.0,
11369,002005.SZ,2016-08-12,1.0,20180104
11371,002005.SZ,2016-02-03,0.0,
11374,002005.SZ,2016-02-03,1.0,20170613
11375,002005.SZ,2017-03-30,0.0,
11377,002005.SZ,2016-12-26,0.0,
11378,002005.SZ,2016-12-20,0.0,
11379,002005.SZ,2016-01-29,1.0,20161209
11380,002005.SZ,2016-01-11,1.0,20161209
11396,002006.SZ,2018-12-26,0.0,
11397,002006.SZ,2018-08-16,1.0,20181101
11398,002006.SZ,2018-11-02,0.0,
11399,002006.SZ,2018-09-12,0.0,
11400,002006.SZ,2016-11-29,1.0,20180910
11401,002006.SZ,2018-08-16,0.0,
11402,002006.SZ,2018-07-23,0.0,
11403,002006.SZ,2017-09-07,1.0,20180723
11406,002006.SZ,2018-06-25,1.0,20180723
11408,002006.SZ,2017-08-14,1.0,20180719
11409,002006.SZ,2018-07-19,0.0,
11410,002006.SZ,2018-05-16,0.0,
11411,002006.SZ,2016-12-21,1.0,20180130
11412,002006.SZ,2017-10-26,0.0,
11413,002006.SZ,2016-04-21,1.0,20171026
11414,002006.SZ,2016-07-27,1.0,20170923
11415,002006.SZ,2016-09-07,1.0,20170907
11416,002006.SZ,2017-09-07,0.0,
11417,002006.SZ,2016-08-04,1.0,20170814
11418,002006.SZ,2017-08-14,0.0,
11419,002006.SZ,2017-04-07,0.0,
11420,002006.SZ,2016-09-12,1.0,20170407
11421,002006.SZ,2016-06-13,1.0,20161215
11423,002006.SZ,2016-11-29,0.0,
11424,002006.SZ,2016-01-08,1.0,20160726
11472,002007.SZ,2018-10-11,1.0,20181112
11473,002007.SZ,2018-10-11,0.0,
11474,002007.SZ,2017-10-10,1.0,20181012
11475,002007.SZ,2017-10-10,0.0,
11476,002007.SZ,2016-08-24,0.0,
11480,002007.SZ,2016-04-05,0.0,
11481,002007.SZ,2016-01-20,0.0,
11483,002008.SZ,2019-03-22,0.0,
11484,002008.SZ,2018-09-17,0.0,
11485,002008.SZ,2017-08-10,1.0,20180810
11486,002008.SZ,2017-08-08,1.0,20180810
11487,002008.SZ,2017-08-09,1.0,20180810
11488,002008.SZ,2017-08-15,1.0,20180810
11489,002008.SZ,2018-07-25,0.0,
11490,002008.SZ,2017-08-21,0.0,
11509,002009.SZ,2016-01-28,1.0,20190819
11510,002009.SZ,2016-01-28,0.0,
11511,002009.SZ,2017-05-15,0.0,
11512,002009.SZ,2017-05-15,1.0,20190806
11515,002009.SZ,2018-10-09,0.0,
11516,002009.SZ,2018-10-12,0.0,
11517,002009.SZ,2018-03-09,0.0,
11518,002009.SZ,2018-09-17,0.0,
11519,002009.SZ,2018-10-11,0.0,
11520,002009.SZ,2018-09-06,0.0,
11534,002009.SZ,2018-12-26,0.0,
11535,002009.SZ,2017-12-19,0.0,
11537,002009.SZ,2018-10-17,0.0,
11538,002009.SZ,2018-09-11,0.0,
11540,002009.SZ,2018-10-10,0.0,
11550,002009.SZ,2018-09-06,1.0,20181114
11552,002009.SZ,2018-10-18,0.0,
11554,002009.SZ,2018-10-15,0.0,
11568,002009.SZ,2017-04-17,1.0,20180417
11571,002009.SZ,2017-05-16,1.0,20180313
11572,002009.SZ,2017-02-14,1.0,20180206
11573,002009.SZ,2017-05-05,1.0,20171222
11574,002009.SZ,2017-05-08,1.0,20171222
11575,002009.SZ,2016-12-22,1.0,20171222
11577,002009.SZ,2016-12-21,1.0,20171017
11578,002009.SZ,2016-09-14,1.0,20171017
11580,002009.SZ,2016-01-04,1.0,20161221
11581,002009.SZ,2016-10-14,0.0,
11582,002009.SZ,2016-10-11,0.0,
11591,002011.SZ,2018-09-04,0.0,
11593,002011.SZ,2016-06-17,0.0,
11596,002012.SZ,2017-02-15,1.0,20190527
11597,002012.SZ,2017-02-21,1.0,20190527
11598,002012.SZ,2017-06-28,1.0,20190527
11599,002012.SZ,2017-11-22,1.0,20190527
11600,002012.SZ,2018-10-19,1.0,20190527
11601,002012.SZ,2017-02-15,0.0,
11602,002012.SZ,2017-02-16,1.0,20190527
11603,002012.SZ,2017-05-26,1.0,20190527
11604,002012.SZ,2018-10-19,0.0,
11605,002012.SZ,2017-09-21,1.0,20180928
11606,002012.SZ,2018-07-06,1.0,20181008
11607,002012.SZ,2017-06-15,1.0,20180705
11609,002012.SZ,2017-08-23,1.0,20171122
11610,002012.SZ,2017-11-22,0.0,
11611,002012.SZ,2017-09-21,0.0,
11612,002012.SZ,2017-06-28,0.0,
11613,002012.SZ,2016-06-21,1.0,20170628
11614,002012.SZ,2017-06-15,0.0,
11615,002012.SZ,2016-06-06,1.0,20170609
11616,002012.SZ,2017-05-26,0.0,
11617,002012.SZ,2016-03-28,1.0,20170523
11618,002012.SZ,2017-02-21,0.0,
11619,002012.SZ,2016-10-11,1.0,20170221
11620,002012.SZ,2017-02-16,0.0,
11621,002012.SZ,2016-07-04,1.0,20170215
11623,002012.SZ,2016-03-02,1.0,20160928
11627,002012.SZ,2016-05-26,1.0,20160606
11657,002014.SZ,2017-11-13,1.0,20190626
11658,002014.SZ,2018-02-26,1.0,20190326
11659,002014.SZ,2018-08-23,0.0,
11660,002014.SZ,2018-08-22,0.0,
11662,002014.SZ,2018-02-26,0.0,
11663,002014.SZ,2017-11-14,0.0,
11669,002015.SZ,2019-07-23,0.0,
11670,002015.SZ,2019-06-25,0.0,
11671,002015.SZ,2019-05-14,0.0,
11678,002016.SZ,2018-10-25,0.0,
11680,002016.SZ,2016-05-27,1.0,20170321
11681,002016.SZ,2016-05-27,1.0,20170103
11710,002018.SZ,2018-03-23,0.0,
11716,002018.SZ,2018-03-09,0.0,
11717,002018.SZ,2018-03-05,0.0,
11718,002018.SZ,2018-02-12,0.0,
11722,002018.SZ,2017-05-25,0.0,
11737,002019.SZ,2017-06-12,1.0,20190611
11738,002019.SZ,2018-09-19,1.0,20190611
11739,002019.SZ,2019-06-10,0.0,
11740,002019.SZ,2017-04-18,1.0,20190418
11741,002019.SZ,2018-09-19,1.0,20190418
11742,002019.SZ,2019-04-15,0.0,
11743,002019.SZ,2018-09-18,0.0,
11744,002019.SZ,2018-08-06,0.0,
11745,002019.SZ,2018-02-27,0.0,
11749,002019.SZ,2016-05-30,1.0,20190201
11750,002019.SZ,2018-12-19,0.0,
11752,002019.SZ,2017-12-14,1.0,20181214
11753,002019.SZ,2018-07-23,1.0,20181214
11754,002019.SZ,2018-08-06,1.0,20181214
11755,002019.SZ,2018-09-18,1.0,20181214
11756,002019.SZ,2018-12-07,0.0,
11757,002019.SZ,2018-09-05,1.0,20181121
11758,002019.SZ,2017-11-21,1.0,20181121
11759,002019.SZ,2018-11-14,0.0,
11760,002019.SZ,2017-10-17,1.0,20181017
11761,002019.SZ,2018-09-05,1.0,20181017
11762,002019.SZ,2018-10-09,0.0,
11765,002019.SZ,2018-09-19,0.0,
11767,002019.SZ,2018-09-05,0.0,
11771,002019.SZ,2016-08-02,1.0,20180801
11772,002019.SZ,2018-07-23,0.0,
11773,002019.SZ,2017-04-18,0.0,
11775,002019.SZ,2016-11-15,1.0,20180228
11776,002019.SZ,2016-06-17,1.0,20171215
11777,002019.SZ,2017-12-14,0.0,
11778,002019.SZ,2017-11-21,0.0,
11779,002019.SZ,2016-10-31,1.0,20171018
11780,002019.SZ,2017-10-17,0.0,
11781,002019.SZ,2016-05-25,1.0,20170621
11782,002019.SZ,2017-06-12,0.0,
11783,002019.SZ,2016-05-31,1.0,20170419
11784,002019.SZ,2016-02-03,1.0,20161101
11785,002019.SZ,2016-03-15,1.0,20160808
11786,002019.SZ,2016-08-02,0.0,
11790,002019.SZ,2016-05-30,0.0,
11802,002020.SZ,2018-03-16,1.0,20190620
11803,002020.SZ,2019-01-07,1.0,20190520
11804,002020.SZ,2019-04-17,0.0,
11805,002020.SZ,2019-04-12,0.0,
11806,002020.SZ,2016-06-13,1.0,20190410
11807,002020.SZ,2019-01-04,1.0,20190411
11808,002020.SZ,2019-03-22,0.0,
11809,002020.SZ,2019-01-16,0.0,
11810,002020.SZ,2019-01-04,0.0,
11811,002020.SZ,2019-01-07,0.0,
11812,002020.SZ,2018-12-19,0.0,
11814,002020.SZ,2018-10-26,0.0,
11815,002020.SZ,2016-09-13,1.0,20180719
11816,002020.SZ,2018-07-10,0.0,
11817,002020.SZ,2018-06-19,0.0,
11818,002020.SZ,2016-09-12,1.0,20180619
11821,002020.SZ,2016-09-12,1.0,20180608
11822,002020.SZ,2018-06-01,0.0,
11823,002020.SZ,2016-06-24,1.0,20180528
11824,002020.SZ,2018-03-16,0.0,
11825,002020.SZ,2017-08-25,0.0,
11826,002020.SZ,2017-07-18,0.0,
11827,002020.SZ,2017-05-15,1.0,20170717
11828,002020.SZ,2017-05-15,0.0,
11831,002020.SZ,2017-06-01,0.0,
11833,002020.SZ,2017-05-24,0.0,
11834,002020.SZ,2017-04-25,0.0,
11835,002020.SZ,2017-04-18,0.0,
11837,002020.SZ,2016-05-20,1.0,20170407
11838,002020.SZ,2017-03-31,0.0,
11840,002020.SZ,2016-05-20,1.0,20170328
11841,002020.SZ,2017-03-28,0.0,
11845,002020.SZ,2016-05-20,1.0,20170315
11847,002020.SZ,2016-09-13,0.0,
11848,002020.SZ,2016-09-12,0.0,
11850,002020.SZ,2016-06-24,0.0,
11851,002020.SZ,2016-06-13,0.0,
11869,002021.SZ,2019-06-10,0.0,
11870,002021.SZ,2017-07-17,0.0,
11871,002021.SZ,2016-08-15,0.0,
11872,002021.SZ,2019-05-13,0.0,
11875,002021.SZ,2017-06-15,1.0,20190114
11878,002021.SZ,2016-06-30,0.0,
11881,002021.SZ,2017-06-15,0.0,
11883,002021.SZ,2017-07-31,0.0,
11884,002021.SZ,2016-06-27,1.0,20170728
11885,002021.SZ,2016-12-15,0.0,
11886,002021.SZ,2016-05-31,1.0,20161213
11935,002022.SZ,2018-07-16,0.0,
11936,002023.SZ,2019-05-06,0.0,
11937,002023.SZ,2018-04-25,0.0,
11938,002023.SZ,2018-04-25,1.0,20190424
11939,002023.SZ,2018-05-04,1.0,20190424
11940,002023.SZ,2018-05-04,0.0,
11942,002023.SZ,2017-05-17,1.0,20180502
11943,002023.SZ,2016-04-26,1.0,20180502
11945,002023.SZ,2016-04-29,1.0,20180419
11960,002024.SZ,2016-04-26,1.0,20190425
11961,002024.SZ,2019-04-24,0.0,
11964,002024.SZ,2018-09-19,0.0,
11965,002024.SZ,2018-03-08,0.0,
11966,002024.SZ,2016-03-09,1.0,20180308
11967,002024.SZ,2016-01-14,1.0,20180111
11968,002024.SZ,2016-01-13,1.0,20180111
11969,002024.SZ,2016-01-12,1.0,20180111
11970,002024.SZ,2016-01-19,1.0,20180118
11971,002024.SZ,2018-01-17,0.0,
11972,002024.SZ,2018-01-18,0.0,
11973,002024.SZ,2016-04-26,0.0,
11984,002026.SZ,2017-12-19,1.0,20190131
11985,002026.SZ,2016-12-26,1.0,20190117
11986,002026.SZ,2018-06-01,1.0,20180723
11987,002026.SZ,2018-02-06,1.0,20180723
11988,002026.SZ,2016-12-19,1.0,20180723
11989,002026.SZ,2017-12-26,1.0,20180419
11990,002026.SZ,2016-08-12,1.0,20180313
11991,002026.SZ,2018-02-06,0.0,
11992,002026.SZ,2017-12-19,0.0,
11993,002026.SZ,2016-11-15,1.0,20171215
11995,002026.SZ,2016-06-23,1.0,20170306
11996,002026.SZ,2016-12-26,0.0,
11998,002026.SZ,2016-12-19,0.0,
11999,002026.SZ,2016-09-21,0.0,
12018,002029.SZ,2016-01-08,1.0,20190422
12019,002029.SZ,2019-04-22,0.0,
12020,002029.SZ,2016-03-17,1.0,20190401
12021,002029.SZ,2019-04-01,0.0,
12022,002029.SZ,2017-08-01,1.0,20171024
12023,002029.SZ,2017-08-01,1.0,20180801
12024,002029.SZ,2017-08-01,0.0,
12052,002031.SZ,2018-04-02,1.0,20190726
12053,002031.SZ,2018-04-23,1.0,20190620
12054,002031.SZ,2018-04-02,0.0,
12055,002031.SZ,2018-04-02,1.0,20190530
12056,002031.SZ,2018-04-23,0.0,
12058,002031.SZ,2019-04-03,0.0,
12059,002031.SZ,2019-03-19,0.0,
12060,002031.SZ,2017-11-27,0.0,
12061,002031.SZ,2017-11-27,1.0,20181122
12062,002031.SZ,2017-11-17,1.0,20181108
12063,002031.SZ,2017-11-15,1.0,20181030
12064,002031.SZ,2017-09-19,1.0,20180919
12066,002031.SZ,2017-03-21,0.0,
12067,002031.SZ,2017-03-21,1.0,20180419
12068,002031.SZ,2017-04-12,1.0,20180404
12070,002031.SZ,2017-03-14,1.0,20180309
12071,002031.SZ,2016-11-28,1.0,20171124
12073,002031.SZ,2017-11-15,0.0,
12074,002031.SZ,2017-11-17,0.0,
12075,002031.SZ,2016-11-09,1.0,20171108
12076,002031.SZ,2016-11-17,1.0,20171116
12077,002031.SZ,2017-05-12,1.0,20171116
12079,002031.SZ,2017-05-09,1.0,20171109
12080,002031.SZ,2017-09-19,0.0,
12081,002031.SZ,2016-09-21,1.0,20170921
12082,002031.SZ,2016-10-17,1.0,20170413
12083,002031.SZ,2017-03-08,1.0,20170324
12084,002031.SZ,2016-10-10,1.0,20170322
12085,002031.SZ,2016-08-25,1.0,20170317
12087,002031.SZ,2016-03-31,1.0,20161124
12132,002033.SZ,2019-06-04,0.0,
12153,002034.SZ,2018-10-12,1.0,20190718
12154,002034.SZ,2018-01-15,1.0,20190617
12155,002034.SZ,2018-01-15,0.0,
12156,002034.SZ,2018-05-17,1.0,20190508
12157,002034.SZ,2018-05-17,0.0,
12158,002034.SZ,2018-04-19,0.0,
12160,002034.SZ,2018-04-19,1.0,20190314
12161,002034.SZ,2018-01-15,1.0,20190314
12162,002034.SZ,2017-07-03,1.0,20190218
12163,002034.SZ,2018-04-19,1.0,20181218
12164,002034.SZ,2018-01-15,1.0,20181218
12167,002034.SZ,2018-12-10,0.0,
12168,002034.SZ,2018-06-21,1.0,20181210
12169,002034.SZ,2017-12-01,1.0,20181120
12170,002034.SZ,2018-11-20,0.0,
12171,002034.SZ,2018-10-22,0.0,
12172,002034.SZ,2018-10-16,0.0,
12173,002034.SZ,2018-10-12,0.0,
12174,002034.SZ,2018-10-11,0.0,
12175,002034.SZ,2016-09-19,1.0,20181009
12176,002034.SZ,2018-06-21,0.0,
12177,002034.SZ,2018-06-21,1.0,20180803
12180,002034.SZ,2017-12-01,0.0,
12182,002034.SZ,2016-11-08,1.0,20171130
12183,002034.SZ,2016-11-08,1.0,20170921
12184,002034.SZ,2017-07-03,0.0,
12185,002034.SZ,2017-04-28,0.0,
12186,002034.SZ,2017-04-17,0.0,
12187,002034.SZ,2017-03-01,0.0,
12188,002034.SZ,2016-12-23,0.0,
12189,002034.SZ,2016-03-28,1.0,20161019
12190,002034.SZ,2016-09-19,0.0,
12191,002034.SZ,2016-05-13,0.0,
12193,002034.SZ,2016-02-04,0.0,
12203,002035.SZ,2018-12-18,1.0,20190802
12204,002035.SZ,2019-07-30,0.0,
12205,002035.SZ,2017-06-21,1.0,20190618
12206,002035.SZ,2018-10-12,1.0,20190618
12207,002035.SZ,2019-06-17,0.0,
12208,002035.SZ,2018-10-12,1.0,20190514
12209,002035.SZ,2019-05-13,0.0,
12210,002035.SZ,2017-05-23,1.0,20190514
12211,002035.SZ,2019-04-22,0.0,
12212,002035.SZ,2017-05-08,1.0,20190423
12213,002035.SZ,2018-10-12,1.0,20190423
12214,002035.SZ,2018-10-12,1.0,20190226
12215,002035.SZ,2017-02-28,1.0,20190226
12216,002035.SZ,2019-02-20,0.0,
12217,002035.SZ,2017-01-04,1.0,20181214
12218,002035.SZ,2018-10-12,1.0,20181219
12219,002035.SZ,2018-10-12,1.0,20181214
12220,002035.SZ,2016-12-22,1.0,20181219
12221,002035.SZ,2018-12-18,0.0,
12222,002035.SZ,2018-10-12,0.0,
12228,002035.SZ,2017-01-04,0.0,
12229,002035.SZ,2017-01-04,1.0,20171222
12230,002035.SZ,2016-12-22,0.0,
12231,002035.SZ,2017-02-28,1.0,20171222
12232,002035.SZ,2016-12-22,1.0,20171222
12233,002035.SZ,2017-02-28,0.0,
12234,002035.SZ,2017-06-21,0.0,
12235,002035.SZ,2017-05-23,0.0,
12236,002035.SZ,2016-09-06,1.0,20170525
12237,002035.SZ,2016-07-21,1.0,20170510
12238,002035.SZ,2017-05-08,0.0,
12239,002035.SZ,2016-07-21,1.0,20170301
12242,002035.SZ,2016-06-30,1.0,20170301
12243,002035.SZ,2016-01-19,1.0,20160722
12244,002035.SZ,2016-01-07,1.0,20160725
12245,002035.SZ,2016-03-09,1.0,20160706
12248,002035.SZ,2016-03-09,1.0,20160510
12249,002035.SZ,2016-01-19,1.0,20160510
12251,002035.SZ,2016-01-07,1.0,20160510
12258,002036.SZ,2017-05-05,1.0,20190815
12259,002036.SZ,2019-01-17,1.0,20190815
12260,002036.SZ,2018-09-27,1.0,20190809
12261,002036.SZ,2017-03-02,1.0,20190809
12262,002036.SZ,2016-12-14,1.0,20190809
12263,002036.SZ,2017-01-19,1.0,20190809
12265,002036.SZ,2019-01-17,0.0,
12266,002036.SZ,2018-09-27,0.0,
12268,002036.SZ,2016-09-21,1.0,20180925
12269,002036.SZ,2018-02-05,1.0,20180925
12270,002036.SZ,2017-08-15,1.0,20180925
12271,002036.SZ,2018-07-17,0.0,
12272,002036.SZ,2018-03-02,0.0,
12273,002036.SZ,2018-02-05,0.0,
12274,002036.SZ,2017-08-15,0.0,
12275,002036.SZ,2016-09-21,0.0,
12277,002036.SZ,2016-06-24,0.0,
12278,002036.SZ,2016-05-13,0.0,
12279,002036.SZ,2016-01-15,0.0,
12285,002038.SZ,2019-07-11,0.0,
12289,002038.SZ,2018-06-26,0.0,
12290,002038.SZ,2018-01-04,1.0,20180116
12293,002038.SZ,2017-12-19,0.0,
12294,002038.SZ,2016-12-20,0.0,
12304,002041.SZ,2019-03-11,0.0,
12305,002041.SZ,2018-02-05,1.0,20190201
12306,002041.SZ,2018-06-04,1.0,20190201
12307,002041.SZ,2018-06-21,1.0,20190201
12308,002041.SZ,2018-08-03,1.0,20190201
12309,002041.SZ,2018-07-20,0.0,
12310,002041.SZ,2018-01-25,0.0,
12311,002041.SZ,2018-06-05,0.0,
12312,002041.SZ,2018-06-01,0.0,
12314,002041.SZ,2018-01-23,0.0,
12315,002041.SZ,2019-01-15,0.0,
12316,002041.SZ,2018-08-03,0.0,
12320,002041.SZ,2018-06-21,0.0,
12323,002041.SZ,2018-06-04,0.0,
12324,002041.SZ,2017-05-24,1.0,20180206
12325,002041.SZ,2017-05-24,1.0,20180124
12326,002041.SZ,2018-02-05,0.0,
12328,002041.SZ,2017-02-06,1.0,20180206
12330,002041.SZ,2017-01-24,1.0,20180124
12331,002042.SZ,2016-02-15,1.0,20180629
12333,002042.SZ,2016-02-15,0.0,
12336,002043.SZ,2017-04-10,1.0,20190410
12337,002043.SZ,2017-03-30,1.0,20190329
12338,002043.SZ,2018-10-23,0.0,
12340,002043.SZ,2018-08-22,0.0,
12341,002043.SZ,2017-03-30,1.0,20180817
12342,002043.SZ,2017-04-10,1.0,20180817
12344,002043.SZ,2017-04-10,0.0,
12347,002043.SZ,2018-08-10,0.0,
12348,002043.SZ,2018-04-27,1.0,20180713
12350,002043.SZ,2018-07-04,0.0,
12351,002043.SZ,2017-04-10,1.0,20180629
12352,002043.SZ,2017-03-30,1.0,20180629
12353,002043.SZ,2018-04-27,0.0,
12355,002043.SZ,2018-03-14,0.0,
12360,002043.SZ,2016-09-23,1.0,20171221
12361,002043.SZ,2016-09-23,0.0,
12362,002043.SZ,2017-12-21,0.0,
12363,002043.SZ,2017-05-11,0.0,
12366,002043.SZ,2016-02-03,1.0,20170427
12368,002043.SZ,2016-02-03,0.0,
12370,002043.SZ,2017-03-30,0.0,
12381,002044.SZ,2019-06-28,0.0,
12382,002044.SZ,2019-07-01,0.0,
12387,002044.SZ,2016-10-13,1.0,20190704
12388,002044.SZ,2016-09-29,1.0,20190704
12389,002044.SZ,2016-11-09,1.0,20190704
12390,002044.SZ,2016-11-30,1.0,20190704
12391,002044.SZ,2016-12-07,1.0,20190704
12392,002044.SZ,2017-05-17,1.0,20190701
12396,002044.SZ,2019-06-21,0.0,
12397,002044.SZ,2018-07-16,1.0,20190613
12398,002044.SZ,2019-06-06,0.0,
12404,002044.SZ,2019-06-04,0.0,
12405,002044.SZ,2019-05-28,0.0,
12407,002044.SZ,2017-05-03,1.0,20190522
12408,002044.SZ,2019-05-16,0.0,
12410,002044.SZ,2019-05-08,0.0,
12411,002044.SZ,2019-04-29,0.0,
12412,002044.SZ,2017-04-18,1.0,20190506
12413,002044.SZ,2017-06-22,1.0,20190506
12414,002044.SZ,2017-11-29,1.0,20190305
12415,002044.SZ,2018-02-26,1.0,20190225
12416,002044.SZ,2017-02-28,1.0,20190122
12417,002044.SZ,2017-08-25,1.0,20180830
12419,002044.SZ,2018-07-16,0.0,
12420,002044.SZ,2017-06-29,1.0,20180629
12421,002044.SZ,2017-06-22,0.0,
12422,002044.SZ,2017-06-22,1.0,20180627
12423,002044.SZ,2016-08-30,1.0,20180611
12424,002044.SZ,2018-03-08,0.0,
12425,002044.SZ,2018-02-26,0.0,
12426,002044.SZ,2017-11-30,1.0,20180122
12429,002044.SZ,2018-01-18,0.0,
12431,002044.SZ,2017-11-30,1.0,20180115
12433,002044.SZ,2016-12-30,1.0,20171229
12434,002044.SZ,2017-11-30,1.0,20171226
12435,002044.SZ,2017-12-19,0.0,
12439,002044.SZ,2017-11-29,0.0,
12444,002044.SZ,2017-11-23,0.0,
12446,002044.SZ,2017-06-20,1.0,20171011
12448,002044.SZ,2017-08-25,0.0,
12449,002044.SZ,2017-06-29,0.0,
12451,002044.SZ,2017-04-17,1.0,20170607
12452,002044.SZ,2017-05-17,0.0,
12453,002044.SZ,2016-03-24,1.0,20170502
12454,002044.SZ,2017-05-09,0.0,
12455,002044.SZ,2016-02-03,1.0,20170502
12456,002044.SZ,2017-05-03,0.0,
12457,002044.SZ,2017-04-18,0.0,
12458,002044.SZ,2017-02-28,0.0,
12459,002044.SZ,2016-12-07,0.0,
12460,002044.SZ,2016-11-30,0.0,
12467,002044.SZ,2016-11-09,0.0,
12469,002044.SZ,2016-10-13,0.0,
12470,002044.SZ,2016-09-29,0.0,
12471,002044.SZ,2016-08-30,0.0,
12472,002044.SZ,2016-02-24,0.0,
12474,002044.SZ,2016-01-12,0.0,
12499,002045.SZ,2016-11-23,1.0,20190709
12500,002045.SZ,2019-05-30,0.0,
12501,002045.SZ,2018-12-24,1.0,20190517
12502,002045.SZ,2016-12-22,1.0,20190517
12503,002045.SZ,2018-12-24,0.0,
12504,002045.SZ,2016-12-26,1.0,20181220
12505,002045.SZ,2016-12-27,1.0,20181220
12509,002045.SZ,2016-12-26,0.0,
12510,002045.SZ,2016-12-27,0.0,
12511,002045.SZ,2016-12-22,0.0,
12514,002045.SZ,2016-11-23,0.0,
12526,002047.SZ,2017-01-18,1.0,20190828
12527,002047.SZ,2017-01-18,0.0,
12530,002047.SZ,2019-06-06,0.0,
12531,002047.SZ,2017-06-05,1.0,20190603
12532,002047.SZ,2018-06-05,0.0,
12533,002047.SZ,2019-05-17,0.0,
12534,002047.SZ,2017-04-01,1.0,20190418
12535,002047.SZ,2019-04-09,0.0,
12536,002047.SZ,2018-01-31,1.0,20190328
12537,002047.SZ,2019-01-30,1.0,20190328
12538,002047.SZ,2019-03-19,0.0,
12540,002047.SZ,2017-01-18,1.0,20190315
12541,002047.SZ,2017-01-18,1.0,20190118
12542,002047.SZ,2018-01-31,0.0,
12544,002047.SZ,2019-01-30,0.0,
