ts_code,start_date,release_date,pledge_price,forcast_close_line,is_reach_close_line,close_date
002165.SZ,2017-06-02,,5.524,3.8667999999999996,True,2018-06-21
002165.SZ,2016-07-08,2017-01-25,8.7342,6.1139399999999995,False,
002165.SZ,2016-05-17,2017-01-25,8.1172,5.68204,False,
002165.SZ,2017-01-10,,8.3968,5.87776,True,2017-05-23
002165.SZ,2017-01-09,,8.5511,5.98577,True,2017-05-23
002166.SZ,2016-10-17,,9.6704,6.76928,True,2018-06-19
002166.SZ,2016-10-20,,9.8655,6.90585,True,2018-06-19
002166.SZ,2016-10-25,,9.9673,6.97711,True,2018-06-19
002166.SZ,2016-10-28,,10.0097,7.00679,True,2018-06-19
002166.SZ,2017-12-18,,8.6185,6.032949999999999,True,2018-06-27
002166.SZ,2018-06-20,,6.013,4.209099999999999,False,
002166.SZ,2018-10-12,,5.2881,3.7016699999999996,False,
002166.SZ,2018-10-19,,4.8616,3.40312,False,
002166.SZ,2017-12-18,2019-06-12,8.6185,6.032949999999999,True,2018-06-27
002166.SZ,2018-06-20,2019-06-12,6.013,4.209099999999999,False,
002166.SZ,2018-10-19,2019-06-12,4.8616,3.40312,False,
002166.SZ,2018-10-12,2019-06-12,5.2881,3.7016699999999996,False,
002166.SZ,2019-05-06,,8.0324,5.62268,False,
002166.SZ,2017-03-10,2018-01-16,11.1973,7.8381099999999995,False,
002166.SZ,2017-02-13,2018-01-16,10.2642,7.18494,False,
002166.SZ,2017-01-09,2018-01-03,10.3236,7.22652,False,
002166.SZ,2017-01-10,2017-12-22,10.3914,7.27398,False,
002166.SZ,2016-10-25,2017-10-20,9.9673,6.97711,False,
002166.SZ,2016-09-13,,10.1115,7.078049999999999,True,2018-06-15
002166.SZ,2016-06-20,2017-01-06,9.3311,6.531769999999999,False,
002166.SZ,2016-05-30,2016-10-27,8.8306,6.18142,False,
002166.SZ,2016-09-01,,9.7467,6.82269,True,2018-06-19
002166.SZ,2016-03-15,2016-10-21,9.622,6.735399999999999,False,
002166.SZ,2016-05-12,,8.9069,6.23483,True,2018-06-21
002166.SZ,2016-05-11,,9.2632,6.484239999999999,True,2018-06-19
002166.SZ,2016-03-09,2016-10-21,9.5797,6.70579,False,
002166.SZ,2016-03-11,2016-10-12,9.1235,6.38645,False,
002166.SZ,2016-03-17,2016-10-18,9.5459,6.682129999999999,False,
002166.SZ,2016-03-09,,9.5797,6.70579,True,2018-06-19
002167.SZ,2019-07-09,,6.82,4.774,False,
002167.SZ,2019-06-06,,6.84,4.787999999999999,False,
002167.SZ,2018-05-10,2019-04-16,8.26,5.781999999999999,True,2018-10-11
002167.SZ,2018-10-12,2019-04-16,5.21,3.647,False,
002167.SZ,2018-12-20,2019-04-22,5.46,3.8219999999999996,False,
002167.SZ,2019-04-18,,8.47,5.929,False,
002167.SZ,2018-10-12,,5.21,3.647,False,
002167.SZ,2018-12-20,,5.46,3.8219999999999996,False,
002167.SZ,2018-05-31,,7.24,5.068,True,2018-10-18
002167.SZ,2018-05-10,,8.26,5.781999999999999,True,2018-10-11
002167.SZ,2018-05-02,,8.19,5.733,True,2018-10-12
002167.SZ,2018-02-09,,7.9,5.53,True,2018-10-15
002167.SZ,2016-03-31,2018-01-18,8.99,6.293,False,
002167.SZ,2017-08-17,,12.23,8.561,True,2018-02-06
002167.SZ,2016-12-20,2017-08-15,13.4,9.379999999999999,False,
002167.SZ,2016-01-26,2016-12-19,7.75,5.425,False,
002168.SZ,2019-03-12,,11.36,7.951999999999999,True,2019-08-15
002168.SZ,2016-06-21,2017-06-02,13.62,9.533999999999999,False,
002168.SZ,2016-06-14,2017-06-02,13.15,9.205,False,
002169.SZ,2019-06-03,,5.7183,4.00281,False,
002169.SZ,2018-05-29,,4.9094,3.4365799999999997,True,2018-10-15
002169.SZ,2018-02-01,,4.5581,3.1906699999999995,False,
002169.SZ,2017-10-30,,6.149,4.3043,True,2018-02-06
002169.SZ,2016-06-03,2017-05-05,10.4636,7.324519999999999,False,
002169.SZ,2016-10-31,,9.3637,6.554589999999999,True,2017-07-17
002170.SZ,2017-11-16,2019-07-31,6.86,4.802,True,2018-02-02
002170.SZ,2017-11-16,,6.86,4.802,True,2018-02-02
002170.SZ,2019-06-20,,3.42,2.3939999999999997,False,
002170.SZ,2018-08-14,2019-05-16,3.25,2.275,False,
002170.SZ,2017-10-18,2018-11-01,7.56,5.292,True,2018-02-01
002170.SZ,2018-08-23,2018-11-01,3.1,2.17,False,
002170.SZ,2018-02-05,2018-11-01,4.61,3.227,True,2018-08-16
002170.SZ,2018-06-19,2018-11-01,3.66,2.562,True,2018-10-15
002170.SZ,2018-10-18,2018-11-01,2.33,1.631,False,
002170.SZ,2018-10-18,,2.33,1.631,False,
002170.SZ,2018-10-12,,2.48,1.736,False,
002170.SZ,2017-09-18,2018-09-21,7.97,5.579,True,2018-02-01
002170.SZ,2018-06-21,2018-09-21,3.31,2.3169999999999997,False,
002170.SZ,2018-06-22,2018-09-21,3.22,2.254,False,
002170.SZ,2017-06-27,2018-09-13,7.09,4.962999999999999,True,2018-02-02
002170.SZ,2018-06-25,2018-09-13,3.32,2.324,False,
002170.SZ,2018-08-23,,3.1,2.17,False,
002170.SZ,2018-08-14,,3.25,2.275,False,
002170.SZ,2018-06-22,,3.22,2.254,False,
002170.SZ,2018-06-19,,3.66,2.562,True,2018-10-15
002170.SZ,2018-06-14,,4.23,2.9610000000000003,True,2018-10-11
002170.SZ,2018-02-05,,4.61,3.227,True,2018-08-16
002170.SZ,2016-11-21,2017-11-17,9.836,6.8852,True,2017-07-17
002170.SZ,2017-07-18,2017-10-19,6.58,4.606,False,
002170.SZ,2017-10-18,,7.56,5.292,True,2018-02-01
002170.SZ,2016-10-20,2017-10-19,10.0747,7.052289999999999,True,2017-06-02
002170.SZ,2017-09-18,,7.97,5.579,True,2018-02-01
002170.SZ,2017-09-05,,7.23,5.061,True,2018-02-02
002170.SZ,2017-06-27,,7.09,4.962999999999999,True,2018-02-02
002171.SZ,2017-08-16,2019-04-25,7.9423,5.55961,True,2018-09-07
002171.SZ,2018-05-04,2019-04-25,6.6895,4.68265,True,2018-10-11
002171.SZ,2017-05-04,2019-04-25,7.4025,5.181749999999999,True,2018-10-08
002171.SZ,2018-10-15,2019-04-25,4.27,2.9889999999999994,False,
002171.SZ,2019-04-24,,6.22,4.353999999999999,False,
002171.SZ,2018-04-27,2019-04-22,6.8078,4.76546,True,2018-10-11
002171.SZ,2018-10-19,2019-04-19,4.08,2.856,False,
002171.SZ,2018-10-15,2019-04-22,4.27,2.9889999999999994,False,
002171.SZ,2019-04-22,,6.58,4.606,False,
002171.SZ,2018-02-13,2019-04-18,6.2068,4.34476,True,2018-10-15
002171.SZ,2018-10-25,2019-04-18,4.38,3.066,False,
002171.SZ,2019-04-15,,6.62,4.6339999999999995,False,
002171.SZ,2018-04-23,2019-04-11,6.857,4.7999,True,2018-10-11
002171.SZ,2018-10-11,2019-04-11,4.55,3.1849999999999996,False,
002171.SZ,2018-10-12,2019-03-26,4.15,2.9050000000000002,False,
002171.SZ,2018-03-28,2019-03-26,6.5122,4.55854,True,2018-10-11
002171.SZ,2018-10-25,,4.38,3.066,False,
002171.SZ,2018-10-19,,4.08,2.856,False,
002171.SZ,2018-10-15,,4.27,2.9889999999999994,False,
002171.SZ,2018-10-11,,4.55,3.1849999999999996,False,
002171.SZ,2018-10-12,,4.15,2.9050000000000002,False,
002171.SZ,2017-07-14,2018-07-10,7.3099,5.11693,False,
002171.SZ,2017-06-15,,6.9739,4.88173,True,2018-10-11
002171.SZ,2017-06-15,2018-07-10,6.9739,4.88173,False,
002171.SZ,2016-05-26,2018-05-10,6.8181,4.77267,False,
002171.SZ,2016-05-30,2018-05-03,6.9009,4.830629999999999,False,
002171.SZ,2018-05-04,,6.6895,4.68265,True,2018-10-11
002171.SZ,2018-04-27,,6.8078,4.76546,True,2018-10-11
002171.SZ,2018-04-23,,6.857,4.7999,True,2018-10-11
002171.SZ,2016-06-06,2018-03-30,7.5486,5.28402,False,
002171.SZ,2018-03-28,,6.5122,4.55854,True,2018-10-11
002171.SZ,2018-02-13,,6.2068,4.34476,True,2018-10-15
002171.SZ,2017-07-14,2017-08-15,7.3099,5.11693,False,
002171.SZ,2017-07-14,,7.3099,5.11693,True,2018-10-09
002171.SZ,2017-08-16,,7.9423,5.55961,True,2018-09-07
002171.SZ,2017-06-15,2017-08-15,6.9739,4.88173,False,
002171.SZ,2016-06-13,2017-06-19,7.3684,5.15788,False,
002171.SZ,2016-05-09,2017-05-08,6.8778,4.8144599999999995,False,
002171.SZ,2017-05-04,,7.4025,5.181749999999999,True,2018-10-08
002171.SZ,2016-06-03,2017-04-28,7.4414,5.2089799999999995,False,
002171.SZ,2017-04-25,,7.1931,5.03517,True,2018-10-11
002171.SZ,2016-06-01,2017-01-20,7.3538,5.147659999999999,False,
002171.SZ,2016-06-27,,8.283999999999999,5.798799999999999,True,2018-02-06
002171.SZ,2016-05-30,,6.9009,4.830629999999999,True,2018-10-11
002171.SZ,2016-05-26,,6.8181,4.77267,True,2018-10-11
002172.SZ,2016-11-14,2019-08-19,10.92,7.643999999999999,True,2017-05-11
002172.SZ,2016-11-14,,10.92,7.643999999999999,True,2017-05-11
002172.SZ,2018-03-13,2018-11-02,5.54,3.8779999999999997,True,2018-10-11
002172.SZ,2017-05-24,,7.19,5.033,True,2018-02-06
002172.SZ,2018-11-06,,3.79,2.653,False,
002172.SZ,2017-05-24,2018-11-02,7.19,5.033,True,2018-02-06
002172.SZ,2018-07-19,2018-11-02,4.52,3.1639999999999997,False,
002172.SZ,2018-10-16,,3.43,2.401,False,
002172.SZ,2018-08-21,2018-10-15,4.45,3.1149999999999998,False,
002172.SZ,2018-09-26,,4.16,2.912,False,
002172.SZ,2018-08-21,,4.45,3.1149999999999998,False,
002172.SZ,2018-05-03,2018-08-09,4.64,3.2479999999999998,False,
002172.SZ,2018-03-13,,5.54,3.8779999999999997,True,2018-10-11
002172.SZ,2018-07-09,2018-08-09,4.34,3.038,False,
002172.SZ,2018-03-13,2018-08-09,5.54,3.8779999999999997,False,
002172.SZ,2018-08-09,,4.53,3.171,False,
002172.SZ,2018-02-06,2018-08-09,4.9,3.43,False,
002172.SZ,2017-08-09,2018-08-09,8.31,5.817,True,2018-01-31
002172.SZ,2018-07-19,,4.52,3.1639999999999997,False,
002172.SZ,2017-06-23,2018-06-20,7.66,5.362,True,2018-02-01
002172.SZ,2018-02-06,,4.9,3.43,True,2018-10-18
002172.SZ,2017-01-10,2018-01-26,11.12,7.783999999999999,True,2017-05-10
002172.SZ,2017-12-26,,5.89,4.122999999999999,True,2018-09-10
002172.SZ,2017-11-22,,6.49,4.543,True,2018-07-05
002172.SZ,2017-08-25,,7.84,5.4879999999999995,True,2018-02-01
002172.SZ,2017-08-09,,8.31,5.817,True,2018-01-31
002172.SZ,2017-06-23,,7.66,5.362,True,2018-02-01
002172.SZ,2016-04-27,2017-04-27,11.56,8.092,False,
002172.SZ,2016-08-23,2017-04-10,11.6,8.12,False,
002172.SZ,2017-02-24,,10.8,7.56,True,2017-05-23
002172.SZ,2017-01-16,,9.82,6.874,True,2017-11-17
002173.SZ,2018-04-10,2019-03-25,12.8932,9.02524,True,2018-10-11
002173.SZ,2018-09-11,,10.65,7.455,True,2018-12-27
002173.SZ,2017-12-22,2018-05-08,13.2998,9.309859999999999,False,
002173.SZ,2017-08-10,2018-05-08,14.3908,10.07356,False,
002173.SZ,2017-12-22,,13.2998,9.309859999999999,True,2018-10-11
002173.SZ,2017-08-10,,14.3908,10.07356,True,2018-10-08
002173.SZ,2018-04-10,,12.8932,9.02524,True,2018-10-11
002173.SZ,2018-01-25,2018-04-09,12.1097,8.47679,False,
002173.SZ,2016-03-28,2017-12-22,18.2588,12.78116,False,
002173.SZ,2016-09-05,,19.0423,13.32961,True,2017-12-25
002173.SZ,2016-09-05,2017-12-22,19.0423,13.32961,False,
002173.SZ,2017-08-10,2017-12-22,14.3908,10.07356,False,
002173.SZ,2017-06-21,2017-08-29,16.0967,11.267689999999998,False,
002173.SZ,2016-03-10,2017-08-22,16.4636,11.524519999999999,False,
002173.SZ,2017-07-24,,14.4801,10.13607,True,2018-10-08
002173.SZ,2016-03-28,2017-06-15,18.2588,12.78116,False,
002173.SZ,2017-06-15,,16.0669,11.24683,True,2018-02-06
002173.SZ,2016-09-05,2017-06-15,19.0423,13.32961,False,
002173.SZ,2016-05-19,,16.781,11.746699999999999,True,2018-02-02
002173.SZ,2016-03-14,,16.662,11.6634,True,2018-02-02
002173.SZ,2016-02-03,,20.5498,14.38486,True,2017-08-11
002174.SZ,2018-08-17,2019-08-22,14.3853,10.06971,False,
002174.SZ,2018-08-07,2019-08-22,16.4944,11.546079999999998,False,
002174.SZ,2018-08-08,2019-08-22,16.6635,11.664449999999999,False,
002174.SZ,2018-10-11,2019-08-22,14.02,9.813999999999998,False,
002174.SZ,2017-11-30,2019-08-22,20.6528,14.456959999999999,True,2018-10-11
002174.SZ,2017-06-15,2019-08-22,30.4126,21.28882,True,2017-11-29
002174.SZ,2019-07-26,2019-08-22,14.91,10.437,False,
002174.SZ,2017-08-18,2019-08-22,29.2482,20.47374,True,2018-02-08
002174.SZ,2017-07-27,,28.4324,19.90268,True,2018-06-08
002174.SZ,2017-11-28,,21.3393,14.93751,True,2018-08-17
002174.SZ,2018-08-03,,17.5091,12.256369999999999,False,
002174.SZ,2018-08-13,,16.5939,11.615730000000001,False,
002174.SZ,2018-08-17,,14.3853,10.06971,False,
002174.SZ,2018-08-07,,16.4944,11.546079999999998,False,
002174.SZ,2018-08-08,,16.6635,11.664449999999999,False,
002174.SZ,2018-08-09,,16.762999999999998,11.734099999999998,False,
002174.SZ,2018-10-11,,14.02,9.813999999999998,False,
002174.SZ,2017-11-30,,20.6528,14.456959999999999,True,2018-10-11
002174.SZ,2017-08-18,,29.2482,20.47374,True,2018-02-08
002174.SZ,2017-06-15,,30.4126,21.28882,True,2017-11-29
002174.SZ,2019-07-26,,14.91,10.437,False,
002174.SZ,2017-08-01,,29.9744,20.98208,True,2017-11-29
002174.SZ,2019-07-04,,18.5,12.95,False,
002174.SZ,2017-06-29,,31.0677,21.74739,True,2017-11-27
002174.SZ,2018-06-26,,18.9616,13.27312,True,2019-08-13
002174.SZ,2018-08-23,,15.41,10.786999999999999,False,
002174.SZ,2018-08-10,,16.7232,11.706239999999998,False,
002174.SZ,2018-09-21,,14.62,10.233999999999998,False,
002174.SZ,2017-05-03,2019-04-29,28.4671,19.926969999999997,True,2018-06-08
002174.SZ,2017-11-30,2019-04-29,20.6528,14.456959999999999,True,2018-10-11
002174.SZ,2018-02-12,2019-04-19,19.6978,13.78846,False,
002174.SZ,2018-08-13,2019-04-29,16.5939,11.615730000000001,False,
002174.SZ,2018-08-17,2019-04-29,14.3853,10.06971,False,
002174.SZ,2018-08-17,2019-04-19,14.3853,10.06971,False,
002174.SZ,2018-10-17,2019-04-19,13.75,9.625,False,
002174.SZ,2018-10-11,2019-04-29,14.02,9.813999999999998,False,
002174.SZ,2017-10-17,2019-04-19,24.284000000000002,16.9988,True,2018-08-06
002174.SZ,2017-07-19,2019-04-19,27.8554,19.49878,True,2018-06-22
002174.SZ,2018-08-20,,14.4749,10.13243,False,
002174.SZ,2018-07-20,,18.3249,12.82743,False,
002174.SZ,2016-12-05,,27.5937,19.315589999999997,True,2018-06-26
002174.SZ,2018-08-06,,16.4148,11.490359999999999,False,
002174.SZ,2018-08-16,,15.6289,10.94023,False,
002174.SZ,2018-05-14,2018-12-25,21.3691,14.958369999999999,True,2018-08-17
002174.SZ,2018-09-17,2019-02-13,14.5,10.149999999999999,False,
002174.SZ,2018-02-13,2019-02-13,20.3245,14.22715,True,2018-10-11
002174.SZ,2017-10-17,,24.284000000000002,16.9988,True,2018-08-06
002174.SZ,2018-02-12,,19.6978,13.78846,True,2019-08-06
002174.SZ,2017-07-19,,27.8554,19.49878,True,2018-06-22
002174.SZ,2018-05-14,,21.3691,14.958369999999999,True,2018-08-17
002174.SZ,2018-10-17,,13.75,9.625,False,
002174.SZ,2018-09-17,,14.5,10.149999999999999,False,
002174.SZ,2017-12-05,2018-08-22,20.2947,14.206289999999997,False,
002174.SZ,2017-07-19,2018-08-23,27.8554,19.49878,True,2018-06-22
002174.SZ,2017-06-28,2018-08-22,30.9784,21.68488,True,2017-11-27
002174.SZ,2017-07-14,2018-08-23,29.3477,20.54339,True,2018-02-08
002174.SZ,2017-11-30,2018-08-23,20.6528,14.456959999999999,False,
002174.SZ,2017-07-13,2018-08-23,29.3079,20.51553,True,2018-02-08
002174.SZ,2018-08-15,,16.1363,11.295409999999999,False,
002174.SZ,2018-07-12,2018-08-13,18.8223,13.175609999999999,False,
002174.SZ,2018-08-03,2018-08-10,17.5091,12.256369999999999,False,
002174.SZ,2017-11-30,2018-08-10,20.6528,14.456959999999999,False,
002174.SZ,2018-08-08,2018-08-10,16.6635,11.664449999999999,False,
002174.SZ,2018-06-29,2018-08-10,18.9715,13.28005,False,
002174.SZ,2018-08-07,2018-08-10,16.4944,11.546079999999998,False,
002174.SZ,2018-08-01,,18.4144,12.89008,False,
002174.SZ,2017-07-19,2018-07-19,27.8554,19.49878,True,2018-06-22
002174.SZ,2017-11-30,2018-07-19,20.6528,14.456959999999999,False,
002174.SZ,2017-07-19,2018-07-06,27.8554,19.49878,True,2018-06-22
002174.SZ,2017-06-09,2018-07-06,30.8295,21.58065,True,2017-11-27
002174.SZ,2017-06-08,2018-07-06,30.8196,21.573719999999998,True,2017-11-27
002174.SZ,2017-07-13,2018-05-04,29.3079,20.51553,True,2018-02-08
002174.SZ,2017-07-12,2018-05-18,29.1985,20.43895,True,2018-02-08
002174.SZ,2017-07-13,2018-05-18,29.3079,20.51553,True,2018-02-08
002174.SZ,2017-07-13,2018-05-07,29.3079,20.51553,True,2018-02-08
002174.SZ,2017-07-12,,29.1985,20.43895,True,2018-02-08
002174.SZ,2017-06-07,2018-05-04,28.616,20.0312,False,
002174.SZ,2018-02-13,,20.3245,14.22715,True,2018-10-11
002174.SZ,2018-02-09,,18.1956,12.736919999999998,False,
002174.SZ,2018-01-02,,21.9262,15.34834,True,2018-08-17
002174.SZ,2016-12-15,2017-12-15,25.0229,17.516029999999997,False,
002174.SZ,2017-12-05,,20.2947,14.206289999999997,True,2018-10-11
002174.SZ,2017-07-24,,28.4523,19.91661,True,2018-06-08
002174.SZ,2016-08-24,2017-07-21,28.5267,19.96869,False,
002174.SZ,2016-06-23,2017-07-14,27.4249,19.19743,False,
002174.SZ,2017-07-14,,29.3477,20.54339,True,2018-02-08
002174.SZ,2017-07-13,,29.3079,20.51553,True,2018-02-08
002174.SZ,2016-11-10,2017-07-11,26.611,18.6277,False,
002174.SZ,2017-07-10,,29.3009,20.51063,True,2018-02-08
002174.SZ,2016-05-30,2017-07-10,28.884,20.218799999999998,False,
002174.SZ,2017-07-04,,31.6632,22.16424,True,2017-11-23
002174.SZ,2016-08-29,2017-07-03,27.9709,19.579629999999998,False,
002174.SZ,2017-06-28,,30.9784,21.68488,True,2017-11-27
002174.SZ,2017-06-20,,29.7873,20.85111,True,2017-11-29
002174.SZ,2016-07-07,2017-06-14,30.0751,21.05257,False,
002174.SZ,2017-06-12,,30.5416,21.379119999999997,True,2017-11-29
002174.SZ,2017-06-09,,30.8295,21.58065,True,2017-11-27
002174.SZ,2017-06-08,,30.8196,21.573719999999998,True,2017-11-27
002174.SZ,2017-06-07,,28.616,20.0312,True,2018-06-08
002174.SZ,2016-07-05,2017-06-05,31.0181,21.71267,False,
002174.SZ,2016-06-22,2017-06-01,27.2562,19.07934,False,
002174.SZ,2017-05-03,,28.4671,19.926969999999997,True,2018-06-08
002174.SZ,2016-05-11,2017-04-25,28.8344,20.184079999999998,False,
002175.SZ,2019-07-29,,2.01,1.4069999999999998,False,
002175.SZ,2019-04-16,2019-05-10,4.99,3.493,True,2019-05-09
002175.SZ,2019-01-22,2019-05-08,3.3,2.3099999999999996,False,
002175.SZ,2019-01-24,2019-05-08,3.27,2.2889999999999997,False,
002175.SZ,2019-01-25,2019-05-09,3.23,2.2609999999999997,False,
002175.SZ,2019-04-16,,4.99,3.493,True,2019-05-09
002175.SZ,2016-05-03,2019-03-07,17.688,12.381599999999999,True,2017-07-17
002175.SZ,2018-04-11,2019-03-07,6.49,4.543,True,2018-05-30
002175.SZ,2016-05-03,,17.688,12.381599999999999,True,2017-07-17
002175.SZ,2019-01-25,,3.23,2.2609999999999997,True,2019-05-24
002175.SZ,2016-05-03,2019-01-25,17.688,12.381599999999999,True,2017-07-17
002175.SZ,2019-01-24,,3.27,2.2889999999999997,True,2019-05-24
002175.SZ,2016-05-03,2019-01-23,17.688,12.381599999999999,True,2017-07-17
002175.SZ,2016-05-03,2019-01-21,17.688,12.381599999999999,True,2017-07-17
002175.SZ,2019-01-22,,3.3,2.3099999999999996,True,2019-05-24
002175.SZ,2019-01-18,,3.29,2.303,True,2019-05-24
002175.SZ,2016-05-03,2019-01-17,17.688,12.381599999999999,True,2017-07-17
002175.SZ,2018-06-13,,4.15,2.9050000000000002,True,2019-01-31
002175.SZ,2018-04-11,,6.49,4.543,True,2018-05-30
002175.SZ,2018-04-04,,6.44,4.508,True,2018-05-30
002175.SZ,2018-02-23,,7.45,5.215,True,2018-05-16
002175.SZ,2017-11-20,,8.22,5.7540000000000004,True,2018-04-17
002175.SZ,2017-10-31,,9.24,6.468,True,2018-04-04
002175.SZ,2016-05-06,2017-05-10,17.6573,12.360109999999999,False,
002176.SZ,2018-08-31,2019-08-16,7.61,5.327,True,2019-01-31
002176.SZ,2019-06-28,,4.84,3.388,False,
002176.SZ,2018-07-06,2019-06-27,9.08,6.356,True,2018-10-11
002176.SZ,2019-02-11,2019-06-27,4.57,3.199,False,
002176.SZ,2019-02-01,2019-06-20,4.5,3.15,False,
002176.SZ,2018-06-26,2019-06-20,9.03,6.320999999999999,True,2018-10-11
002176.SZ,2019-06-11,,4.75,3.3249999999999997,False,
002176.SZ,2019-04-25,,6.38,4.465999999999999,True,2019-07-22
002176.SZ,2019-01-21,2019-04-02,6.1,4.27,False,
002176.SZ,2019-01-21,,6.1,4.27,True,2019-07-31
002176.SZ,2019-02-01,,4.5,3.15,False,
002176.SZ,2019-02-11,,4.57,3.199,False,
002176.SZ,2018-10-11,2019-01-23,6.17,4.319,False,
002176.SZ,2018-03-02,2019-01-23,11.7791,8.24537,True,2018-08-20
002176.SZ,2018-11-27,,5.95,4.165,True,2019-08-06
002176.SZ,2018-11-26,,5.88,4.116,True,2019-08-06
002176.SZ,2018-10-11,,6.17,4.319,True,2019-07-30
002176.SZ,2018-09-17,,7.19,5.033,True,2019-01-31
002176.SZ,2018-01-16,2018-09-05,10.4315,7.3020499999999995,False,
002176.SZ,2018-01-16,2018-09-04,10.4315,7.3020499999999995,False,
002176.SZ,2018-08-20,2018-09-04,8.01,5.606999999999999,False,
002176.SZ,2018-08-31,,7.61,5.327,True,2019-01-31
002176.SZ,2018-09-03,,7.33,5.130999999999999,True,2019-01-31
002176.SZ,2017-02-03,2018-08-23,11.0076,7.7053199999999995,False,
002176.SZ,2017-02-03,2018-08-03,11.0076,7.7053199999999995,False,
002176.SZ,2018-07-06,,9.08,6.356,True,2018-10-11
002176.SZ,2018-01-15,2018-07-09,10.3815,7.26705,False,
002176.SZ,2018-06-26,,9.03,6.320999999999999,True,2018-10-11
002176.SZ,2018-03-02,,11.7791,8.24537,True,2018-08-20
002176.SZ,2017-01-23,2018-01-23,10.7484,7.523879999999999,False,
002176.SZ,2018-01-16,,10.4315,7.3020499999999995,True,2018-09-10
002176.SZ,2018-01-15,,10.3815,7.26705,True,2018-09-10
002176.SZ,2017-02-03,,11.0076,7.7053199999999995,True,2018-08-31
002177.SZ,2018-12-20,,3.33,2.331,False,
002177.SZ,2019-03-22,,4.5,3.15,False,
002177.SZ,2018-12-18,2019-02-22,3.31,2.3169999999999997,False,
002177.SZ,2018-03-02,2019-01-07,4.5476,3.1833199999999997,True,2018-10-11
002177.SZ,2018-10-16,2019-01-07,2.61,1.8269999999999997,False,
002177.SZ,2018-12-18,,3.31,2.3169999999999997,False,
002177.SZ,2018-06-19,2018-11-20,3.65,2.5549999999999997,False,
002177.SZ,2018-10-11,2018-11-20,2.92,2.044,False,
002177.SZ,2017-11-30,2018-11-20,4.9864,3.49048,True,2018-08-06
002177.SZ,2018-06-19,2018-11-08,3.65,2.5549999999999997,False,
002177.SZ,2018-10-11,2018-11-08,2.92,2.044,False,
002177.SZ,2017-11-27,2018-11-08,4.9565,3.46955,True,2018-08-17
002177.SZ,2018-10-16,,2.61,1.8269999999999997,False,
002177.SZ,2018-02-07,2018-10-12,4.039,2.8272999999999997,True,2018-10-12
002177.SZ,2018-08-23,2018-10-12,3.41,2.387,False,
002177.SZ,2017-11-20,2018-10-12,4.9665,3.4765499999999996,True,2018-08-16
002177.SZ,2018-10-11,,2.92,2.044,False,
002177.SZ,2018-06-19,2018-10-12,3.65,2.5549999999999997,False,
002177.SZ,2018-07-12,2018-10-12,3.52,2.464,False,
002177.SZ,2017-05-12,2018-10-12,5.8441,4.09087,True,2018-06-15
002177.SZ,2017-11-13,2018-10-12,5.4452,3.8116399999999997,True,2018-06-19
002177.SZ,2018-06-19,,3.65,2.5549999999999997,False,
002177.SZ,2017-06-29,2018-05-29,5.5947,3.9162899999999996,False,
002177.SZ,2018-03-02,,4.5476,3.1833199999999997,True,2018-10-11
002177.SZ,2017-11-20,2018-02-26,4.9665,3.4765499999999996,False,
002177.SZ,2017-03-22,2018-02-26,7.5394,5.2775799999999995,True,2017-07-17
002177.SZ,2018-02-07,2018-02-26,4.039,2.8272999999999997,False,
002177.SZ,2018-02-07,,4.039,2.8272999999999997,True,2018-10-12
002177.SZ,2017-11-30,,4.9864,3.49048,True,2018-08-06
002177.SZ,2017-11-27,,4.9565,3.46955,True,2018-08-17
002177.SZ,2017-05-09,2017-11-22,5.9637,4.17459,False,
002177.SZ,2016-12-13,2017-11-22,7.34,5.138,True,2017-11-20
002177.SZ,2017-11-20,,4.9665,3.4765499999999996,True,2018-08-16
002177.SZ,2017-11-13,,5.4452,3.8116399999999997,True,2018-06-19
002177.SZ,2017-06-29,,5.5947,3.9162899999999996,True,2018-06-19
002177.SZ,2017-05-12,,5.8441,4.09087,True,2018-06-15
002178.SZ,2018-02-27,,6.58,4.606,True,2018-08-02
002178.SZ,2017-04-17,2017-11-10,9.7421,6.81947,False,
002178.SZ,2017-07-25,,10.66,7.462,True,2018-02-13
002178.SZ,2016-01-28,2017-07-17,7.9934,5.59538,False,
002178.SZ,2016-07-11,2017-06-01,10.6704,7.46928,False,
002178.SZ,2016-04-21,2017-07-17,9.847999999999999,6.893599999999999,False,
002178.SZ,2017-06-13,,10.5107,7.357489999999999,True,2018-02-13
002178.SZ,2017-06-14,,10.4208,7.29456,True,2018-02-13
002178.SZ,2016-04-21,2017-06-09,9.847999999999999,6.893599999999999,False,
002178.SZ,2016-06-22,2017-04-26,9.0933,6.365309999999999,False,
002178.SZ,2016-04-27,2017-04-19,9.8777,6.91439,False,
002178.SZ,2016-04-27,2017-02-22,9.8777,6.91439,False,
002178.SZ,2016-06-01,2017-01-25,9.3328,6.53296,False,
002178.SZ,2016-06-01,2017-01-17,9.3328,6.53296,False,
002178.SZ,2016-06-01,2016-12-20,9.3328,6.53296,False,
002178.SZ,2016-06-22,2016-12-20,9.0933,6.365309999999999,False,
002178.SZ,2016-01-26,2016-08-29,8.6876,6.08132,False,
002178.SZ,2016-01-27,,7.9339,5.55373,True,2018-07-13
002180.SZ,2019-07-29,,24.42,17.094,False,
002180.SZ,2018-11-26,2019-07-26,23.9994,16.79958,False,
