,code,pledge_date,alarm_line,close_position_line,price_on_pledge,total_pledge_nb,total_share_ratio,total_stock_ratio,close_position_date,is_st
789,002252.SZ,2016-04-19,16.41,14.36,20.51,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-11,0
790,002252.SZ,2016-03-24,16.81,14.71,21.01,64880.53,77.39,23.52,2018-12-11,0
791,002256.SZ,2017-10-10,2.77,2.42,4.32,49400.71,99.92,26.24,2019-08-02,0
792,002256.SZ,2017-10-10,2.77,2.42,4.32,50180.0,99.94,26.66,2019-08-02,0
793,002256.SZ,2017-09-12,2.77,2.42,4.32,50180.0,99.94,26.66,2019-08-02,0
794,002256.SZ,2017-09-12,2.77,2.42,4.32,50180.0,99.94,26.66,2019-08-02,0
795,002256.SZ,2017-08-08,2.77,2.42,4.32,50180.0,99.94,26.66,2019-08-02,0
796,002256.SZ,2017-08-08,2.77,2.42,4.32,50180.0,99.94,26.66,2019-08-02,0
797,002256.SZ,2017-07-25,2.77,2.42,4.32,50180.0,99.94,26.66,2019-08-02,0
798,002256.SZ,2017-05-31,3.04,2.66,4.76,12142.78,100.0,6.44,2018-10-18,0
799,002256.SZ,2017-05-23,3.09,2.71,4.84,49400.71,99.92,26.21,2018-10-18,0
800,002256.SZ,2017-05-17,3.23,2.83,5.05,49500.0,98.59,26.26,2018-10-12,0
801,002256.SZ,2017-05-17,3.23,2.83,5.05,49500.0,98.59,26.26,2018-10-12,0
802,002256.SZ,2017-05-10,3.24,2.83,5.06,48800.0,97.19,25.89,2018-10-12,0
803,002256.SZ,2017-01-13,3.85,3.37,6.02,48700.0,99.29,25.84,2018-07-05,0
804,002256.SZ,2016-10-25,4.92,4.31,7.69,49000.71,100.0,26.0,2017-12-07,0
805,002256.SZ,2016-10-21,4.91,4.3,7.67,47404.96,96.65,25.15,2017-12-07,0
806,002256.SZ,2016-10-17,4.66,4.07,7.27,47404.96,96.65,25.15,2018-07-02,0
807,002256.SZ,2016-09-08,4.59,4.02,7.17,11851.24,96.65,25.15,2018-07-03,0
808,002256.SZ,2016-08-04,4.37,3.82,6.83,50180.0,99.94,26.66,2018-07-03,0
810,002269.SZ,2016-10-12,2.71,2.37,4.23,91799.5,72.14,36.54,2018-10-12,0
811,002269.SZ,2016-08-16,2.8,2.45,4.37,42151.2,33.13,16.69,2018-10-12,0
812,002276.SZ,2017-08-01,6.98,6.11,10.91,12000.0,32.08,11.59,2018-06-19,0
813,002276.SZ,2016-09-27,10.75,9.4,16.79,7000.0,18.71,7.45,2017-06-01,0
814,002279.SZ,2017-08-23,7.8,6.83,12.19,6257.0,79.95,8.8,2019-01-30,0
815,002279.SZ,2017-05-18,8.23,7.2,12.86,7452.0,95.21,10.48,2018-10-12,0
816,002280.SZ,2018-03-14,4.85,4.24,7.58,47698.35,96.63,21.91,2018-10-11,0
817,002280.SZ,2017-12-28,4.89,4.28,7.64,47113.22,95.45,21.64,2018-10-11,0
818,002280.SZ,2017-12-27,4.92,4.3,7.68,48166.24,98.69,22.12,2018-10-11,0
819,002280.SZ,2017-07-17,5.24,4.59,8.19,47698.35,96.63,21.91,2018-10-11,0
820,002280.SZ,2017-07-14,5.82,5.1,9.1,47113.22,95.45,21.64,2018-06-21,0
821,002280.SZ,2017-04-06,8.29,7.26,12.96,47698.35,96.63,21.91,2018-01-31,0
822,002280.SZ,2017-04-06,8.29,7.26,12.96,47698.35,96.63,21.91,2018-01-31,0
823,002280.SZ,2017-03-14,7.3,6.39,11.4,47698.35,96.63,21.91,2018-02-06,0
824,002280.SZ,2017-03-14,7.3,6.39,11.4,47698.35,96.63,21.91,2018-02-06,0
825,002280.SZ,2016-09-21,12.56,10.99,19.63,47698.35,96.63,21.91,2017-06-30,0
826,002280.SZ,2016-09-09,12.56,10.99,19.63,46678.35,94.57,21.44,2017-06-30,0
827,002280.SZ,2016-09-05,12.56,10.99,19.63,46678.35,94.57,21.44,2017-06-30,0
828,002280.SZ,2016-06-23,12.56,10.99,19.63,7051.25,64.74,3.24,2017-06-30,0
829,002280.SZ,2016-05-11,12.56,10.99,19.63,47698.35,96.63,21.91,2017-06-30,0
830,002280.SZ,2016-03-30,16.13,14.12,25.21,4471.25,39.53,2.05,2016-12-14,0
831,002280.SZ,2016-03-30,16.13,14.12,25.21,4471.25,39.53,2.05,2016-12-14,0
832,002280.SZ,2016-03-30,16.13,14.12,25.21,4471.25,39.53,2.05,2016-12-14,0
833,002280.SZ,2016-02-03,10.22,8.94,15.97,1392.5,30.78,1.6,2017-07-17,0
834,002280.SZ,2016-01-26,9.2,8.05,14.38,2282.0,50.44,3.25,2017-12-15,0
835,002280.SZ,2016-01-22,10.07,8.81,15.74,2282.0,50.44,3.25,2017-07-17,0
836,002285.SZ,2018-01-17,7.58,6.63,11.84,29800.0,37.02,14.58,2018-06-19,0
837,002285.SZ,2017-07-24,5.88,5.15,9.19,48380.0,60.1,23.66,2018-10-12,0
838,002288.SZ,2016-08-15,6.36,5.57,9.94,6799.92,79.15,7.3,2018-02-02,0
839,002288.SZ,2016-01-14,5.65,4.94,8.83,16897.0,98.97,18.14,2018-02-06,0
840,002291.SZ,2017-10-27,5.99,5.24,9.36,7400.0,79.8,18.55,2018-06-13,0
841,002291.SZ,2017-10-19,5.98,5.24,9.35,10617.03,91.03,26.61,2018-06-13,0
842,002291.SZ,2017-08-28,6.31,5.52,9.86,7400.0,79.8,18.55,2018-05-30,0
843,002292.SZ,2018-06-14,6.93,6.06,10.83,46049.0,79.43,33.93,2018-10-11,0
844,002292.SZ,2018-02-22,7.23,6.32,11.29,12895.97,89.14,9.5,2018-09-10,0
845,002292.SZ,2018-02-06,6.92,6.06,10.82,46049.0,79.43,33.93,2018-10-11,0
846,002292.SZ,2018-02-06,6.92,6.06,10.82,50373.0,86.89,37.12,2018-10-11,0
847,002292.SZ,2018-02-06,6.92,6.06,10.82,55193.23,95.21,40.67,2018-10-11,0
848,002292.SZ,2018-02-05,7.35,6.43,11.49,46049.0,79.43,33.93,2018-09-10,0
849,002292.SZ,2018-02-05,7.35,6.43,11.49,50373.0,86.89,37.12,2018-09-10,0
850,002292.SZ,2018-02-02,7.37,6.45,11.51,13881.97,95.95,10.23,2018-09-10,0
851,002292.SZ,2018-02-02,7.37,6.45,11.51,13881.97,95.95,10.23,2018-09-10,0
852,002292.SZ,2017-10-25,9.74,8.52,15.22,55193.23,95.21,40.67,2018-06-25,0
853,002292.SZ,2017-10-17,9.65,8.44,15.08,50373.0,86.89,37.12,2018-06-25,0
854,002292.SZ,2017-10-10,10.05,8.8,15.71,13881.97,95.95,10.23,2018-06-21,0
855,002292.SZ,2017-09-25,9.47,8.28,14.79,46049.0,79.43,33.93,2018-07-05,0
856,002292.SZ,2017-09-14,9.52,8.33,14.87,46049.0,79.43,33.93,2018-07-05,0
857,002292.SZ,2017-08-21,9.89,8.66,15.46,13881.97,95.95,10.23,2018-06-21,0
858,002294.SZ,2018-08-13,25.59,22.39,31.99,20605.0,29.97,19.7,2018-12-14,0
859,002294.SZ,2018-08-13,25.59,22.39,31.99,20605.0,29.97,19.7,2018-12-14,0
860,002294.SZ,2018-08-03,25.38,22.21,31.73,24455.0,35.57,23.38,2018-12-14,0
861,002294.SZ,2018-06-13,32.25,28.22,40.32,20855.0,30.33,19.94,2018-09-10,0
862,002294.SZ,2018-06-01,32.33,28.29,40.41,19755.0,28.73,18.89,2018-09-06,0
863,002303.SZ,2016-06-14,6.35,5.55,9.91,37345.69,56.2,24.39,2018-05-30,0
864,002308.SZ,2018-07-16,5.05,4.42,7.89,20757.0,68.67,22.8,2019-01-29,0
865,002308.SZ,2018-07-12,4.97,4.35,7.77,20757.0,68.67,22.8,2019-01-29,0
866,002308.SZ,2017-01-20,8.63,7.55,13.48,17505.0,52.84,20.66,2018-07-05,0
867,002308.SZ,2016-12-08,9.91,8.67,15.49,14505.0,43.79,17.12,2018-06-19,0
868,002310.SZ,2018-08-28,10.15,8.88,12.69,80140.25,71.95,29.87,2018-10-12,0
869,002310.SZ,2018-08-28,10.15,8.88,12.69,80140.25,71.95,29.87,2018-10-12,0
870,002310.SZ,2018-08-28,10.15,8.88,12.69,3722.01,18.13,1.39,2018-10-12,0
871,002310.SZ,2018-08-27,10.59,9.27,13.24,3722.01,18.13,1.39,2018-10-11,0
872,002310.SZ,2018-08-27,10.59,9.27,13.24,80140.25,71.95,29.87,2018-10-11,0
873,002310.SZ,2018-08-27,10.59,9.27,13.24,80140.25,71.95,29.87,2018-10-11,0
874,002310.SZ,2018-08-27,10.59,9.27,13.24,80140.25,71.95,29.87,2018-10-11,0
875,002310.SZ,2018-08-27,10.59,9.27,13.24,80140.25,71.95,29.87,2018-10-11,0
876,002310.SZ,2018-08-01,11.77,10.3,14.72,79499.94,71.38,29.63,2018-09-17,0
877,002310.SZ,2018-07-06,11.77,10.3,14.72,78595.94,70.57,29.3,2018-09-17,0
878,002310.SZ,2018-07-05,11.77,10.3,14.72,78595.94,70.57,29.3,2018-09-17,0
879,002310.SZ,2018-06-20,11.77,10.3,14.72,77085.94,69.21,28.73,2018-09-17,0
880,002310.SZ,2018-05-25,11.77,10.3,14.72,76635.94,68.81,28.57,2018-09-17,0
881,002310.SZ,2018-05-25,11.77,10.3,14.72,76635.94,68.81,28.57,2018-09-17,0
882,002310.SZ,2018-05-25,11.77,10.3,14.72,76635.94,68.81,28.57,2018-09-17,0
883,002310.SZ,2018-05-25,11.77,10.3,14.72,76635.94,68.81,28.57,2018-09-17,0
884,002310.SZ,2018-05-15,15.23,13.32,19.03,73529.94,66.02,27.41,2018-08-28,0
885,002310.SZ,2018-05-08,15.26,13.35,19.07,78439.94,70.43,29.24,2018-08-28,0
886,002310.SZ,2018-04-24,14.91,13.05,18.64,75509.94,67.8,28.15,2018-08-28,0
887,002310.SZ,2018-04-16,14.43,12.63,18.04,77370.94,69.47,28.84,2018-08-30,0
888,002310.SZ,2018-03-27,15.36,13.44,19.2,76942.94,69.08,28.68,2018-08-28,0
889,002310.SZ,2018-03-20,15.14,13.25,18.93,78173.94,70.19,29.14,2018-08-28,0
890,002310.SZ,2018-03-06,15.24,13.34,19.05,75832.04,68.08,28.27,2018-08-28,0
891,002310.SZ,2018-02-14,13.48,11.8,16.85,76752.04,68.91,28.61,2018-08-31,0
892,002310.SZ,2018-02-08,14.2,12.43,17.75,76346.04,68.55,28.46,2018-08-30,0
893,002310.SZ,2017-12-14,16.06,14.05,20.07,77407.66,69.5,28.87,2018-08-27,0
894,002310.SZ,2017-12-07,16.22,14.19,20.28,75457.66,67.75,28.14,2018-08-27,0
895,002310.SZ,2017-11-22,16.03,14.02,20.03,74317.66,66.73,27.72,2018-08-27,0
896,002310.SZ,2017-11-08,16.35,14.3,20.44,76917.66,69.06,28.69,2018-08-27,0
897,002310.SZ,2017-11-02,16.56,14.49,20.7,77077.66,69.2,28.75,2018-08-27,0
898,002310.SZ,2017-10-24,17.52,15.33,21.9,76346.66,68.55,28.48,2018-05-24,0
899,002310.SZ,2017-10-17,16.72,14.63,20.9,77625.66,69.7,28.95,2018-08-27,0
900,002310.SZ,2017-09-14,15.74,13.78,19.68,80018.66,71.84,29.84,2018-08-27,0
901,002310.SZ,2017-09-05,15.31,13.39,19.13,77208.66,69.32,28.8,2018-08-28,0
902,002310.SZ,2017-08-24,14.65,12.82,18.31,78337.66,70.33,29.22,2018-08-30,0
903,002310.SZ,2017-07-20,13.5,11.82,16.88,78282.66,70.28,29.2,2018-08-31,0
904,002310.SZ,2017-07-20,13.5,11.82,16.88,78282.66,70.28,29.2,2018-08-31,0
905,002310.SZ,2017-07-14,14.43,12.62,18.03,75382.66,67.68,28.12,2018-08-30,0
906,002310.SZ,2017-07-06,13.64,11.94,17.06,76372.66,68.57,28.48,2018-08-31,0
907,002310.SZ,2017-04-20,14.46,12.65,18.07,67306.76,60.43,25.14,2018-08-30,0
908,002310.SZ,2017-03-27,12.97,11.35,16.22,74716.26,67.08,27.91,2018-09-10,0
909,002310.SZ,2016-12-08,11.36,9.94,14.2,17300.9,99.99,6.46,2018-10-08,0
910,002310.SZ,2016-11-11,11.6,10.15,14.51,15148.82,87.55,5.66,2018-09-17,0
911,002310.SZ,2016-11-02,11.58,10.13,14.48,9445.0,62.34,3.75,2018-09-17,0
912,002310.SZ,2016-10-25,12.77,11.17,15.96,15147.5,99.97,6.01,2018-09-11,0
913,002310.SZ,2016-06-16,6.79,5.94,8.49,39216.65,88.03,38.88,2019-05-06,0
914,002310.SZ,2016-04-26,7.05,6.17,8.81,34130.65,76.61,33.84,2019-01-28,0
915,002310.SZ,2016-03-30,6.64,5.81,8.29,38965.65,81.83,38.63,2019-05-17,0
916,002312.SZ,2017-11-03,4.04,3.54,6.32,28171.18,80.03,20.05,2018-06-19,0
917,002312.SZ,2017-11-03,4.04,3.54,6.32,33600.04,95.46,24.38,2018-06-19,0
918,002312.SZ,2017-10-30,4.15,3.63,6.49,32600.04,92.62,23.66,2018-06-19,0
919,002316.SZ,2016-11-28,8.73,7.63,13.63,7226.0,92.64,18.38,2018-09-27,0
920,002319.SZ,2016-12-14,13.5,11.82,21.1,2600.0,100.0,13.0,2019-02-01,0
921,002326.SZ,2017-09-25,9.52,8.33,14.87,16666.55,87.88,20.32,2018-06-08,0
922,002326.SZ,2016-12-15,10.28,8.99,16.06,14275.8,75.0,17.88,2018-02-06,0
923,002326.SZ,2016-12-15,10.28,8.99,16.06,11130.0,75.0,13.94,2018-02-06,0
924,002329.SZ,2017-07-18,5.46,4.77,8.52,2063.08,91.12,2.46,2018-06-15,0
925,002329.SZ,2017-03-09,8.91,7.79,13.92,3217.72,32.35,3.84,2017-11-20,0
926,002329.SZ,2017-02-09,8.44,7.38,13.18,2063.08,91.12,2.46,2017-11-23,0
927,002329.SZ,2016-11-16,10.34,9.04,16.15,2063.08,91.12,2.46,2017-07-17,0
928,002334.SZ,2017-11-13,6.13,5.36,9.57,9435.49,70.71,12.48,2018-08-24,0
929,002339.SZ,2016-10-24,9.58,8.38,14.97,876.0,55.93,2.23,2018-01-31,0
930,002339.SZ,2016-09-20,8.34,7.3,13.04,550.0,35.16,1.45,2018-02-06,0
931,002339.SZ,2016-09-19,8.4,7.35,13.12,402.0,30.38,1.06,2018-02-06,0
932,002341.SZ,2019-04-29,5.89,5.16,9.21,25398.99,98.63,22.04,2019-07-18,0
933,002341.SZ,2019-04-29,5.89,5.16,9.21,25398.99,98.63,22.04,2019-07-18,0
934,002341.SZ,2019-03-19,7.41,6.49,11.58,20683.01,80.32,17.95,2019-06-26,0
935,002341.SZ,2019-01-02,6.8,5.95,10.63,20683.01,80.32,17.95,2019-06-27,0
936,002341.SZ,2018-12-17,8.15,7.13,12.73,20683.01,80.32,17.96,2019-06-03,0
937,002341.SZ,2018-12-17,8.15,7.13,12.73,20683.01,80.32,17.96,2019-06-03,0
938,002341.SZ,2018-11-30,8.3,7.27,12.98,20683.01,80.32,17.96,2019-06-03,0
939,002341.SZ,2017-03-14,5.88,5.14,9.18,12086.51,88.84,24.02,2019-07-19,0
940,002341.SZ,2017-03-14,5.88,5.14,9.18,12086.51,88.84,24.02,2019-07-19,0
941,002341.SZ,2016-12-07,6.62,5.79,10.34,10496.5,80.65,20.86,2019-06-27,0
942,002342.SZ,2018-02-27,3.71,3.25,5.8,2500.0,13.0,2.6,2018-10-11,0
943,002343.SZ,2017-12-04,15.71,13.75,24.55,4529.0,72.99,14.4,2018-08-02,0
944,002345.SZ,2018-07-09,5.22,4.56,8.15,7715.0,62.72,8.52,2018-12-27,0
945,002345.SZ,2018-07-02,5.27,4.61,8.23,6900.0,88.72,7.62,2018-12-26,0
946,002345.SZ,2018-06-11,5.72,5.0,8.93,1992.0,75.97,2.2,2018-10-16,0
947,002345.SZ,2018-03-14,6.8,5.95,10.63,12550.0,49.48,13.86,2018-09-03,0
948,002345.SZ,2018-03-06,6.8,5.95,10.63,12550.0,49.48,13.86,2018-09-03,0
949,002345.SZ,2018-03-06,6.8,5.95,10.63,12550.0,49.48,13.86,2018-09-03,0
950,002345.SZ,2017-12-06,6.78,5.93,10.59,12550.0,49.48,13.86,2018-09-03,0
951,002345.SZ,2017-12-01,7.05,6.16,11.01,6200.0,79.72,6.85,2018-08-23,0
952,002345.SZ,2017-11-08,7.13,6.24,11.15,10355.0,84.19,11.44,2018-08-17,0
953,002345.SZ,2017-06-05,6.37,5.58,9.96,7700.0,99.0,9.11,2018-10-10,0
954,002345.SZ,2017-03-03,7.0,6.12,10.94,12300.0,100.0,14.55,2018-08-31,0
955,002348.SZ,2017-09-07,4.47,3.91,6.99,12960.0,69.26,13.68,2018-05-30,0
956,002348.SZ,2017-09-07,4.47,3.91,6.99,12960.0,69.26,13.68,2018-05-30,0
957,002350.SZ,2017-09-26,7.96,6.96,12.44,10337.91,77.33,20.68,2018-06-15,0
958,002352.SZ,2017-10-23,46.79,40.94,58.49,50000.0,18.51,11.95,2018-08-20,0
959,002352.SZ,2017-03-21,46.61,40.79,58.26,32604.99,83.12,7.39,2018-08-20,0
960,002354.SZ,2018-11-08,3.65,3.2,5.71,5247.93,64.05,5.6,2019-07-10,0
961,002354.SZ,2018-05-16,8.43,7.38,13.17,12922.03,98.94,13.86,2018-08-22,0
962,002354.SZ,2018-05-16,8.43,7.38,13.17,12922.03,98.94,13.86,2018-08-22,0
963,002354.SZ,2018-05-16,8.43,7.38,13.17,12922.03,98.94,13.86,2018-08-22,0
964,002354.SZ,2018-05-02,8.33,7.29,13.01,12922.03,98.94,13.86,2018-08-22,0
965,002354.SZ,2018-05-02,8.33,7.29,13.01,12922.03,98.94,13.86,2018-08-22,0
966,002354.SZ,2018-05-02,8.33,7.29,13.01,12922.03,98.94,13.86,2018-08-22,0
967,002354.SZ,2018-02-07,9.75,8.53,15.24,12922.03,98.94,13.86,2018-07-11,0
968,002354.SZ,2018-02-07,9.75,8.53,15.24,12922.03,98.94,13.86,2018-07-11,0
969,002354.SZ,2018-02-07,9.75,8.53,15.24,12922.03,98.94,13.86,2018-07-11,0
970,002354.SZ,2017-08-29,13.4,11.73,20.94,3910.09,82.8,4.35,2018-05-28,0
971,002354.SZ,2017-06-02,12.22,10.69,19.09,12922.03,98.94,13.86,2018-05-29,0
972,002354.SZ,2016-12-26,16.3,14.26,25.46,4555.02,97.65,15.59,2018-05-02,0
973,002354.SZ,2016-12-14,17.24,15.08,26.94,12922.03,98.94,13.86,2018-02-06,0
974,002354.SZ,2016-06-20,17.86,15.63,27.91,4614.02,98.92,15.8,2018-02-06,0
975,002354.SZ,2016-04-14,17.86,15.63,27.91,3367.32,39.4,3.59,2018-02-06,0
976,002357.SZ,2016-02-02,7.3,6.39,11.41,12494.0,100.0,39.85,2018-08-17,0
977,002358.SZ,2018-12-04,10.78,9.43,16.84,16364.98,82.53,17.6,2019-07-08,0
978,002358.SZ,2018-09-27,9.67,8.46,15.11,16282.73,82.11,17.51,2019-08-02,0
979,002358.SZ,2018-06-05,10.47,9.16,16.36,8459.0,92.02,9.1,2019-07-09,0
980,002358.SZ,2018-05-23,11.06,9.67,17.28,8459.0,92.02,9.1,2019-07-08,0
981,002358.SZ,2017-11-15,9.71,8.5,15.17,16364.98,82.53,17.6,2019-08-02,0
982,002358.SZ,2017-11-06,9.69,8.48,15.14,16364.98,82.53,17.6,2019-08-02,0
983,002358.SZ,2017-11-06,9.69,8.48,15.14,13759.0,81.78,14.8,2019-08-02,0
984,002358.SZ,2017-03-29,13.12,11.48,20.5,13759.0,81.78,14.8,2019-05-06,0
985,002358.SZ,2016-12-15,12.33,10.79,19.26,13759.0,81.78,14.8,2019-05-23,0
986,002358.SZ,2016-12-07,14.37,12.58,22.46,13759.0,81.78,14.8,2019-05-06,0
987,002358.SZ,2016-12-05,14.31,12.52,22.36,16364.98,82.53,17.6,2019-05-06,0
988,002358.SZ,2016-09-08,11.27,9.86,17.61,17250.98,82.82,18.55,2019-06-10,0
989,002358.SZ,2016-05-26,10.43,9.13,16.3,8510.0,92.57,10.7,2019-07-10,0
990,002366.SZ,2018-05-09,15.89,13.9,24.82,34214.0,93.54,39.46,2018-07-02,0
991,002366.SZ,2017-04-24,15.48,13.54,24.19,17989.48,98.37,41.5,2018-07-06,0
992,002366.SZ,2017-04-21,15.45,13.52,24.14,17195.0,94.02,39.66,2018-07-06,0
993,002366.SZ,2017-03-15,14.67,12.83,22.91,17715.0,96.87,40.86,2018-07-11,0
994,002366.SZ,2017-03-14,14.91,13.05,23.3,17573.0,96.09,40.53,2018-07-11,0
995,002366.SZ,2016-12-05,17.26,15.1,26.97,18057.0,98.74,41.65,2018-06-19,0
996,002366.SZ,2016-12-05,17.26,15.1,26.97,18057.0,98.74,41.65,2018-06-19,0
997,002366.SZ,2016-06-17,17.37,15.2,27.14,13510.0,73.87,31.16,2018-06-15,0
998,002366.SZ,2016-06-17,17.37,15.2,27.14,13510.0,73.87,31.16,2018-06-15,0
999,002370.SZ,2018-05-23,11.9,10.41,18.6,1400.0,66.34,2.61,2019-01-25,0
1000,002370.SZ,2018-05-04,12.29,10.75,19.2,2500.0,92.11,4.66,2019-01-24,0
1001,002370.SZ,2018-05-03,12.13,10.61,18.95,2500.0,92.11,4.66,2019-01-24,0
