,code,pledge_date,alarm_line,close_position_line,price_on_pledge,total_pledge_nb,total_share_ratio,total_stock_ratio,close_position_date,is_st
500,002092.SZ,2017-11-22,8.46,7.4,13.21,14016.65,69.76,6.53,2018-10-11,0
501,002092.SZ,2017-11-16,8.51,7.45,13.3,13720.35,68.29,6.39,2018-10-11,0
502,002092.SZ,2017-10-30,8.78,7.69,13.73,10931.01,100.0,5.09,2018-10-11,0
503,002092.SZ,2017-09-15,9.96,8.72,15.56,17796.76,88.58,8.29,2018-07-05,0
504,002092.SZ,2017-09-15,9.96,8.72,15.56,17796.76,88.58,8.29,2018-07-05,0
505,002092.SZ,2017-09-15,9.96,8.72,15.56,17796.76,88.58,8.29,2018-07-05,0
506,002092.SZ,2017-09-13,10.56,9.24,16.5,21518.09,99.72,10.02,2018-07-04,0
507,002092.SZ,2017-08-25,9.59,8.39,14.98,19208.99,89.02,8.95,2018-09-10,0
508,002094.SZ,2017-04-26,8.6,7.52,13.44,8698.5,99.98,23.06,2018-09-07,0
509,002094.SZ,2017-03-15,10.53,9.21,16.45,2000.0,100.0,5.3,2018-06-15,0
510,002094.SZ,2017-03-15,10.53,9.21,16.45,2000.0,100.0,5.3,2018-06-15,0
511,002094.SZ,2017-03-15,10.53,9.21,16.45,2000.0,100.0,5.3,2018-06-15,0
512,002094.SZ,2017-03-15,10.53,9.21,16.45,2000.0,100.0,5.3,2018-06-15,0
513,002094.SZ,2016-07-18,9.54,8.35,14.91,8698.5,99.98,23.06,2018-08-03,0
514,002098.SZ,2019-04-02,6.67,5.84,10.42,3010.57,98.21,8.41,2019-05-23,0
515,002098.SZ,2017-03-29,10.65,9.32,16.64,3064.88,99.98,8.56,2018-09-17,0
516,002098.SZ,2016-12-19,12.99,11.37,20.3,8950.0,100.0,25.0,2018-09-13,0
517,002098.SZ,2016-12-15,12.99,11.37,20.3,8950.0,100.0,25.0,2018-09-13,0
518,002098.SZ,2016-12-13,12.99,11.37,20.3,8950.0,100.0,25.0,2018-09-13,0
519,002103.SZ,2017-06-30,8.44,7.38,13.18,10771.47,88.64,19.61,2018-05-09,0
520,002103.SZ,2017-06-30,8.44,7.38,13.18,10771.47,88.64,19.61,2018-05-09,0
521,002103.SZ,2016-03-09,10.1,8.84,15.78,1561.34,100.0,5.12,2018-05-07,0
522,002108.SZ,2016-09-12,6.59,5.77,10.3,1500.0,16.03,2.43,2018-05-29,0
523,002114.SZ,2018-03-07,10.37,9.08,16.21,6070.0,99.83,18.77,2018-06-28,0
524,002114.SZ,2018-03-07,10.37,9.08,16.21,6070.0,99.83,18.77,2018-06-28,0
525,002114.SZ,2018-03-07,10.37,9.08,16.21,6070.0,99.83,18.77,2018-06-28,0
526,002114.SZ,2018-03-07,10.37,9.08,16.21,6070.0,99.83,18.77,2018-06-28,0
527,002114.SZ,2016-11-30,16.62,14.54,25.97,0.0,82.15942010362694,0.0,2018-04-26,0
528,002121.SZ,2018-05-11,5.34,4.67,8.34,60037.35,98.84,42.64,2018-10-18,0
529,002121.SZ,2018-04-12,5.48,4.79,8.56,51908.35,85.45,36.86,2018-10-16,0
530,002121.SZ,2017-12-18,5.8,5.08,9.06,56622.35,93.21,40.21,2018-10-12,0
531,002121.SZ,2017-12-07,5.75,5.03,8.98,56622.35,93.21,40.21,2018-10-12,0
532,002121.SZ,2017-11-14,6.68,5.85,10.44,57537.35,94.72,40.86,2018-08-06,0
533,002121.SZ,2017-11-08,6.31,5.52,9.86,57537.35,94.72,40.86,2018-08-07,0
534,002121.SZ,2017-11-08,6.31,5.52,9.86,57537.35,94.72,40.86,2018-08-07,0
535,002121.SZ,2017-11-07,6.27,5.49,9.8,57537.35,94.72,40.86,2018-08-22,0
536,002121.SZ,2017-04-24,5.34,4.67,8.34,57487.35,94.64,40.86,2018-10-18,0
537,002121.SZ,2017-04-24,5.34,4.67,8.34,57487.35,94.64,40.86,2018-10-18,0
538,002121.SZ,2017-03-23,5.88,5.14,9.18,54737.35,90.11,38.91,2018-10-11,0
539,002121.SZ,2017-02-21,5.73,5.01,8.95,42250.0,86.54,35.4,2018-10-12,0
540,002131.SZ,2017-07-17,1.96,1.72,3.07,48179.82,56.69,8.67,2018-10-11,0
541,002131.SZ,2016-07-14,3.42,2.99,5.34,65382.0,76.93,11.7,2017-08-22,0
542,002131.SZ,2016-01-28,2.57,2.25,4.01,47232.79,70.3,8.45,2018-06-19,0
543,002132.SZ,2017-09-28,3.47,3.04,5.42,20657.87,77.68,16.44,2018-06-12,0
544,002132.SZ,2017-09-20,3.67,3.21,5.73,8168.35,100.0,6.5,2018-05-11,0
545,002132.SZ,2017-09-20,3.67,3.21,5.73,6702.72,97.96,5.33,2018-05-11,0
546,002141.SZ,2017-07-20,4.58,4.0,7.15,15900.65,99.91,14.01,2018-07-05,0
547,002141.SZ,2017-07-13,4.58,4.0,7.15,29220.0,98.93,25.75,2018-07-05,0
548,002141.SZ,2017-03-23,5.17,4.52,8.08,29155.86,98.71,25.7,2018-06-19,0
549,002160.SZ,2018-04-03,3.63,3.18,5.68,1259.99,56.58,1.67,2019-01-31,0
550,002160.SZ,2018-03-27,3.67,3.21,5.74,2601.0,99.98,3.44,2019-01-31,0
551,002160.SZ,2018-03-06,4.35,3.81,6.79,8369.0,98.43,11.06,2018-10-15,0
552,002160.SZ,2018-02-06,4.21,3.68,6.58,10075.0,54.7,13.91,2019-01-02,0
553,002160.SZ,2016-12-17,5.58,4.88,8.72,8369.0,98.43,11.06,2018-06-13,0
554,002160.SZ,2016-12-15,5.57,4.87,8.7,2601.0,99.98,3.44,2018-06-13,0
555,002160.SZ,2016-08-18,5.95,5.21,9.3,6620.0,62.01,9.14,2018-05-30,0
556,002160.SZ,2016-07-08,5.93,5.19,9.26,4720.0,44.21,6.52,2018-05-30,0
557,002160.SZ,2016-03-22,6.17,5.4,9.64,3500.0,22.04,5.48,2018-05-30,0
558,002164.SZ,2017-11-27,5.8,5.08,9.07,13700.0,98.92,19.59,2018-07-03,0
559,002164.SZ,2017-09-27,6.34,5.55,9.91,4900.0,71.67,7.01,2018-06-19,0
560,002164.SZ,2017-09-18,6.25,5.47,9.76,13000.0,93.86,19.78,2018-06-19,0
561,002164.SZ,2017-08-25,6.51,5.7,10.17,13000.0,93.86,19.78,2018-06-19,0
562,002164.SZ,2017-08-25,6.51,5.7,10.17,2860.0,72.97,4.35,2018-06-19,0
563,002164.SZ,2017-06-27,6.38,5.58,9.97,12500.0,90.25,28.05,2018-06-19,0
564,002164.SZ,2017-05-19,6.49,5.68,10.14,13850.0,100.0,31.08,2018-06-19,0
565,002164.SZ,2016-08-22,6.0,5.25,9.38,37910.00778467909,82.15942010362694,18.55983436853002,2018-07-02,0
566,002165.SZ,2017-01-09,5.53,4.84,8.65,6600.0,39.16,10.96,2018-04-19,0
567,002167.SZ,2017-08-17,7.94,6.95,12.41,6673.88,98.87,10.75,2018-06-15,0
568,002169.SZ,2016-10-31,6.14,5.38,9.6,639.39,68.18,1.62,2017-11-27,0
569,002170.SZ,2017-09-05,4.65,4.07,7.27,7144.0,28.83,8.03,2018-06-15,0
570,002170.SZ,2017-06-02,4.49,3.93,7.01,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-19,0
571,002170.SZ,2017-05-31,4.53,3.96,7.07,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-19,0
572,002170.SZ,2017-05-23,4.56,3.99,7.12,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-19,0
573,002170.SZ,2017-05-22,4.63,4.05,7.23,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-19,0
574,002170.SZ,2017-05-18,4.72,4.13,7.38,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-15,0
575,002170.SZ,2017-04-24,4.92,4.31,7.69,37910.00778467909,82.15942010362694,18.55983436853002,2018-06-14,0
576,002170.SZ,2016-11-01,6.28,5.49,9.81,37910.00778467909,82.15942010362694,18.55983436853002,2018-02-01,0
577,002170.SZ,2016-10-17,6.35,5.55,9.92,37910.00778467909,82.15942010362694,18.55983436853002,2018-02-01,0
578,002172.SZ,2017-08-25,5.08,4.45,7.94,30355.0,84.29,41.38,2018-07-05,0
579,002172.SZ,2017-05-24,4.78,4.18,7.47,17100.0,47.48,23.31,2018-09-03,0
580,002172.SZ,2017-02-24,6.92,6.06,10.82,20840.0,57.87,28.41,2017-12-07,0
581,002172.SZ,2017-01-16,6.53,5.71,10.2,14340.0,39.82,19.55,2018-02-01,0
582,002172.SZ,2016-11-14,7.03,6.15,10.98,16240.0,45.09,22.14,2017-12-05,0
583,002173.SZ,2017-12-22,8.63,7.55,13.49,4608.05,100.0,10.11,2018-12-26,0
584,002173.SZ,2017-12-22,8.63,7.55,13.49,4495.74,97.56,9.86,2018-12-26,0
585,002173.SZ,2017-08-10,9.27,8.11,14.49,4495.74,97.56,9.86,2018-12-17,0
586,002173.SZ,2017-07-24,9.29,8.13,14.52,848.9,100.0,1.86,2018-12-14,0
587,002173.SZ,2017-06-15,10.33,9.04,16.13,3350.0,72.7,7.35,2018-10-11,0
588,002173.SZ,2016-09-05,12.25,10.72,19.14,4608.05,100.0,10.11,2018-02-09,0
589,002173.SZ,2016-05-19,10.79,9.44,16.86,2600.0,56.42,5.69,2018-10-11,0
590,002173.SZ,2016-03-14,10.92,9.56,17.07,737.31,86.86,1.61,2018-10-11,0
591,002173.SZ,2016-02-03,13.46,11.78,21.03,6970.0,84.51,34.47,2018-02-02,0
597,002147.SZ,2016-12-05,18.03,15.77,28.17,30280.58,97.83,34.08,2017-01-16,0
598,002176.SZ,2018-09-03,4.82,4.22,7.53,11555.02,47.97,7.86,2019-07-31,0
599,002178.SZ,2018-02-27,4.35,3.81,6.8,6738.91,100.0,9.41,2018-10-11,0
600,002183.SZ,2017-05-16,5.28,4.62,8.25,38881.0,50.66,18.35,2019-01-29,0
601,002183.SZ,2017-04-27,5.5,4.81,8.6,36559.0,47.64,17.26,2019-01-23,0
602,002183.SZ,2017-02-27,6.97,6.1,10.89,32029.51,84.52,15.09,2018-07-11,0
603,002183.SZ,2017-01-05,6.92,6.06,10.81,27088.0,35.3,12.82,2018-07-18,0
604,002183.SZ,2017-01-05,6.92,6.06,10.81,54002.31,70.37,25.44,2018-07-18,0
605,002193.SZ,2017-09-25,10.6,9.27,16.56,4188.0,99.57,16.0,2018-12-25,0
606,002193.SZ,2016-09-26,13.01,11.38,20.33,4160.0,98.91,15.9,2018-07-04,0
607,002193.SZ,2016-09-26,13.01,11.38,20.33,4160.0,98.91,15.9,2018-07-04,0
608,002193.SZ,2016-09-26,13.01,11.38,20.33,4160.0,98.91,15.9,2018-07-04,0
609,002193.SZ,2016-08-24,12.1,10.59,18.91,3051.47,100.0,11.66,2018-07-05,0
610,002196.SZ,2017-08-30,6.67,5.83,10.42,7084.92,95.4,15.71,2018-10-11,0
611,002196.SZ,2017-06-05,6.51,5.7,10.18,3824.74,87.55,14.42,2018-10-11,0
612,002196.SZ,2017-03-17,8.45,7.39,13.2,6739.92,90.76,14.95,2018-06-19,0
613,002197.SZ,2017-04-20,8.44,7.38,13.18,4360.99,41.66,8.39,2018-10-12,0
614,002197.SZ,2017-04-17,9.26,8.1,14.46,4360.99,41.66,8.39,2018-06-19,0
615,002197.SZ,2016-11-16,11.79,10.32,18.42,1950.0,18.63,3.75,2018-02-01,0
616,002198.SZ,2017-04-13,8.88,7.77,13.88,259.46,56.28,0.51,2018-05-24,0
617,002213.SZ,2017-03-23,16.78,14.68,26.22,1817.9,100.0,8.82,2018-01-31,0
618,002219.SZ,2017-10-12,7.57,6.62,11.83,79055.72,99.57,42.38,2018-07-06,0
619,002219.SZ,2017-01-19,7.8,6.82,12.18,79055.72,99.57,42.38,2018-07-06,0
620,002219.SZ,2016-12-12,8.12,7.11,12.69,79055.72,99.57,42.38,2018-07-05,0
621,002229.SZ,2017-04-26,7.94,6.95,12.41,1242.0,89.12,2.48,2018-08-03,0
622,002229.SZ,2017-04-26,7.94,6.95,12.41,1242.0,89.12,2.48,2018-08-03,0
623,002229.SZ,2017-04-25,7.84,6.86,12.25,800.0,27.96,1.6,2018-08-17,0
624,002229.SZ,2017-04-05,10.06,8.8,15.72,1242.0,89.12,2.48,2018-02-09,0
625,002229.SZ,2017-03-30,10.36,9.06,16.18,800.0,27.96,1.6,2018-02-09,0
626,002229.SZ,2017-01-18,8.73,7.64,13.64,4828.0,64.62,9.63,2018-08-02,0
627,002229.SZ,2016-12-21,10.43,9.13,16.3,4828.0,86.16,9.66,2018-02-09,0
628,002229.SZ,2016-09-21,10.3,9.02,16.1,1242.0,89.12,2.48,2018-02-09,0
629,002229.SZ,2016-09-12,9.27,8.11,14.49,4828.0,64.62,9.63,2018-07-11,0
630,002229.SZ,2016-09-12,9.27,8.11,14.49,4828.0,64.62,9.63,2018-07-11,0
631,002235.SZ,2016-04-11,8.55,7.48,13.36,4778.0,62.62,11.49,2018-06-15,0
632,002239.SZ,2019-03-11,1.91,1.67,2.99,3000.0,8.48,0.96,2019-08-07,0
633,002239.SZ,2018-08-20,2.32,2.03,3.62,19300.0,59.3,6.16,2018-10-12,0
634,002239.SZ,2018-08-03,2.32,2.03,3.62,18800.0,57.77,6.0,2018-10-12,0
635,002239.SZ,2018-07-06,2.32,2.03,3.62,17700.0,54.39,5.65,2018-10-12,0
636,002239.SZ,2018-02-22,2.35,2.06,3.67,17300.0,53.16,5.52,2018-10-12,0
637,002239.SZ,2017-09-20,3.39,2.97,5.3,50550.0,99.35,16.14,2018-09-03,0
638,002239.SZ,2016-01-21,2.73,2.39,4.27,15165.88,84.37,14.13,2018-09-11,0
639,002240.SZ,2017-11-15,10.14,8.87,15.84,8063.0,95.26,15.06,2018-10-12,0
640,002240.SZ,2017-09-28,10.53,9.21,16.45,8463.0,99.16,15.81,2018-10-11,0
641,002241.SZ,2017-10-10,15.49,13.56,19.37,16000.0,20.62,4.93,2018-02-06,0
642,002245.SZ,2018-03-09,5.92,5.18,9.25,600.0,8.61,0.61,2018-08-17,0
643,002245.SZ,2017-09-04,5.89,5.15,9.2,25900.0,81.49,26.23,2018-08-17,0
644,002247.SZ,2018-06-22,5.26,4.6,8.22,13011.0,99.75,15.29,2018-10-15,0
645,002247.SZ,2018-06-21,5.22,4.57,8.16,8000.0,100.0,9.4,2018-10-16,0
646,002247.SZ,2018-05-09,7.69,6.73,12.01,7611.0,58.35,8.94,2018-08-29,0
647,002247.SZ,2018-04-10,7.85,6.87,12.26,7141.0,54.75,8.39,2018-08-02,0
648,002247.SZ,2018-02-22,7.8,6.83,12.19,7141.0,54.75,8.39,2018-08-02,0
649,002247.SZ,2018-01-10,8.13,7.11,12.7,5000.0,62.5,5.87,2018-07-11,0
650,002247.SZ,2017-09-26,8.93,7.81,13.95,6000.0,46.0,7.05,2018-07-02,0
651,002247.SZ,2017-05-09,9.11,7.97,14.23,4000.0,30.67,4.7,2018-07-02,0
652,002247.SZ,2017-02-21,10.18,8.91,15.91,2000.0,15.33,2.35,2018-06-21,0
653,002251.SZ,2017-02-24,9.6,8.4,15.0,1698.37,5.32,1.97,2018-10-08,0
665,002252.SZ,2018-09-10,15.62,13.66,19.52,151052.93,94.67,30.36,2018-12-12,0
666,002252.SZ,2018-09-05,15.62,13.66,19.52,151052.93,94.67,30.36,2018-12-12,0
667,002252.SZ,2018-09-04,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
668,002252.SZ,2018-09-04,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
669,002252.SZ,2018-09-04,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
670,002252.SZ,2018-09-04,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
671,002252.SZ,2018-09-04,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
672,002252.SZ,2018-08-15,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
673,002252.SZ,2018-08-15,15.62,13.66,19.52,146061.88,96.79,29.36,2018-12-12,0
674,002252.SZ,2018-08-14,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
675,002252.SZ,2018-08-14,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
676,002252.SZ,2018-08-14,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
677,002252.SZ,2018-08-14,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
678,002252.SZ,2018-08-13,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
679,002252.SZ,2018-08-13,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
680,002252.SZ,2018-08-13,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
681,002252.SZ,2018-08-13,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
682,002252.SZ,2018-08-13,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
683,002252.SZ,2018-08-13,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
684,002252.SZ,2018-08-10,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
685,002252.SZ,2018-08-03,15.62,13.66,19.52,148952.93,93.36,29.94,2018-12-12,0
686,002252.SZ,2018-07-27,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
687,002252.SZ,2018-07-26,15.62,13.66,19.52,148952.93,93.36,29.94,2018-12-12,0
688,002252.SZ,2018-07-24,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
689,002252.SZ,2018-07-24,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
690,002252.SZ,2018-07-23,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
691,002252.SZ,2018-07-23,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
692,002252.SZ,2018-07-23,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
693,002252.SZ,2018-07-20,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
694,002252.SZ,2018-07-16,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
695,002252.SZ,2018-07-13,15.62,13.66,19.52,148952.93,93.36,29.94,2018-12-12,0
696,002252.SZ,2018-06-29,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
697,002252.SZ,2018-06-29,15.62,13.66,19.52,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
698,002252.SZ,2018-06-20,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
699,002252.SZ,2018-06-20,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
700,002252.SZ,2018-06-06,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
701,002252.SZ,2018-05-30,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
702,002252.SZ,2018-05-30,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
703,002252.SZ,2018-05-30,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
704,002252.SZ,2018-05-30,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
705,002252.SZ,2018-05-03,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
706,002252.SZ,2018-05-03,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
707,002252.SZ,2018-05-02,15.62,13.66,19.52,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
708,002252.SZ,2018-05-02,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
709,002252.SZ,2018-04-27,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
710,002252.SZ,2018-04-26,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
711,002252.SZ,2018-04-26,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
712,002252.SZ,2018-04-20,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
713,002252.SZ,2018-04-19,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
714,002252.SZ,2018-03-21,15.62,13.66,19.52,145518.89,96.43,29.25,2018-12-12,0
715,002252.SZ,2018-02-14,15.58,13.63,19.47,145518.89,96.43,29.25,2018-12-12,0
716,002252.SZ,2018-02-13,15.54,13.6,19.43,148952.93,93.36,29.94,2018-12-12,0
717,002252.SZ,2018-02-09,15.53,13.59,19.41,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
718,002252.SZ,2017-12-28,15.83,13.85,19.79,145518.89,96.43,29.25,2018-12-12,0
719,002252.SZ,2017-12-21,15.7,13.74,19.63,145518.89,96.43,29.25,2018-12-12,0
720,002252.SZ,2017-12-07,15.82,13.85,19.78,145518.89,96.43,29.25,2018-12-12,0
721,002252.SZ,2017-11-10,16.22,14.2,20.28,145518.89,96.43,29.25,2018-12-12,0
722,002252.SZ,2017-11-02,16.09,14.08,20.11,148952.93,93.36,29.94,2018-12-12,0
723,002252.SZ,2017-10-30,16.1,14.08,20.12,120061.8,79.56,24.16,2018-12-12,0
724,002252.SZ,2017-10-24,16.3,14.27,20.38,148952.93,93.36,29.94,2018-12-11,0
725,002252.SZ,2017-10-19,16.36,14.31,20.45,120061.8,79.56,24.16,2018-12-11,0
726,002252.SZ,2017-10-19,16.36,14.31,20.45,148952.93,93.36,29.94,2018-12-11,0
727,002252.SZ,2017-10-11,16.38,14.34,20.48,120061.8,79.56,24.16,2018-12-11,0
728,002252.SZ,2017-10-11,16.38,14.34,20.48,148952.93,93.36,29.94,2018-12-11,0
729,002252.SZ,2017-10-10,16.56,14.49,20.7,148952.93,93.36,29.94,2018-12-11,0
730,002252.SZ,2017-09-26,16.34,14.29,20.42,120061.8,79.56,24.16,2018-12-11,0
731,002252.SZ,2017-09-07,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
732,002252.SZ,2017-09-04,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
733,002252.SZ,2017-09-04,16.18,14.15,20.22,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
734,002252.SZ,2017-09-01,16.18,14.15,20.22,126762.24,79.45,25.5,2018-12-12,0
735,002252.SZ,2017-08-16,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
736,002252.SZ,2017-08-09,16.18,14.15,20.22,130014.78,81.49,26.16,2018-12-12,0
737,002252.SZ,2017-08-03,16.18,14.15,20.22,130014.78,81.49,26.16,2018-12-12,0
738,002252.SZ,2017-08-03,16.18,14.15,20.22,130014.78,81.49,26.16,2018-12-12,0
739,002252.SZ,2017-07-25,16.18,14.15,20.22,130014.78,81.49,26.16,2018-12-12,0
740,002252.SZ,2017-07-13,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
741,002252.SZ,2017-07-11,16.18,14.15,20.22,145518.89,96.43,29.25,2018-12-12,0
742,002252.SZ,2017-07-11,16.18,14.15,20.22,146061.88,96.79,29.36,2018-12-12,0
743,002252.SZ,2017-07-10,16.18,14.15,20.22,127130.78,79.68,25.58,2018-12-12,0
744,002252.SZ,2017-07-07,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
745,002252.SZ,2017-06-27,16.18,14.15,20.22,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
746,002252.SZ,2017-06-27,16.18,14.15,20.22,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
747,002252.SZ,2017-06-22,16.18,14.15,20.22,127130.78,79.68,25.58,2018-12-12,0
748,002252.SZ,2017-06-21,16.18,14.15,20.22,127130.78,79.68,25.58,2018-12-12,0
749,002252.SZ,2017-06-20,16.18,14.15,20.22,127130.78,79.68,25.58,2018-12-12,0
750,002252.SZ,2017-06-20,16.18,14.15,20.22,127130.78,79.68,25.58,2018-12-12,0
751,002252.SZ,2017-06-20,16.18,14.15,20.22,22763.59,99.79,4.58,2018-12-12,0
752,002252.SZ,2017-06-16,16.18,14.15,20.22,22763.59,99.79,4.58,2018-12-12,0
753,002252.SZ,2017-06-13,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
754,002252.SZ,2017-06-06,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
755,002252.SZ,2017-05-18,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
756,002252.SZ,2017-05-03,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
757,002252.SZ,2017-05-02,16.18,14.15,20.22,127130.78,79.68,25.58,2018-12-12,0
758,002252.SZ,2017-05-02,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
759,002252.SZ,2017-04-26,16.18,14.15,20.22,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
760,002252.SZ,2017-04-25,16.18,14.15,20.22,120061.8,79.56,24.16,2018-12-12,0
761,002252.SZ,2017-04-19,16.1,14.09,20.13,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-12,0
762,002252.SZ,2017-04-11,16.25,14.22,20.31,120558.92,79.89,24.26,2018-12-12,0
763,002252.SZ,2017-04-05,16.29,14.25,20.36,132097.34,82.79,26.58,2018-12-11,0
764,002252.SZ,2017-03-30,15.98,13.99,19.98,136616.24,90.53,27.49,2018-12-12,0
765,002252.SZ,2017-03-27,15.58,13.64,19.48,132097.34,82.79,26.58,2018-12-12,0
766,002252.SZ,2017-03-23,15.48,13.55,19.35,132097.34,82.79,26.58,2018-12-12,0
767,002252.SZ,2017-03-21,15.54,13.59,19.42,132097.34,82.79,26.58,2018-12-12,0
768,002252.SZ,2017-03-20,15.57,13.62,19.46,132097.34,82.79,26.58,2018-12-12,0
769,002252.SZ,2017-03-17,15.61,13.66,19.51,142485.68,94.76,28.64,2018-12-12,0
770,002252.SZ,2017-03-14,15.7,13.74,19.63,132097.34,82.79,26.58,2018-12-12,0
771,002252.SZ,2017-02-22,16.85,14.75,21.07,114188.83,71.57,22.97,2018-12-11,0
772,002252.SZ,2017-02-09,17.2,15.05,21.5,114188.83,71.57,22.97,2018-12-11,0
773,002252.SZ,2017-01-19,17.74,15.52,22.17,114188.83,71.57,22.97,2018-12-11,0
774,002252.SZ,2016-12-15,16.99,14.87,21.24,115679.11,72.5,23.3,2018-12-11,0
775,002252.SZ,2016-12-14,17.12,14.98,21.4,115679.11,72.5,23.3,2018-12-11,0
776,002252.SZ,2016-12-06,16.83,14.73,21.04,115679.11,72.5,23.3,2018-12-11,0
777,002252.SZ,2016-11-23,17.01,14.88,21.26,114063.41,71.49,22.97,2018-12-11,0
778,002252.SZ,2016-11-22,17.07,14.94,21.34,114063.41,71.49,22.97,2018-12-11,0
779,002252.SZ,2016-11-16,17.01,14.88,21.26,114063.41,71.49,22.97,2018-12-11,0
780,002252.SZ,2016-10-26,17.66,15.45,22.07,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-11,0
781,002252.SZ,2016-10-21,17.66,15.45,22.07,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-11,0
782,002252.SZ,2016-10-21,17.66,15.45,22.07,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-11,0
783,002252.SZ,2016-07-28,16.87,14.76,21.09,70035.62,83.53,25.39,2018-12-11,0
784,002252.SZ,2016-07-26,16.78,14.68,20.98,70035.62,83.53,25.39,2018-12-11,0
785,002252.SZ,2016-07-12,16.8,14.7,21.0,37910.00778467909,82.15942010362694,18.55983436853002,2018-12-11,0
786,002252.SZ,2016-07-07,17.11,14.98,21.39,70035.62,83.53,25.39,2018-12-11,0
787,002252.SZ,2016-05-18,16.54,14.47,20.67,54854.0,61.88,19.88,2018-12-11,0
788,002252.SZ,2016-05-03,16.61,14.54,20.77,120061.8,79.56,24.16,2018-12-11,0
