trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2017-08-17,18.81,19.39,18.63,18.85,19.0,-0.15,-0.79,988779.66,1874179.642
2017-08-18,18.7,19.38,18.38,19.1,18.85,0.25,1.33,856368.8,1614210.119
2017-08-21,18.99,19.25,18.55,19.0,19.1,-0.1,-0.52,698462.84,1322174.556
2017-08-22,18.97,19.86,18.75,19.25,19.0,0.25,1.32,1036306.12,2004285.503
2017-08-23,19.15,19.46,18.88,18.9,19.25,-0.35,-1.82,588927.85,1126343.77
2017-08-24,18.85,19.28,18.62,18.99,18.9,0.09,0.48,574465.49,1087830.619
2017-08-25,18.91,18.96,18.52,18.57,18.99,-0.42,-2.21,601223.78,1124057.37
2017-08-28,18.56,20.43,18.56,19.71,18.57,1.14,6.14,1014681.05,1990673.031
2017-08-29,19.7,20.2,19.46,20.02,19.71,0.31,1.57,742938.46,1473728.997
2017-08-30,19.76,19.85,19.2,19.28,20.02,-0.74,-3.7,725056.48,1412997.479
2017-08-31,19.4,19.78,19.3,19.45,19.28,0.17,0.88,460077.79,897157.209
2017-09-01,19.6,19.75,19.21,19.58,19.45,0.13,0.67,566386.7,1105834.981
2017-09-04,19.58,19.85,19.43,19.51,19.58,-0.07,-0.36,498676.01,979436.407
2017-09-05,19.59,20.09,19.43,19.9,19.51,0.39,2.0,573517.11,1134688.818
2017-09-06,19.7,20.27,19.5,19.61,19.9,-0.29,-1.46,679954.95,1347922.914
2017-09-07,19.52,19.64,17.82,18.08,19.61,-1.53,-7.8,1321101.68,2479495.023
2017-09-08,18.0,18.28,17.5,18.0,18.08,-0.08,-0.44,773474.39,1387363.075
2017-09-11,17.98,18.97,17.98,18.84,18.0,0.84,4.67,643583.7,1191301.044
2017-09-12,18.8,19.03,18.29,18.5,18.84,-0.34,-1.8,610885.48,1143521.28
2017-09-13,18.6,18.68,17.95,18.15,18.5,-0.35,-1.89,395270.51,720639.17
2017-09-14,18.19,18.46,17.99,18.4,18.15,0.25,1.38,313152.66,570961.93
2017-09-15,18.23,18.47,17.91,17.99,18.4,-0.41,-2.23,337023.63,612747.831
2017-09-18,18.0,18.45,17.88,18.31,17.99,0.32,1.78,246826.18,450983.344
2017-09-19,18.39,18.44,17.24,17.3,18.31,-1.01,-5.52,547353.08,968625.338
2017-09-20,17.23,17.38,17.02,17.31,17.3,0.01,0.06,431120.3,743115.247
2017-09-21,17.36,17.97,17.22,17.78,17.31,0.47,2.72,529198.48,933032.465
2017-09-22,17.9,17.9,17.33,17.39,17.78,-0.39,-2.19,407788.26,719769.964
2017-09-25,17.23,17.74,17.14,17.37,17.39,-0.02,-0.12,290583.62,507446.913
2017-09-26,17.28,17.97,17.24,17.78,17.37,0.41,2.36,381884.46,674057.725
2017-09-27,17.86,18.15,17.56,17.73,17.78,-0.05,-0.28,355165.71,632669.691
2017-09-28,8.88,9.14,8.65,9.02,8.87,0.15,1.69,1080047.52,969048.049
2017-09-29,8.95,9.08,8.81,8.88,9.02,-0.14,-1.55,716146.87,640575.837
2017-10-09,9.0,9.2,8.92,9.04,8.88,0.16,1.8,787043.6,713713.937
2017-10-10,8.95,9.13,8.82,8.96,9.04,-0.08,-0.89,745415.11,666286.0
2017-10-11,8.8,8.89,8.22,8.34,8.96,-0.62,-6.92,1233438.34,1048056.332
2017-10-12,8.49,8.56,8.29,8.37,8.34,0.03,0.36,587635.93,495936.913
2017-10-13,8.31,8.77,8.31,8.62,8.37,0.25,2.99,710181.36,608976.59
2017-10-16,8.51,8.75,8.31,8.35,8.62,-0.27,-3.13,589449.01,501221.055
2017-10-17,8.33,8.54,8.24,8.48,8.35,0.13,1.56,353717.12,297369.855
2017-10-18,8.42,8.69,8.41,8.45,8.48,-0.03,-0.35,509400.27,436644.356
2017-10-19,8.32,8.63,8.32,8.55,8.45,0.1,1.18,483754.09,413297.872
2017-10-20,8.55,8.64,8.44,8.6,8.55,0.05,0.58,364565.83,311954.452
2017-10-23,8.75,9.35,8.6,9.21,8.6,0.61,7.09,1312415.41,1180830.983
2017-10-24,9.22,9.41,8.97,9.38,9.21,0.17,1.85,1405048.89,1294516.668
2017-10-25,9.3,10.07,9.25,9.97,9.38,0.59,6.29,1975314.5,1910128.265
2017-10-26,9.9,10.0,9.73,9.85,9.97,-0.12,-1.2,1446015.77,1423885.798
2017-10-27,9.9,10.12,9.76,9.89,9.85,0.04,0.41,1189173.07,1179520.652
2017-10-30,9.99,10.12,9.51,9.53,9.89,-0.36,-3.64,1312881.17,1281700.599
2017-10-31,9.51,9.99,9.37,9.91,9.53,0.38,3.99,1286288.19,1240328.559
2017-11-01,9.86,9.97,9.6,9.6,9.91,-0.31,-3.13,1042747.24,1020780.072
2017-11-02,9.48,9.58,9.06,9.13,9.6,-0.47,-4.9,1266449.12,1172790.43
2017-11-03,9.18,9.34,9.01,9.15,9.13,0.02,0.22,663059.27,609352.319
2017-11-07,9.45,9.53,9.2,9.27,9.15,0.12,1.31,740228.39,689452.268
2017-11-08,9.26,10.2,9.18,10.2,9.27,0.93,10.03,1714462.37,1695070.131
2017-11-09,10.25,10.37,9.98,10.3,10.2,0.1,0.98,1842085.44,1872630.326
2017-11-10,10.19,10.78,10.16,10.28,10.3,-0.02,-0.19,1976818.73,2067537.048
2017-11-13,10.43,10.8,10.3,10.54,10.28,0.26,2.53,1524073.32,1608109.543
2017-11-14,10.51,10.71,10.16,10.33,10.54,-0.21,-1.99,1421434.91,1484666.284
2017-11-15,10.34,10.44,9.94,10.0,10.33,-0.33,-3.19,1294455.8,1306540.554
2017-11-16,10.07,10.14,9.8,10.03,10.0,0.03,0.3,1039566.62,1035867.719
2017-11-17,10.0,10.1,9.3,9.5,10.03,-0.53,-5.28,1192258.45,1166618.026
2017-11-20,9.51,9.76,9.2,9.73,9.5,0.23,2.42,932089.6,886423.167
2017-11-21,9.67,9.88,9.45,9.69,9.73,-0.04,-0.41,918700.4,887341.596
2017-11-22,9.64,9.69,9.06,9.12,9.69,-0.57,-5.88,1287680.2,1207961.93
2017-11-23,9.07,9.08,8.45,8.45,9.12,-0.67,-7.35,1309704.07,1141946.716
2017-11-24,8.58,8.73,8.43,8.48,8.45,0.03,0.36,648727.98,556358.755
2017-11-27,8.56,8.71,8.35,8.44,8.48,-0.04,-0.47,544600.29,463390.351
2017-11-28,8.5,8.75,8.46,8.74,8.44,0.3,3.55,537961.03,462826.73
2017-11-29,8.74,8.74,8.47,8.6,8.74,-0.14,-1.6,497353.1,427196.552
2017-11-30,8.55,8.68,8.51,8.53,8.6,-0.07,-0.81,339412.35,291225.0
2017-12-01,8.53,8.73,8.52,8.65,8.53,0.12,1.41,406474.38,351823.272
2017-12-04,8.63,8.83,8.44,8.69,8.65,0.04,0.46,542762.6,468549.781
2017-12-05,8.63,8.7,8.15,8.27,8.69,-0.42,-4.83,567891.81,478957.688
2017-12-06,8.29,8.36,7.96,8.3,8.27,0.03,0.36,662254.24,540062.774
2017-12-07,8.28,8.49,8.19,8.34,8.3,0.04,0.48,422833.15,352758.594
2017-12-08,8.33,8.64,8.3,8.55,8.34,0.21,2.52,499583.23,426095.901
2017-12-11,8.58,8.78,8.55,8.62,8.55,0.07,0.82,430552.44,373178.957
2017-12-12,8.6,8.63,8.49,8.5,8.62,-0.12,-1.39,344504.1,294461.712
2017-12-13,8.45,8.57,8.43,8.53,8.5,0.03,0.35,299307.52,254636.779
2017-12-14,8.54,8.58,8.27,8.37,8.53,-0.16,-1.88,398145.14,334113.733
2017-12-15,8.36,8.36,8.07,8.17,8.37,-0.2,-2.39,436899.81,358866.305
2017-12-18,8.2,8.27,8.11,8.25,8.17,0.08,0.98,271603.93,222892.709
2017-12-19,8.29,8.36,8.15,8.2,8.25,-0.05,-0.61,313938.57,258587.512
2017-12-20,8.23,8.27,8.15,8.25,8.2,0.05,0.61,283338.15,232936.824
2017-12-21,8.2,8.53,8.1,8.41,8.25,0.16,1.94,567037.61,472269.691
2017-12-22,8.42,8.51,8.31,8.34,8.41,-0.07,-0.83,436242.32,367119.086
2017-12-25,8.32,8.33,7.95,8.08,8.34,-0.26,-3.12,526902.27,427144.096
2017-12-26,8.08,8.14,7.98,8.04,8.08,-0.04,-0.5,360619.54,289637.743
2017-12-27,8.04,8.17,7.99,8.04,8.04,0.0,0.0,284392.58,229810.239
2017-12-28,8.01,8.13,8.01,8.02,8.04,-0.02,-0.25,273193.21,220108.429
2017-12-29,8.02,8.08,7.78,7.83,8.02,-0.19,-2.37,465930.55,369621.402
2018-01-02,7.84,7.98,7.58,7.93,7.83,0.1,1.28,644336.46,502355.26
2018-01-03,7.95,8.16,7.92,8.1,7.93,0.17,2.14,488778.29,394457.09
2018-01-04,8.1,8.18,8.03,8.15,8.1,0.05,0.62,426958.34,346040.867
2018-01-05,8.12,8.16,8.04,8.06,8.15,-0.09,-1.1,360635.73,291465.581
2018-01-08,8.03,8.05,7.72,7.91,8.06,-0.15,-1.86,559885.68,440012.555
2018-01-09,7.9,7.99,7.78,7.92,7.91,0.01,0.13,312143.79,246383.2
2018-01-10,7.91,7.91,7.67,7.72,7.92,-0.2,-2.53,387020.11,301005.58
2018-01-11,7.7,7.93,7.61,7.85,7.72,0.13,1.68,398789.98,310625.412
2018-01-12,7.81,7.92,7.73,7.77,7.85,-0.08,-1.02,232400.7,181451.064
2018-01-15,7.75,7.77,7.06,7.18,7.77,-0.59,-7.59,608387.3,455864.229
2018-01-16,7.21,7.45,7.17,7.24,7.18,0.06,0.84,486547.46,355813.082
2018-01-17,7.19,7.4,6.94,7.37,7.24,0.13,1.8,552088.97,396929.179
2018-01-18,7.31,7.41,7.21,7.23,7.37,-0.14,-1.9,300962.71,219483.592
2018-01-19,7.3,7.37,7.1,7.14,7.23,-0.09,-1.24,402252.08,290542.921
2018-01-22,7.07,7.29,6.98,7.26,7.14,0.12,1.68,478244.31,342540.605
2018-01-23,7.29,7.29,7.12,7.14,7.26,-0.12,-1.65,323521.15,232541.033
2018-01-24,7.12,7.65,7.06,7.52,7.14,0.38,5.32,865684.66,640076.095
2018-01-25,7.47,7.84,7.42,7.51,7.52,-0.01,-0.13,733312.46,560348.789
2018-01-26,7.5,7.72,7.48,7.6,7.51,0.09,1.2,438842.86,334130.539
2018-01-29,7.62,7.77,7.54,7.63,7.6,0.03,0.39,447236.38,341219.692
2018-01-30,7.63,7.74,7.42,7.47,7.63,-0.16,-2.1,428966.36,324330.759
2018-01-31,7.06,7.3,7.04,7.11,7.47,-0.36,-4.82,615558.23,438932.401
2018-02-01,7.12,7.22,6.66,6.74,7.11,-0.37,-5.2,498566.55,349246.217
2018-02-02,6.66,6.98,6.65,6.81,6.74,0.07,1.04,457586.63,312938.809
2018-02-05,6.66,6.86,6.6,6.72,6.81,-0.09,-1.32,299205.09,202336.491
2018-02-06,6.6,6.76,6.05,6.05,6.72,-0.67,-9.97,754933.1,477961.531
2018-02-07,6.3,6.43,6.05,6.32,6.05,0.27,4.46,765145.16,480645.848
2018-02-08,6.34,6.93,6.3,6.8,6.32,0.48,7.59,792922.13,530718.606
2018-02-09,6.55,6.82,6.5,6.75,6.8,-0.05,-0.74,721148.42,482168.595
2018-02-12,6.85,7.03,6.76,6.93,6.75,0.18,2.67,603303.71,416706.302
2018-02-13,6.99,7.0,6.78,6.8,6.93,-0.13,-1.88,394454.99,270975.245
2018-02-14,6.8,6.84,6.68,6.73,6.8,-0.07,-1.03,201585.36,135798.068
2018-02-22,6.8,6.9,6.67,6.9,6.73,0.17,2.53,382089.55,261007.978
2018-02-23,6.85,6.9,6.72,6.8,6.9,-0.1,-1.45,306957.22,208548.396
2018-02-26,6.86,7.3,6.79,7.19,6.8,0.39,5.74,786360.02,556806.364
2018-02-27,7.18,7.54,7.18,7.32,7.19,0.13,1.81,976661.21,721697.258
2018-02-28,7.2,7.55,7.2,7.4,7.32,0.08,1.09,704778.34,521666.324
2018-03-01,7.34,7.72,7.3,7.63,7.4,0.23,3.11,873972.51,656922.735
2018-03-02,7.56,7.83,7.53,7.58,7.63,-0.05,-0.66,804896.84,617151.086
2018-03-05,7.63,7.67,7.45,7.61,7.58,0.03,0.4,498318.56,376690.731
2018-03-06,7.66,7.78,7.56,7.62,7.61,0.01,0.13,613314.48,470843.546
2018-03-07,7.6,7.66,7.45,7.54,7.62,-0.08,-1.05,506757.66,382098.899
2018-03-08,7.54,7.61,7.43,7.51,7.54,-0.03,-0.4,391652.8,293818.176
2018-03-09,7.51,7.92,7.49,7.87,7.51,0.36,4.79,975568.08,755307.268
2018-03-12,7.98,8.14,7.89,7.96,7.87,0.09,1.14,1011217.91,809727.834
2018-03-13,7.91,8.03,7.84,7.86,7.96,-0.1,-1.26,569731.78,453017.213
2018-03-14,7.82,7.93,7.72,7.73,7.86,-0.13,-1.65,520026.17,404764.357
2018-03-15,7.68,7.75,7.51,7.74,7.73,0.01,0.13,753742.9,573884.774
2018-03-16,7.72,7.74,7.48,7.48,7.74,-0.26,-3.36,524513.13,398647.783
2018-03-19,7.45,7.64,7.37,7.47,7.48,-0.01,-0.13,501905.83,378024.262
2018-03-20,7.4,7.54,7.34,7.47,7.47,0.0,0.0,474567.41,353211.804
2018-03-21,7.51,7.65,7.32,7.33,7.47,-0.14,-1.87,513539.87,385212.592
2018-03-22,7.33,7.41,7.22,7.3,7.33,-0.03,-0.41,407617.97,298635.116
2018-03-23,6.95,7.06,6.57,6.57,7.3,-0.73,-10.0,1124596.04,759543.902
2018-03-26,6.48,6.73,6.42,6.7,6.57,0.13,1.98,694210.0,458246.443
2018-03-27,6.82,7.09,6.8,7.05,6.7,0.35,5.22,729385.84,505991.834
2018-03-28,6.9,7.21,6.86,7.13,7.05,0.08,1.13,697361.88,493581.473
2018-03-29,7.14,7.35,7.13,7.24,7.13,0.11,1.54,605925.79,439189.264
2018-03-30,7.24,7.55,7.24,7.53,7.24,0.29,4.01,611179.58,452634.674
2018-04-02,7.56,7.62,7.4,7.45,7.53,-0.08,-1.06,513997.43,384625.136
2018-04-03,7.31,7.36,7.09,7.19,7.45,-0.26,-3.49,635309.36,457977.044
2018-04-04,7.25,7.32,7.11,7.15,7.19,-0.04,-0.56,395825.71,286278.4
2018-04-09,7.1,7.24,7.0,7.14,7.15,-0.01,-0.14,297039.16,211881.648
2018-04-10,7.1,7.13,6.92,7.06,7.14,-0.08,-1.12,410706.48,287876.617
2018-04-11,7.08,7.22,7.07,7.11,7.06,0.05,0.71,336089.15,240288.186
2018-04-12,7.05,7.12,6.94,6.97,7.11,-0.14,-1.97,353895.05,248235.22
2018-04-13,7.03,7.05,6.92,6.96,6.97,-0.01,-0.14,215126.51,150020.513
2018-04-16,6.94,7.07,6.9,7.03,6.96,0.07,1.01,279834.29,195611.08
2018-04-17,7.06,7.08,6.67,6.7,7.03,-0.33,-4.69,430805.89,295167.334
2018-04-18,6.75,7.02,6.64,6.96,6.7,0.26,3.88,435578.93,297666.143
2018-04-19,6.94,7.0,6.86,6.87,6.96,-0.09,-1.29,284946.25,197049.997
2018-04-20,6.84,6.85,6.56,6.6,6.87,-0.27,-3.93,417229.99,278782.305
2018-04-23,6.66,6.69,6.26,6.4,6.6,-0.2,-3.03,475590.47,306196.114
2018-04-24,6.41,6.74,6.31,6.62,6.4,0.22,3.44,465847.01,303946.743
2018-04-25,6.55,6.61,6.44,6.49,6.62,-0.13,-1.96,348003.72,226724.201
2018-04-26,6.45,6.49,6.23,6.24,6.49,-0.25,-3.85,407629.81,257479.291
2018-04-27,6.27,6.38,6.25,6.28,6.24,0.04,0.64,228395.83,144074.085
2018-05-02,6.32,6.44,6.19,6.34,6.28,0.06,0.96,355398.73,225052.068
2018-05-03,6.4,6.71,6.37,6.68,6.34,0.34,5.36,603257.97,395199.171
2018-05-04,6.62,6.71,6.57,6.6,6.68,-0.08,-1.2,328907.42,217866.725
2018-05-07,6.68,6.72,6.63,6.68,6.6,0.08,1.21,311882.88,208512.761
2018-05-08,6.68,6.82,6.57,6.77,6.68,0.09,1.35,407321.55,273370.111
2018-05-09,6.75,6.79,6.64,6.69,6.77,-0.08,-1.18,271128.64,181997.557
2018-05-10,6.71,6.73,6.58,6.64,6.69,-0.05,-0.75,255425.21,169864.824
2018-05-11,6.68,6.73,6.54,6.55,6.64,-0.09,-1.36,295141.95,195563.251
2018-05-14,6.6,6.68,6.58,6.63,6.55,0.08,1.22,285142.22,189089.305
2018-05-15,6.73,6.94,6.73,6.78,6.63,0.15,2.26,535157.17,364863.039
2018-05-16,6.7,6.83,6.69,6.71,6.78,-0.07,-1.03,310919.57,210371.505
2018-05-17,6.74,6.77,6.54,6.57,6.71,-0.14,-2.09,261616.91,173495.224
2018-05-18,6.6,6.64,6.54,6.61,6.57,0.04,0.61,225431.94,148680.285
2018-05-21,6.71,6.83,6.71,6.77,6.61,0.16,2.42,383875.15,260121.924
2018-05-22,6.76,6.96,6.74,6.93,6.77,0.16,2.36,514947.5,353343.122
2018-05-23,6.9,6.95,6.77,6.79,6.93,-0.14,-2.02,300927.91,205836.804
2018-05-24,6.79,6.83,6.69,6.72,6.79,-0.07,-1.03,227163.31,153624.632
2018-05-25,6.71,6.71,6.43,6.5,6.72,-0.22,-3.27,404073.67,264708.296
2018-05-28,6.53,6.54,6.36,6.4,6.5,-0.1,-1.54,276792.6,178317.108
2018-05-29,6.43,6.57,6.38,6.47,6.4,0.07,1.09,277929.04,180092.724
2018-05-30,6.31,6.46,6.19,6.21,6.47,-0.26,-4.02,386303.41,244416.964
2018-05-31,6.28,6.32,6.17,6.28,6.21,0.07,1.13,267821.23,167421.395
2018-06-01,6.23,6.27,6.09,6.12,6.28,-0.16,-2.55,285538.21,175923.485
2018-06-04,6.19,6.22,6.08,6.18,6.12,0.06,0.98,208095.34,128074.111
2018-06-05,6.21,6.42,6.19,6.4,6.18,0.22,3.56,301762.81,190736.866
2018-06-06,6.36,6.44,6.29,6.33,6.4,-0.07,-1.09,200523.31,127204.866
2018-06-07,6.4,6.62,6.38,6.44,6.33,0.11,1.74,403897.94,262705.421
2018-06-08,6.46,6.47,6.28,6.33,6.44,-0.11,-1.71,207558.6,131788.135
2018-06-11,6.31,6.37,6.19,6.33,6.33,0.0,0.0,172497.49,108761.59
2018-06-12,6.37,6.45,6.3,6.44,6.33,0.11,1.74,196609.4,125571.761
2018-06-13,6.43,6.48,6.33,6.35,6.44,-0.09,-1.4,225971.19,144619.227
2018-06-14,6.32,6.41,6.23,6.3,6.35,-0.05,-0.79,178559.53,113083.079
2018-06-15,6.24,6.26,6.1,6.13,6.2,-0.07,-1.13,234813.5,144719.085
2018-06-19,6.0,6.11,5.52,5.53,6.13,-0.6,-9.79,527550.74,303132.373
2018-06-20,5.57,5.66,5.34,5.58,5.53,0.05,0.9,347137.65,192375.905
2018-06-21,5.57,5.64,5.23,5.25,5.58,-0.33,-5.91,323245.34,175430.582
2018-06-22,5.2,5.4,5.13,5.24,5.25,-0.01,-0.19,302731.74,160029.298
2018-06-25,5.36,5.4,5.18,5.21,5.24,-0.03,-0.57,234030.33,124046.042
2018-06-26,5.15,5.56,5.11,5.48,5.21,0.27,5.18,391225.93,210068.116
2018-06-27,5.5,5.55,5.42,5.45,5.48,-0.03,-0.55,251389.16,137664.643
2018-06-28,5.41,5.83,5.41,5.6,5.45,0.15,2.75,503419.92,284883.416
2018-06-29,5.62,5.84,5.49,5.8,5.6,0.2,3.57,466948.48,266142.606
2018-07-02,5.76,5.85,5.56,5.61,5.8,-0.19,-3.28,302494.77,172438.923
2018-07-03,5.63,5.8,5.58,5.8,5.61,0.19,3.39,300076.52,171458.991
2018-07-04,5.74,5.78,5.59,5.64,5.8,-0.16,-2.76,262712.57,148895.052
2018-07-05,5.63,5.74,5.46,5.46,5.64,-0.18,-3.19,219970.04,123049.861
2018-07-06,5.48,5.74,5.45,5.63,5.46,0.17,3.11,335933.1,188673.279
2018-07-09,5.65,5.82,5.65,5.79,5.63,0.16,2.84,285315.34,164310.399
2018-07-10,5.8,5.89,5.74,5.83,5.79,0.04,0.69,241914.61,140569.269
2018-07-11,5.74,5.78,5.59,5.66,5.83,-0.17,-2.92,277523.0,157831.36
2018-07-12,5.66,5.98,5.66,5.88,5.66,0.22,3.89,402925.6,236204.863
2018-07-13,5.89,5.94,5.82,5.9,5.88,0.02,0.34,235110.12,138527.187
2018-07-16,5.91,5.94,5.85,5.89,5.9,-0.01,-0.17,177826.14,104686.274
2018-07-17,5.9,5.91,5.75,5.82,5.89,-0.07,-1.19,215375.24,125301.749
2018-07-18,5.87,5.92,5.78,5.78,5.82,-0.04,-0.69,183633.86,107651.591
2018-07-19,5.7,5.79,5.64,5.7,5.78,-0.08,-1.38,207848.77,118645.962
2018-07-20,5.7,5.83,5.64,5.79,5.7,0.09,1.5789,196368.94,112607.564
2018-07-23,5.76,5.9,5.72,5.87,5.79,0.08,1.3817,229875.54,134323.623
2018-07-24,5.88,5.99,5.82,5.94,5.87,0.07,1.1925,262946.82,155826.773
2018-07-25,5.92,6.02,5.83,5.87,5.94,-0.07,-1.1785,256436.0,151599.607
2018-07-26,5.9,5.9,5.69,5.73,5.87,-0.14,-2.385,277042.44,159906.772
2018-07-27,5.74,5.76,5.62,5.68,5.73,-0.05,-0.8726,207694.87,117938.778
2018-07-30,5.66,5.72,5.55,5.59,5.68,-0.09,-1.5845,203768.03,114819.514
2018-07-31,5.6,5.64,5.55,5.59,5.59,0.0,0.0,139086.85,77736.096
